,title,location,price,url,listing_id,bedrooms,bathrooms,floor_area,land_area,floor,name,latitude,longitude,address,facilities,Air conditioning,Alarm,Balcony,Built-in wardrobe,Car park,Children's area,Garden,Internet,Security,Swimming pool,Tennis court,Terrace,Utility room,price_per_sqm
407,,"Quezon City, Metro Manila",28800000.0,https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-holy-spirit-metro-manila_39ef5cee5ca7-a2af-8155-c396-769615f2,FSHL-80713,5.0,3.0,300.0,200 m2,2.0,"5 Bedroom House for sale in Holy Spirit, Metro Manila",14.684914,121.083036,"Don Enrique Heights, Don Ernesto Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Car park']",0,0,0,0,1,0,0,0,0,1,0,0,0,96000.0
408,,"Quezon City, Metro Manila",243000000.0,https://www.dotproperty.com.ph/6-bedroom-house-for-sale-in-loyola-heights-metro-manila_2347627,406410d2-e8a0-4dc5-96c5-941ad021555e,6.0,8.0,1200.0,,3.0,"6 Bedroom House for sale in Loyola Heights, Metro Manila",14.646253,121.074514,"2-B Mangyan Rd, Quezon City, 1108 Metro Manila, Philippines","['Swimming pool', 'Air conditioning', 'Internet', 'Security', 'Car park', 'Garden', 'Grill']",1,0,0,0,1,0,1,1,1,1,0,0,0,202500.0
409,,"Quezon City, Metro Manila",320250000.0,https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-ugong-norte-metro-manila_f4ee69bc17c2-4d30-f0f5-c81d-b1a77caf,9812,6.0,6.0,915.0,,2.0,"6 Bedroom House for sale in Ugong Norte, Metro Manila",14.6012827,121.0762005,"Green Meadows Avenue, Bagumbayan, Quezon City, Kalakhang Maynila, Pilipinas","['Car park', 'Garden', 'Balcony', ""Children's area"", 'Panoramic view', 'Terrace', 'Water', 'Patio', 'Utility room', 'Video cable']",0,0,1,0,1,1,1,0,0,0,0,1,1,350000.0
410,,"Quezon City, Metro Manila",295000000.0,https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-white-plains-metro-manila_550a3ab6f93c-926e-e662-f232-b2d77089,KRLAGDA,5.0,5.0,1820.0,574 m2,,"5 Bedroom House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Gym', 'Car park', 'Balcony', 'Equipped kitchen', 'Electricity', 'Alarm', 'Built-in wardrobe', 'Built-in kitchen']",1,1,1,1,1,0,0,0,0,0,0,0,0,162087.91
411,,"Quezon City, Metro Manila",36172200.0,https://www.dotproperty.com.ph/ads/7-bedroom-house-for-sale-in-teachers-village-west-metro-manila_e6e38ab6f1c8-1cfe-7f72-22b6-93966089,01933060-3e77-72a2-bad8-1d8a3ef16b3b,7.0,8.0,588.4,305.27 m2,2.0,"7 Bedroom House for sale in Teachers Village West, Metro Manila",14.640505373014,121.05688545853,"Maningning Street, Teachers Village East, Quezon City, Metro Manila, National Capital Region, PHL","['Air conditioning', 'Internet', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Water', 'Patio', 'Built-in kitchen', 'Utility room']",1,0,1,0,1,1,1,1,0,0,0,0,1,61475.53
412,,"Quezon City, Metro Manila",165000000.0,https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-white-plains-metro-manila_c2e06c712901-b6ae-d442-bf93-11317089,04,6.0,6.0,800.0,433 m2,,"6 Bedroom House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Car park', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Terrace', 'Patio', 'Utility room']",1,0,1,0,1,1,0,0,0,1,1,1,1,206250.0
413,,"Quezon City, Metro Manila",91000000.0,https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-mariana-metro-manila-near-lrt-2-gilmore_086f8d7e6e81-47b1-4b35-74b4-9dd641fa,DS883200,6.0,6.0,620.0,117 m2,,"6 Bedroom House for sale in Mariana, Metro Manila near LRT-2 Gilmore",14.6163297,121.0306432,"New Manila, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,146774.19
414,,"Quezon City, Metro Manila",180000000.0,https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-saint-ignatius-metro-manila_6ea63384842b-ce90-64d5-3519-f743aa2c,d7ff652a-0846-4c53-90bd-e75151663fb3,5.0,8.0,800.0,401 m2,,"5 Bedroom House for sale in Saint Ignatius, Metro Manila",14.6110805,121.0709164,"St. Ignatius Village Katipunan Gate, 1st Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Electricity', 'Elevator', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",1,0,0,1,1,0,0,0,0,0,0,0,0,225000.0
415,,"Quezon City, Metro Manila",173000000.0,https://www.dotproperty.com.ph/5-bedroom-house-for-sale-in-matandang-balara-metro-manila_7364141,FSHL-8014,5.0,5.0,820.0,470 m2,3.0,"5 Bedroom House for sale in Pansol, Metro Manila",14.6659182,121.0865913,"Ayala Heights, Ayala Heights Drive, Matandang Balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Security', 'Car park', 'Balcony', 'Built-in wardrobe']",0,0,1,1,1,0,0,0,1,1,0,0,0,210975.61
416,,"Quezon City, Metro Manila",18000000.0,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-socorro-metro-manila-near-lrt-2-araneta-center-cubao_670faac0cbc9-a19f-bb88-5a30-9ce0193a,f6089bd0-96f4-11ee-a08f-0ded9dffa923,4.0,4.0,198.0,75 m2,,"4 Bedroom House for sale in Socorro, Metro Manila near LRT-2 Araneta Center-Cubao",14.6177663,121.0571541,"Cubao, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', 'Electricity', 'Terrace', 'Water', 'Built-in wardrobe', 'Cellar', 'Guardhouse', 'Built-in kitchen']",1,0,1,1,1,0,1,0,1,0,0,1,0,90909.09
417,,"Quezon City, Metro Manila",35000000.0,https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-batasan-hills-metro-manila_40158bbc9738-f690-c595-c132-3548f3d6,FSHL-80175,3.0,3.0,430.0,300 m2,2.0,"3 Bedroom House for sale in Batasan Hills, Metro Manila",14.6815238,121.092982,"Filinvest 1 Subdivision, Batasan Hills, Lungsod Quezon, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,0,1,0,0,0,0,0,0,0,0,81395.35
418,,"Quezon City, Metro Manila",88800000.0,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-blue-ridge-b-metro-manila_9e71df0c10fe-429e-88f5-71a3-e9841803,FSHL-80401,4.0,5.0,400.0,412 m2,2.0,"4 Bedroom House for sale in Blue Ridge B, Metro Manila",14.6183228,121.0744429,"Blue Ridge Subdivision, Moonlight Loop, Project 4, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Electricity', 'Alarm', 'Built-in wardrobe']",1,1,0,1,1,0,0,0,1,0,0,0,0,222000.0
419,,"Quezon City, Metro Manila",60000000.0,https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-pinyahan-metro-manila-near-mrt-3-kamuning_7c61af3d01c0-1d11-bea8-430e-9a429707,matatah,3.0,3.0,500.0,600 m2,2.0,"3 Bedroom House for sale in Pinyahan, Metro Manila near MRT-3 Kamuning",14.638394233027,121.04899037629,"Matatag Street, Pinyahan, Quezon City, Metro Manila, National Capital Region, PHL","['Air conditioning', 'Car park', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Patio', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Hot Tub', 'Cistern']",1,1,1,1,1,1,0,0,0,0,0,0,0,120000.0
420,,"Quezon City, Metro Manila",295000000.0,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-white-plains-metro-manila_dcfe5e235a42-0dc0-ccc2-bf3f-78c67089,FSHL-80821,4.0,9.0,1820.0,574 m2,4.0,"4 Bedroom House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Balcony']",0,0,1,0,1,0,0,0,0,0,0,0,0,162087.91
421,,"Quezon City, Metro Manila",82000000.0,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-mariana-metro-manila-near-lrt-2-gilmore_6cf9b1c82942-c98e-6695-572c-dc02ae9a,DS883711,4.0,5.0,520.0,200 m2,,"4 Bedroom House for sale in Mariana, Metro Manila near LRT-2 Gilmore",14.6163297,121.0306432,"New Manila, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,157692.31
422,,"Quezon City, Metro Manila",23000000.0,https://www.dotproperty.com.ph/8-bedroom-house-for-sale-in-pasong-tamo-metro-manila_6920224,2374,8.0,6.0,380.0,,,"8 Bedroom House for sale in Pasong Tamo, Metro Manila",14.676041,121.0437,"218 Narra St, Quezon City, 1810 Metro Manila, Philippines","['Security', ""Children's area"", 'Video cable']",0,0,0,0,0,1,0,0,1,0,0,0,0,60526.32
423,,"Quezon City, Metro Manila",32000000.0,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-central-metro-manila_c92787496029-3f3e-0dd2-40d7-ea458089,NB-24-6 GGP,4.0,6.0,263.48,100 m2,3.0,"4 Bedroom House for sale in Central, Metro Manila",14.6461984,121.0528028,"Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,121451.34
424,,"Quezon City, Metro Manila",8255000.0,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-pasong-tamo-metro-manila_c18f9412461c-e20f-0aa5-7f58-209f7127,GM 05,4.0,3.0,240.0,101 m2,,"4 Bedroom House for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,34395.83
425,,"Quezon City, Metro Manila",65000000.0,https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-mariana-metro-manila-near-lrt-2-gilmore_1c977089e96b-eef0-cd05-b9c7-089dcb94,DS8831789-DS883181,5.0,7.0,450.0,122.49 m2,,"5 Bedroom House for sale in Mariana, Metro Manila near LRT-2 Gilmore",14.6163297,121.0306432,"New Manila, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,144444.44
426,,"Quezon City, Metro Manila",12500000.0,https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-pasong-putik-proper-metro-manila_951edaa13b0e-f36f-8c55-8011-5a1b2f28,17a7e8f4-8891-44d1-a36a-b9e68ffcb840,3.0,2.0,130.0,300 m2,,"3 Bedroom House for sale in Pasong Putik Proper, Metro Manila",14.7214015,121.0521411,"Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Garden', 'Electricity', 'Water']",0,0,0,0,0,0,1,0,0,0,0,0,0,96153.85
427,,"Quezon City, Metro Manila",179000000.0,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-white-plains-metro-manila_ae1c9aca0008-6af1-1ff2-ad1d-960b9089,0190e930-c8cf-7aa8-8af3-1999fdf0d8bf,4.0,4.0,700.0,406 m2,,"4 Bedroom House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Gym', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Built-in wardrobe', 'Grill', 'Built-in kitchen', 'Office', 'Utility room']",0,0,1,1,1,1,1,0,0,0,0,1,1,255714.29
428,,"Quezon City, Metro Manila",98000000.0,https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-damayang-lagi-metro-manila-near-lrt-2-j-ruiz_17fdc13c32fc-ceae-abb2-33bb-55827089,Rays_New Manila,6.0,6.0,500.0,203 m2,4.0,"6 Bedroom House for sale in Damayang Lagi, Metro Manila near LRT-2 J. Ruiz",14.6135106,121.0208171,"New Manila Rolling Hills Clubhouse, Twin Hills, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Balcony', 'Equipped kitchen', 'Electricity', 'Built-in wardrobe']",1,0,1,1,1,0,0,0,1,0,0,0,0,196000.0
429,,"Quezon City, Metro Manila",35000000.0,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-batasan-hills-metro-manila_a693d227b4a5-0861-4ee2-24ce-730b9089,DS88-002655,4.0,5.0,237.94,240 m2,,"4 Bedroom House for sale in Batasan Hills, Metro Manila",14.6751942,121.101558,"Vista Real Classica, Kingsway St, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Balcony', 'Electricity', 'Water', 'Built-in kitchen', 'Utility room']",0,0,1,0,1,0,0,0,0,0,0,0,1,147095.91
430,,"Quezon City, Metro Manila",18870000.0,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-bagong-silangan-metro-manila_3495a7e4790f-4dc0-8ef5-7ef9-a2745659,EL-90,4.0,3.0,300.0,264 m2,,"4 Bedroom House for sale in Bagong Silangan, Metro Manila",14.7035887,121.1096683,"Bagong Silangan, Quezon City, Pilipinas","['Air conditioning', 'Car park', 'Balcony', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",1,0,1,1,1,0,0,0,0,0,0,0,0,62900.0
431,,"Quezon City, Metro Manila",128000000.0,https://www.dotproperty.com.ph/ads/7-bedroom-house-for-sale-in-pasong-tamo-metro-manila_46af14282ee4-d401-bb88-275d-9f96987a,H&LQC128M,7.0,7.0,950.0,500 m2,,"7 Bedroom House for sale in Pasong Tamo, Metro Manila",14.67467524,121.05901748,"Layang-Layang, Pasong Tamo, Quezon City, Second District NCR, National Capital Region, PHL","['Swimming pool', 'Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', 'Electricity', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Built-in kitchen', 'Hot Tub', 'Utility room']",1,1,1,1,1,0,1,0,1,1,0,0,1,134736.84
432,,"Quezon City, Metro Manila",9700000.0,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-matandang-balara-metro-manila_2aaf7e3d95d7-f4ef-6235-6c92-ce3364de,RTHLFS-58,4.0,3.0,200.0,70 m2,3.0,"4 Bedroom House for sale in Matandang Balara, Metro Manila",14.66788,121.07406,"New Intramuros Village Clubhouse, Aduana, Matandang Balara, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen', 'Utility room']",1,0,0,1,1,0,0,0,0,0,0,0,1,48500.0
433,,"Quezon City, Metro Manila",27000000.0,https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-batasan-hills-metro-manila_96aa18561b26-b43e-cdd2-f692-2a4f9089,DS88-002663,5.0,6.0,420.0,355 m2,,"5 Bedroom House for sale in Batasan Hills, Metro Manila",14.6827416,121.1073641,"Filinvest 2, Gold, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Electricity', 'Water', 'Built-in kitchen']",0,0,0,0,1,0,0,0,0,0,0,0,0,64285.71
434,,"Quezon City, Metro Manila",11000000.0,https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-tandang-sora-metro-manila_81c01176310b-7f70-b195-bb8f-f9777376,TG-SM378,3.0,2.0,140.0,80 m2,,"3 Bedroom House for sale in Tandang Sora, Metro Manila",14.6819218,121.0421102,"Tandang Sora, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Garden', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",1,0,0,1,1,0,1,0,0,0,0,0,0,78571.43
435,,"Quezon City, Metro Manila",30000000.0,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-bagong-silangan-metro-manila_ce41dd8d88cf-90f1-1fa5-7592-8e4fdd92,FSHL-80603,4.0,4.0,450.0,375 m2,2.0,"4 Bedroom House for sale in Bagong Silangan, Metro Manila",14.6948107,121.1037268,"Filinvest 2 Subdivision, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Garden']",0,0,0,0,1,0,1,0,0,0,0,0,0,66666.67
436,,"Quezon City, Metro Manila",58000000.0,https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-pansol-metro-manila_e0ea81dd153d-4aa0-e9b5-2994-c887994d,JRE-482,6.0,7.0,560.0,420 m2,,"6 Bedroom House for sale in Pansol, Metro Manila",14.6656483,121.0822362,"Matandang Balara, Quezon City, Metro Manila, Pilipinas","['Swimming pool', 'Air conditioning', 'Car park', 'Balcony', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen', 'Utility room']",1,0,1,1,1,0,0,0,0,1,0,0,1,103571.43
437,,"Quezon City, Metro Manila",165000000.0,https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-pansol-metro-manila_01f517ec02fe-9caf-cbc5-d732-70326362,PS - Ayala Heights House and Lot,6.0,6.0,650.0,500 m2,,"6 Bedroom House for sale in Pansol, Metro Manila",14.6642971,121.0845062,"Ayala Heights Village Gate 1 Guardhouse, Ayala Heights Drive, Matandang Balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,253846.15
438,,"Quezon City, Metro Manila",180000000.0,https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-pansol-metro-manila_3fe53421e7a8-2600-d095-a795-302e0721,PS - Ayala Heights House and Lot,6.0,6.0,650.0,550 m2,,"6 Bedroom House for sale in Pansol, Metro Manila",14.6656475,121.0866117,"Ayala Heights Village, Mabini, Matandang Balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,276923.08
439,,"Quezon City, Metro Manila",35000000.0,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-bagong-silangan-metro-manila_a3b0a82af815-d300-5fa5-ff6f-e57b12bb,FSHL-80726,4.0,3.0,320.0,560 m2,,"4 Bedroom House for sale in Bagong Silangan, Metro Manila",14.6948107,121.1037268,"Filinvest 2 Subdivision, Lungsod Quezon, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,0,1,0,0,0,0,0,0,0,0,109375.0
440,,"Quezon City, Metro Manila",100000000.0,https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-white-plains-metro-manila_d49e28006b9f-85cf-0ed5-ae52-b70f7ae1,ES - WHITE PLAINS,6.0,5.0,501.0,704 m2,,"6 Bedroom House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', 'Built-in wardrobe', 'Built-in kitchen']",1,0,0,1,1,0,1,0,1,0,0,0,0,199600.8
441,,"Quezon City, Metro Manila",92000000.0,https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-matandang-balara-metro-manila_34f8399b5930-7671-3ae5-667e-58cf397c,d206ad14-b233-4bf6-8232-9604e0061a56,5.0,5.0,421.0,400 m2,,"5 Bedroom House for sale in Matandang Balara, Metro Manila",14.6710069,121.0944076,"Capitol Homes, Zurich Avenue, Matandang Balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Balcony', 'Electricity', 'Panoramic view', 'Water', 'Built-in wardrobe']",1,0,1,1,1,0,0,0,1,0,0,0,0,218527.32
442,,"Quezon City, Metro Manila",10000000.0,https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-bahay-toro-metro-manila_3c2eed905346-01be-4172-abe6-0a767089,Rays_Proj8,3.0,3.0,122.0,,,"3 Bedroom House for sale in Bahay Toro, Metro Manila",14.671926,121.0302938,"Assistant, Project 8, Quezon City, Kalakhang Maynila, Pilipinas","['Car park', 'Balcony', 'Built-in wardrobe']",0,0,1,1,1,0,0,0,0,0,0,0,0,81967.21
443,,"Quezon City, Metro Manila",46000000.0,https://www.dotproperty.com.ph/7-bedroom-house-for-sale-in-commonwealth-metro-manila_9494698,DB-009,7.0,8.0,542.0,406 m2,,"7 Bedroom House for sale in Commonwealth, Metro Manila",14.7013178,121.0805761,"Don Jose Heights Clubhouse, Dona Carmen Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Balcony', 'Equipped kitchen', 'Electricity', 'Terrace', 'Patio', 'Alarm', 'Built-in wardrobe', 'Grill', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable']",1,1,1,1,1,0,0,0,0,0,0,1,1,84870.85
444,,"Quezon City, Metro Manila",28000000.0,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-pasong-tamo-metro-manila_0d636d4e320e-b4cf-0f75-6219-459814e2,JREHFS-0169,4.0,3.0,500.0,400 m2,,"4 Bedroom House for sale in Pasong Tamo, Metro Manila",14.6783299,121.0649488,"Bonifacio Village, Bonifacio Drive, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Gym', 'Car park', 'Garden', 'Balcony', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen', 'Utility room']",1,0,1,1,1,0,1,0,0,0,0,0,1,56000.0
445,,"Quezon City, Metro Manila",70000000.0,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-loyola-heights-metro-manila-near-lrt-2-katipunan_ecaefe199646-33e1-e535-c449-379edca8,FS-001-Res-0049,4.0,3.0,355.0,454 m2,,"4 Bedroom House for sale in Loyola Heights, Metro Manila near LRT-2 Katipunan",14.6346843,121.0707504,"Xavierville 1, B. Gonzales, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,197183.1
446,,"Quezon City, Metro Manila",22000000.0,https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-bagong-silangan-metro-manila_a61117b0d26c-c280-5442-87be-5b6f8089,FSHL-80800,5.0,5.0,400.0,216 m2,,"5 Bedroom House for sale in Bagong Silangan, Metro Manila",14.7028408,121.1045668,"Filinvest Heights Clubhouse, Filinvest 2 Rd, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,55000.0
447,,"Quezon City, Metro Manila",45000000.0,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-saint-ignatius-metro-manila_ff0641d48b82-face-bb88-fdae-982bb4b6,3e5ee710-bfca-11ee-bdfa-71e15c8539aa,4.0,4.0,450.0,256 m2,3.0,"4 Bedroom House for sale in Saint Ignatius, Metro Manila",14.6110805,121.0709164,"St. Ignatius Village Katipunan Gate, 1st Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Security', 'Car park', 'Garden', 'Electricity', 'Water']",0,0,0,0,1,0,1,0,1,0,0,0,0,100000.0
448,,"Quezon City, Metro Manila",37000000.0,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-batasan-hills-metro-manila_b3516cd85a76-384e-f552-cda6-def38089,DS88-002999,4.0,5.0,400.0,500 m2,,"4 Bedroom House for sale in Batasan Hills, Metro Manila",14.6737113,121.0957014,"Vista Real Classica, Vista Real Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Car park']",0,0,0,0,1,0,0,0,0,1,0,0,0,92500.0
449,,"Quezon City, Metro Manila",85000000.0,https://www.dotproperty.com.ph/5-bedroom-house-for-sale-in-apolonio-samson-metro-manila-near-lrt-1-roosevelt_6777923,RESIDOT001417,5.0,7.0,800.0,,5.0,"5 Bedroom House for sale in Apolonio Samson, Metro Manila near LRT-1 Roosevelt",14.655271,121.014932,"86 Lorraine, Balintawak, Quezon City, 1106 Metro Manila, Philippines","['Air conditioning', 'Gym', 'Security', 'Car park', 'Garden', ""Children's area"", 'Concierge', 'Library', 'Grill']",1,0,0,0,1,1,1,0,1,0,0,0,0,106250.0
450,,"Quezon City, Metro Manila",108000000.0,https://www.dotproperty.com.ph/ads/8-bedroom-house-for-sale-in-pasong-tamo-metro-manila_e7985f038424-a381-d7c5-2135-1cea938b,e160fbd8-4687-4d2c-816f-575169a4102b,8.0,6.0,900.0,"1,000 m2",,"8 Bedroom House for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Car park', 'Garden', 'Balcony', 'Electricity', 'Water', 'Utility room']",0,0,1,0,1,0,1,0,0,1,0,0,1,120000.0
451,,"Quezon City, Metro Manila",98000000.0,https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-damayang-lagi-metro-manila-near-lrt-2-j-ruiz_0f3149e5b8db-ceae-abb2-c0b6-74827089,Rays_New Manila,6.0,6.0,500.0,203 m2,4.0,"6 Bedroom House for sale in Damayang Lagi, Metro Manila near LRT-2 J. Ruiz",14.6135106,121.0208171,"New Manila Rolling Hills Clubhouse, Twin Hills, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Internet', 'Security', 'Car park', 'Balcony', 'Equipped kitchen', 'Electricity', 'Built-in wardrobe']",1,0,1,1,1,0,0,1,1,0,0,0,0,196000.0
452,,"Quezon City, Metro Manila",45000000.0,https://www.dotproperty.com.ph/4-bedroom-house-for-sale-in-bagong-silangan-metro-manila_9750557,5129b4f9-850b-4aba-aac5-28714ca350b2,4.0,4.0,400.0,550 m2,2.0,"4 Bedroom House for sale in Batasan Hills, Metro Manila",14.6904003,121.0994166,"Filinvest 2 Road, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,0,1,1,112500.0
453,,"Quezon City, Metro Manila",85000000.0,https://www.dotproperty.com.ph/ads/7-bedroom-house-for-sale-in-culiat-metro-manila_53a5a212a74f-9c5e-7ee2-ff31-561a9089,DS88-002637,7.0,6.0,950.0,757 m2,,"7 Bedroom House for sale in Culiat, Metro Manila",14.6701147,121.0607418,"Tierra Pura Homes, Tandang Sora Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Gym', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen', 'Utility room']",0,0,1,1,1,1,1,0,0,1,0,0,1,89473.68
