title,price,price_per_sqm,location,description,bedrooms,bathrooms,floor_area,floor_number,property_type,listing_url,agent_name,agency_name,latitude,longitude,facility_grill,facility_access_for_the_disabled,facility_security,facility_alarm,facility_built-in_wardrobe,facility_garden,facility_hot_tub,facility_roof_garden,facility_video_cable,facility_cistern,facility_tennis_court,facility_swimming_pool,facility_car_park,facility_sauna,facility_elevator,facility_office,facility_natural_gas,facility_panoramic_view,facility_guardhouse,facility_children's_area,facility_fireplace,facility_cellar,facility_heating,facility_utility_room,facility_library,facility_equipped_kitchen,facility_gym,facility_concierge,facility_terrace,facility_built-in_kitchen,facility_air_conditioning,facility_internet,facility_balcony,facility_electricity,facility_patio,facility_water
"Condo for sale in Bagumbayan, Metro Manila","Php3,400,000.00","(₱ 93,151 / m2)",,"Eastwood La Fayette 3 is a medium rise residentialCondominium located in the middle of Eastwood City Cyberpark, very accessible via C5, a few minutes drive to Ortigas Center, Cubao Araneta Center and BGC. Also very close to Katipunan Ave-Ateneo, Miriam College & UP.Very safe and secured residential / business district. Walking distance to malls, commercial shops, banks, restaurants, cafes, convenience...",,1,36.5 m2,10,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-bagumbayan-metro-manila_5e1aebdbcc05-da1e-b002-739f-aa818089,Obet Guzman Jr.,,14.6089315,121.0794982,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"1 Bedroom Condo for sale in THE CELANDINE, Balingasa, Metro Manila near LRT-1 Balintawak","Php3,800,000.00","(₱ 126,667 / m2)",,"Rush Sale!The Celandine by DMCI HomesLocated : A. Bonifacio Ave, Balintawak,Quezon City, Metro Manila just accross Ayala Cloverleaf MallReady for OccupancyBrand New unit and Newly turnover1bedroom Inner unit with Balcony in 36th FlrSelling for 3.8M inclusive of Capital Gains Tax ( CGT )Clean TitleOther Expenses will be c/o to Buyer ( DST, Transfer & Notarial )Payment Option: CASH or Bank FinancingAmeneties:Adult...",1,1,30 m2,1,Condo,https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-the-celandine-balingasa-metro-manila-near-lrt-1-balintawak_c9bab7709db2-b9de-c855-9c20-67719ee9,Julius Perrin,,14.654556,120.998024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
"2 Bedroom Condo for sale in The Arton, Loyola Heights, Metro Manila near LRT-2 Katipunan","Php15,500,000.00","(₱ 212,329 / m2)",,"FOR SALE!!!2 Bedroom Unit at The Arton by Rockwell North Tower inQuezon City..- 2 Bedrooms- 2 Bathrooms- Floor Area of 73 square meters- 1 Parking SlotLocated on the 25th floor, fantastic view! Selling Price: Php 15,500,000.-Now ready for occupancy.For viewing of the property, please give 1-2 days advance notice.I will transact only with direct buyers or PRC Licensed registered real estate brokers...",2,2,73 m2,25,Condo,https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-the-arton-loyola-heights-metro-manila-near-lrt-2-katipunan_a6313ffb233a-daf0-76c5-e870-ece5c0c9,Gerald Evangelista,,14.632048,121.07535,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1
"1 Bedroom Condo for sale in The Grand Eastwood Palazzo, Bagumbayan, Metro Manila","Php5,500,000.00","(₱ 96,491 / m2)",,"FOR SALE: Michelangelo Wing, Grand Eastwood Palazzo, Eastwood,Quezon City- 1-Bedroom Corner UnitFloor Area: 57 sqmFloor: 17Bedrooms: 1Bathrooms: 1Legal Status: Clean DocumentsStructural Details:• Corner Unit• With great views on two sides• U-Shaped Kitchen• With Storage Room or Staff QuartersNearby Landmarks:• Meralco Main Ortigas (15 min. drive)• Ortigas Center (20 min. drive)• Ateneo...",1,1,57 m2,17,Condo,https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-the-grand-eastwood-palazzo-bagumbayan-metro-manila_9e5b4aad59b4-c25e-c662-72f9-71038089,Propeller Realty,,14.610131,121.079418,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
"2 Bedroom Condo for sale in Cameron Residences, Mariblo, Metro Manila","Php2,604,096.00","(₱ 39,456 / m2)",,Resort InspiredPet - friendlyPerpetual OwnershipHealthy Buildings,2,1,66 m2,50,Condo,https://www.dotproperty.com.ph/2-bedroom-condo-for-sale-in-cameron-residences-quezon-city-metro-manila_3477554,John Paul Sarte,,14.634214,121.016117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2 Bedroom Condo for sale in The Lattice at Parklinks, Ugong Norte, Metro Manila","Php19,200,000.00","(₱ 208,696 / m2)",,"The Lattice, an Ayala Land ALVEO TowerParklinks’ The Lattice is where urban and natural environments seamlessly interlace for a refreshing living experience at the heart of the metro. With pocket gardens, a stunning lawn, an inviting pool deck, and a wide array of retail choices – all of daily life's conveniences and recreational amenities are right outside your doorstep. You'll have a good dose...",2,2,92 m2,,Condo,https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-the-lattice-at-parklinks-ugong-norte-metro-manila_440b95a350b4-3e70-4f05-226a-4c02b955,Elisa Belen Ronsayro,,14.600088,121.076935,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1
"1 Bedroom Condo for sale in INFINA TOWERS, Marilag, Metro Manila near LRT-2 Anonas","Php4,359,600.00","(₱ 121,100 / m2)",,"INFINA TOWER by DMCI a Resort ThemedCondothat suites everyones lifestyle◾Aurora Blvd.Quezon City.NEARBY ESTABLISHMENTS: ATENEO DE MANILA,CUBAO,GATEWAY MALLvery convenient, accessible to any point of Metro Manila. ◾Lifetime Ownership◾Resort InspiredCondominium◾Pet Friendly◾Free Sample Quotes Upon Request.📞 For details, sample computation, site viewing, and online presentation.Kindly...",1,1,36 m2,,Condo,https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-infina-towers-marilag-metro-manila-near-lrt-2-anonas_957b76f98c33-ec51-1aa2-ad52-81b96089,Annaliza Reyes,,14.628471,121.067842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3 Bedroom Condo for sale in West Triangle, Metro Manila","Php18,434,000.00","(₱ 215,602 / m2)",,"𝗢𝗡𝗘 𝗗𝗘𝗟𝗧𝗔 𝗧𝗘𝗥𝗥𝗔𝗖𝗘𝗦 by DMCI Homes📍 West Ave. corner Quezon Ave.,Quezon City𝗡𝗘𝗔𝗥𝗕𝗬:Fisher Mall, Trinoma, Solaire North, Timog, Ayala Vertis North, MRT Quezon Ave. Station & Eton Centris.𝗧𝗨𝗥𝗡𝗢𝗩𝗘𝗥 𝗗𝗔𝗧𝗘:November 2029𝗔𝗩𝗔𝗜𝗟𝗔𝗕𝗟𝗘 𝗨𝗡𝗜𝗧𝗦:• Studio (29sqm -37sqm)...",3,2,85.5 m2,,Condo,https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-sale-in-west-triangle-metro-manila_f50820652235-d040-1772-e67d-64f96089,Marilou Grace D. Ganapin,,14.6379006,121.0266941,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0
"1 Bedroom Condo for sale in Bagumbayan, Metro Manila","Php4,000,000.00","(₱ 109,589 / m2)",,"Code: CLBNK542For SaleSemi Furnished 1-Bedroom UnitLocation: Brgy. Bagumbayan Eastwood Cyberpark, Quezon cityArea: 36.50 sq. mTotal Contract Price: PhP4M (Includes CGT) Newly renovated! Near Padre Pio church and S&RPlenty of cabinets and storage -17th floor level-Under mortage-Updated Amilyar (RPT)-Monthly Assoc. Dues amount: PhP2.9k-Updated Assoc. Dues-Pets not allowed by admin-Property is facing...",1,1,36.5 m2,17,Condo,https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-bagumbayan-metro-manila_9282b55366f0-5871-2002-e537-f7086089,Realus Realtors,,14.607882,121.0804199,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 Bedroom Condo for sale in Avida Towers Cloverleaf, Balingasa, Metro Manila near LRT-1 Balintawak","Php7,594,000.00","(₱ 210,944 / m2)",,"🍃A Fresh Start to Live BigAvida Towers Cloverleaf is a residentialCondominium development located in Cloverleaf, Ayala Land's masterplanned estate community in Balintawak,Quezon City. WIth several major transportation infrastructures close to the project, moving in and out of northern Metro Manila has never been easier.📍LOCATIONA. Bonifacio Ave., Brgy. Balingasa, Balintawak,Quezon CityLandmarks:Ayala...",1,1,36 m2,,Condo,https://www.dotproperty.com.ph/1-bedroom-condo-for-sale-in-avida-towers-cloverleaf-quezon-city-metro-manila-near-lrt-1-balintawak_9106569,AYALA LAND  INC. - MARIA CABUYAO,,14.654528,121.001528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3 Bedroom Condo for sale in Commonwealth, Metro Manila","Php3,200,000.00","(₱ 53,333 / m2)",,"Satisfying the refined taste of the contemporary family with its relaxed setting and uncompromised aesthetics is Sunny Villas, an exclusive and securedCondominium complex inQuezon City. Here is a place that understands what the typical modern dweller requires of a home in the Metropolis. With the resident’s comfort in mind,  Sunny Villas features well-appointed units that boast of generous floor...",3,2,60 m2,,Condo,https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-sale-in-commonwealth-metro-manila_6b35a74f3df1-01c0-a2e5-9212-be359ad5,Tritzie S. Que,,14.70040933,121.0790376,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
"1 Bedroom Condo for sale in Novaliches Proper, Metro Manila","Php2,700,000.00","(₱ 83,077 / m2)",,"Code: CLBNK639For SaleUnfurnished 1-Bedroomwith 1-Parking Slot and BalconyLocation: Zabarte Rd. Brgy. Kaligayahan, Novaliches,Quezon CityArea: 32.50 sq. mTotal Contract Price: PhP2.7M (Includes CGT)Newly Renovated! -2nd Floor level-No Drying Cage-Clean Title/ fully paid -Updated Amilyar (RPT)-Updated Assoc. Dues-Amount of Monthly Assoc. Dues: PhP1.62k (unit) plus PhP480.00 (1-parking slot)-Are pets...",1,1,32.5 m2,2,Condo,https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-novaliches-proper-metro-manila_0aab7392b98f-765f-0112-6d47-c2096089,Realus Realtors,,14.720093,121.0378102,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1 Bedroom Condo for sale in Bagong Pag-Asa, Metro Manila near MRT-3 Quezon Avenue","Php8,000,000.00","(₱ 237,389 / m2)",,"For Sale: Avida Sola Tower 2, Vertis North Compound, North Avenue cor EDSA, Bagong Pag Asa,Quezon CityFloor Area: 33.70sqmBrand newNewly turned over 1-bedroom unitLocated at a high floor, 20th floorOverlooking Solaire, Ayala Malls and officesReady for occupancyForeign-owned, individual ownershipSelling price Php8million for details, pls callTONIE NG, PRC REB#16210927776----",1,1,33.7 m2,20,Condo,https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-bagong-pag-asa-metro-manila-near-mrt-3-quezon-avenue_b5e611a4b203-b18f-2ed5-926f-0f988f4f,ANTONIETTE NG,,14.6471669,121.0362861,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
"1 Bedroom Condo for sale in The Oriana, Marilag, Metro Manila near LRT-2 Anonas","Php5,440,000.00","(₱ 162,388 / m2)",,"Invest in your future with 𝗧𝗛𝗘 𝗢𝗥𝗜𝗔𝗡𝗔, a prime pre-sellingCondojust a few steps from LRT2 Anonas Station!📍 Aurora Boulevard,Quezon City📍 Beside National College of Business and Arts (NCBA), near LRT2 Anonas Station & Katipunan Ave.𝗧𝗨𝗥𝗡𝗢𝗩𝗘𝗥 𝗗𝗔𝗧𝗘𝗦:North Tower: April 2026South Tower: November 2027𝗣𝗥𝗢𝗠𝗢 𝗧𝗘𝗥𝗠:•...",1,1,33.5 m2,17,Condo,https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-the-oriana-marilag-metro-manila-near-lrt-2-anonas_e56507c64d59-506f-4112-3b96-67847089,Pamela Dennaise Wilkinson,,14.62791,121.068601,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
"3 Bedroom Condo for sale in The Lattice at Parklinks, Ugong Norte, Metro Manila","Php26,000,000.00","(₱ 282,609 / m2)",,"What if you could live, work and play in a single vibrant community that blends the convenience of city life with the tranquility of nature?THE LATTICE AT PARKLINKS 🌳 OFFERING A UNIQUE PARKSIDE CITY LIVING EXPERIENCE WITHIN METRO MANILA'S GREENEST URBAN ESTATE 🌳📍 Parklinks Estate, C-5 Road, Pasig City✅ Turnover date: Q3 2027Few steps away from leisure and wellness✅ Fronting the largest...",3,2,92 m2,,Condo,https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-sale-in-the-lattice-at-parklinks-ugong-norte-metro-manila_359fea19504c-5cf0-9ee2-29cb-f82c7089,Aimee Custodio - New Deal,,14.600088,121.076935,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
"1 Bedroom Condo for sale in Grass Residences, Alicia, Metro Manila near LRT-1 Roosevelt","Php5,000,000.00","(₱ 192,308 / m2)",,"THE GRASS RESIDENCES 1 BEDROOMCondoUNIT RUSH FOR SALELOCATION - Beside SM North Edsa- VIP ACCESS TO THE CITY at SM NORTH EDSA- has become one of the largest lifestyle center of the Philippines.- With an exclusive bridgeway to SM City North Edsa provides its residents access to over 1,100 shops including 800 food establishments for the ultimate retail and diining experienceSelling Price 5.8M neg Semi-FurnishedAMENITIES-Main...",1,1,26 m2,34,Condo,https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-grass-residences-alicia-metro-manila-near-lrt-1-roosevelt_6245ecbabe4b-17cf-cb88-9a60-9c9f3eb3,Tritzie S. Que,,14.660329,121.026017,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"4 Bedroom Condo for sale in Ugong Norte, Metro Manila","Php66,856,106.00","(₱ 337,657 / m2)",,"THE GREENEST URBAN ESTATE IN METRO MANILAA joint venture between Ayala Land and Eton Properties, two of the country's leading property developers, Parklinks is Ayala Land's first master-planned mixed-use development inQuezon Cityand Pasig. Covering 35 hectares, it is envisioned to be the greenest urban estate in Metro Manila and the largest along the prime C-5 corridor.PLACES NEARBY PARKLINKS:Residential...",4,5,198 m2,,Condo,https://www.dotproperty.com.ph/ads/4-bedroom-condo-for-sale-in-ugong-norte-metro-manila_5af0486c214a-3fff-1825-7d6c-ba7a7373,Love D. Trimañez,,14.5985616,121.0818086,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1
"3 Bedroom Condo for sale in Phil-Am, Metro Manila near MRT-3 North Avenue","Php4,000,000.00","(₱ 50,000 / m2)",,Open SpaceComplete AmenitiesResort StylePre-sellingPerpetual OwnershipPet FriendlyBank Financing,3,2,80 m2,12,Condo,https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-sale-in-phil-am-metro-manila-near-mrt-3-north-avenue_00dc330fc1c1-85ee-b522-7f2a-a5156089,John Paul Sarte,,14.6463776,121.0279869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2 Bedroom Condo for sale in West Triangle, Metro Manila","Php12,787,000.00","(₱ 216,729 / m2)",,"𝗢𝗡𝗘 𝗗𝗘𝗟𝗧𝗔 𝗧𝗘𝗥𝗥𝗔𝗖𝗘𝗦 by DMCI Homes📍 West Ave. corner Quezon Ave.,Quezon City𝗡𝗘𝗔𝗥𝗕𝗬:Fisher Mall, Trinoma, Solaire North, Timog, Ayala Vertis North, MRT Quezon Ave. Station & Eton Centris.𝗧𝗨𝗥𝗡𝗢𝗩𝗘𝗥 𝗗𝗔𝗧𝗘:November 2029𝗔𝗩𝗔𝗜𝗟𝗔𝗕𝗟𝗘 𝗨𝗡𝗜𝗧𝗦:• Studio (29sqm -37sqm)...",2,1,59 m2,,Condo,https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-west-triangle-metro-manila_6b47e444c516-d040-1772-bcb4-d5f96089,Marilou Grace D. Ganapin,,14.6379006,121.0266941,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0
"3 Bedroom Condo for sale in Ugong Norte, Metro Manila","Php54,292,786.00","(₱ 341,464 / m2)",,"THE GREENEST URBAN ESTATE IN METRO MANILAA joint venture between Ayala Land and Eton Properties, two of the country's leading property developers, Parklinks is Ayala Land's first master-planned mixed-use development inQuezon Cityand Pasig. Covering 35 hectares, it is envisioned to be the greenest urban estate in Metro Manila and the largest along the prime C-5 corridor.DEVELOPMENT SUMMARY:Location:...",3,3,159 m2,,Condo,https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-sale-in-ugong-norte-metro-manila_0c01d7706364-93e0-e855-fdd1-66e28ca5,Love D. Trimañez,,14.5985616,121.0818086,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"2 Bedroom Condo for sale in MIRA, San Roque, Metro Manila near LRT-2 Anonas","Php16,212,008.00","(₱ 207,846 / m2)",,"🌻𝐌𝐈𝐑𝐀 𝐛𝐲 𝐑𝐋𝐂 𝐑𝐞𝐬𝐢𝐝𝐞𝐧𝐜𝐞𝐬 - 𝐋𝐨𝐜𝐚𝐭𝐞𝐝 at Mirasol Street, 𝐂𝐮𝐛𝐚𝐨, 𝐐𝐮𝐞𝐳𝐨𝐧 𝐂𝐢𝐭𝐲, A few Steps away from Malls and Lrt/Mrt Stations. 🌀Reserve your unit now 🌻🌻🌻 🌻𝐓𝐨𝐰𝐞𝐫 𝟏 (𝐀𝐩𝐫𝐢𝐥 𝟐𝟎𝟐𝟒 𝐋𝐚𝐮𝐧𝐜𝐡𝐞𝐝 - 𝟐𝟎𝟑𝟎...",2,3,78 m2,,Condo,https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-mira-san-roque-metro-manila-near-lrt-2-anonas_a69458a6a810-7e2f-c9d5-5d5d-beb2b1dd,Gizzel Anne Dela Cruz,,14.623167,121.059649,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2 Bedroom Condo for sale in MIRA, San Roque, Metro Manila near LRT-2 Anonas","Php16,200,800.00","(₱ 207,703 / m2)",,📣𝐋𝐨𝐨𝐤𝐢𝐧𝐠 𝐟𝐨𝐫 𝐚 𝐏𝐫𝐞-𝐒𝐞𝐥𝐥𝐢𝐧𝐠 #𝐂𝐨𝐧𝐝𝐨𝐢𝐧𝐐𝐮𝐞𝐳𝐨𝐧𝐂𝐢𝐭𝐲❓🔥𝐌𝐢𝐫𝐚 𝐛𝐲 𝐑𝐋𝐂 𝐑𝐞𝐬𝐢𝐝𝐞𝐧𝐜𝐞𝐬 is the right Investment for you❗ #Condoforsaleinquezoncity #Condoforsaleinqc #Condoforsaleincubao 🌻𝐌𝐈𝐑𝐀 𝐛𝐲 𝐑𝐋𝐂 𝐑𝐞𝐬𝐢𝐝𝐞𝐧𝐜𝐞𝐬...,2,3,78 m2,,Condo,https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-mira-san-roque-metro-manila-near-lrt-2-anonas_f1dbcc726deb-3621-8d85-a128-a2c2f80e,Gizzel Anne Dela Cruz,,14.623167,121.059649,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2 Bedroom Condo for sale in MIRA, San Roque, Metro Manila near LRT-2 Anonas","Php16,202,001.00","(₱ 207,718 / m2)",,📣𝐋𝐨𝐨𝐤𝐢𝐧𝐠 𝐟𝐨𝐫 𝐚 𝐏𝐫𝐞-𝐒𝐞𝐥𝐥𝐢𝐧𝐠 #𝐂𝐨𝐧𝐝𝐨𝐢𝐧𝐐𝐮𝐞𝐳𝐨𝐧𝐂𝐢𝐭𝐲❓🔥𝐌𝐢𝐫𝐚 𝐛𝐲 𝐑𝐋𝐂 𝐑𝐞𝐬𝐢𝐝𝐞𝐧𝐜𝐞𝐬 is the right Investment for you❗ #Condoforsaleinquezoncity #Condoforsaleinqc #Condoforsaleincubao 🌻𝐌𝐈𝐑𝐀 𝐛𝐲 𝐑𝐋𝐂 𝐑𝐞𝐬𝐢𝐝𝐞𝐧𝐜𝐞𝐬...,2,3,78 m2,,Condo,https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-mira-san-roque-metro-manila-near-lrt-2-anonas_6638ee7f654d-88b0-52d5-29bd-5cd07d72,Gizzel Anne Dela Cruz,,14.623167,121.059649,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1 Bedroom Condo for sale in WILL TOWER, Ramon Magsaysay, Metro Manila near LRT-1 Roosevelt","Php7,050,000.00","(₱ 282,000 / m2)",,"Strategic Location Near Business Hubs and Top SchoolsThis 25 sqm studio unit in Wil Tower offers the perfect urban lifestyle. Situated near three major business centers—Quezon Avenue, Timog Avenue, and EDSA—it ensures you're at the heart of the action. Ideal for professionals, students, and investors, this unit provides unparalleled convenience and modern living.Key Features:*25 sqm Studio Unit:...",1,1,25 m2,,Condo,https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-will-tower-ramon-magsaysay-metro-manila-near-lrt-1-roosevelt_b142ff378e83-b271-2662-388d-259a9089,Kent Galigao,,14.660386,121.02271,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1
"3 Bedroom Condo for sale in Bagumbayan, Metro Manila","Php22,600,000.00","(₱ 190,717 / m2)",,"Listing Code: FS-001-Res-0025Property Status: Owner-OccupiedLocation: 51/F, One Eastwood, Tower 2, One Eastwood Avenue, Bagumbayan,Quezon CityDeveloper: MegaworldBedrooms: 3Full Bathrooms: 2Powder Rooms: NoneFloor Area: 118.5 sqmParking Slots: 1No. of Floors in the Unit: FlatBalcony: NoneFurnishing Included: FurnishedMaid's Room: YesMaid's Bathroom: YesPets Allowed: YesCorner Unit: YesMonthly Dues:...",3,2,118.5 m2,51,Condo,https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-sale-in-bagumbayan-metro-manila_06ffac9fb7ca-6dee-e765-62d2-49f30706,Juan Alfredo S. Patag,,14.6084673,121.0798941,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"2 Bedroom Condo for Sale or Rent in Bagumbayan, Metro Manila","Php15,000,000.00","(₱ 176,471 / m2)",,"FOR RENT/SALE: ASPIRE TOWERSCondoMINIUMCalle Industria corner C5, Libis,Quezon CityFloor area: 85sqm2br, maid’s room, 3tb, powder roomFully furnished unit is available for sale or for rent. Fully renovated, located on the 26th floor facing Antipolo with breathtaking views.RENT: P45k/mo inclusive of duesSALE: P15m grossDIRECTPhotos: https://drive.google.com/drive/folders/1JIhFilm8oS_VfDwOuFfAGuPX0q5U8Qjx?usp=sha----...",2,3,85 m2,26,Condo,https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-or-rent-in-bagumbayan-metro-manila_c577771cbd12-4ca0-7bb2-c72e-995d9089,Joey of Abiejoes Realty,,14.60529,121.0838871,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
"2 Bedroom Condo for sale in Santa Cruz, Metro Manila","Php12,587,000.00","(₱ 220,825 / m2)",,DMCI Homes One Delta Terraces For Sale 2Bedroom 57sqm in Q.C.,2,1,57 m2,7,Condo,https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-santa-cruz-metro-manila_2b117b18f805-86c1-aee2-28b5-87267089,Fe Y. Veraces,,14.6372336,121.0260672,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0
"1 Bedroom Condo for sale in Nagkaisang Nayon, Metro Manila","Php3,212,000.00","(₱ 112,623 / m2)",,"🏬 HILL RESIDENCES in Novaliches,Quezon City. 🧭This elevated home gives you access to topnotch amenities and must-visit restaurants, retail zones, and entertainment spots. 📣Reasons to Invest❓✅A home that is close to key destinations✅ Perfect for the family looking for comfort, security and relaxation✅ Top-notch amenities within the development✅ Assured increase in property values✅Best...",1,1,28.52 m2,7,Condo,https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-nagkaisang-nayon-metro-manila_d9b467ccb7c7-9c71-04d2-6e78-e53c8089,The Property Vendor,,14.719623,121.0234757,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1
"Condo for sale in Central, Metro Manila","Php8,934,299.00","(₱ 203,052 / m2)",,Suntrust Capitol Plaza / Ready For OccupancyCondominiumTo Move in Only 5% Downpayment Move InNEARBY ESTABLISHMENTS Establishments / Business CenterQuezon CityHall Land Registration Authority National Irrigation Association Office of the Ombudsman Batasan Hall UP-Ayala TechnohubSCHOOLS University of the Philippines Diliman Ateneo Manila University Miriam College Phil. School of Business Administration...,,1,44 m2,22,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-central-metro-manila_8d3877965ca6-c351-bb88-614d-9438b74a,Franklin Naz,,14.6449341,121.0505594,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
"3 Bedroom Condo for sale in Blue Ridge A, Metro Manila","Php23,800,000.00","(₱ 247,917 / m2)",,"LOWEST PRICE 3BR FOR SALE AT ARTON BY ROCKWELL FOR SALEPROPERTY CODE: DS88-002684 PROJECT: THE ARTON BY ROCKWELL, QUEZON CITYFLOOR/STREET: 25THFLOOR AREA: 96BEDROOMS: 3 BedroomsTOILET AND BATH: 2PARKING: 3Title Status: For Deed of AssignmentBLDG. DESC: - 3 residential towers- 1.9 hectares; 80% of which are dedicated to open spaces- Amenities: Fully equipped gym, 3 pools, co-working space, retail and...",3,3,96 m2,26,Condo,https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-sale-in-blue-ridge-a-metro-manila_e5b875d86fc1-c27f-c552-7b23-69f37089,Xena Elefan,,14.620662,121.0734842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
