title,price,price_per_sqm,location,description,bedrooms,bathrooms,floor_area,floor_number,property_type,listing_url,agent_name,agency_name,latitude,longitude,facility_grill,facility_access_for_the_disabled,facility_security,facility_alarm,facility_built-in_wardrobe,facility_garden,facility_hot_tub,facility_roof_garden,facility_video_cable,facility_cistern,facility_tennis_court,facility_swimming_pool,facility_car_park,facility_sauna,facility_elevator,facility_office,facility_natural_gas,facility_panoramic_view,facility_guardhouse,facility_children's_area,facility_fireplace,facility_cellar,facility_heating,facility_utility_room,facility_library,facility_equipped_kitchen,facility_gym,facility_concierge,facility_terrace,facility_built-in_kitchen,facility_air_conditioning,facility_internet,facility_balcony,facility_electricity,facility_patio,facility_water
"2 Bedroom Condo for sale in San Roque, Metro Manila near LRT-2 Anonas","Php17,400,000.00","(₱ 223,077 / m2)",,"𝐌𝐈𝐑𝐀 𝐛𝐲 𝐑𝐋𝐂 𝐑𝐞𝐬𝐢𝐝𝐞𝐧𝐜𝐞𝐬📍Our Newly Launched Project in Cubao,Quezon City!📣GET ITS LAUCHING PRICE✅No spot down payment✅5% Launch Discount✅Local, OFW & Foreigners are welcome to invest📌RESEVATION FEE & UNIT OFFERS:➡️Only 25k for Studio (11K/Mo) - 26.50sqm➡️Only 40k for 1BR (17k/Mo) - 40.50sqm➡️Only 80k for 2BR (19-30k/Mo)...",2,2,78 m2,36,Condo,https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-san-roque-metro-manila-near-lrt-2-anonas_d15affef9535-c180-9bb2-74ca-711b8089,Francis Pineda Cawit jr.,,14.6231638,121.0596495,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1
"1 Bedroom Condo for sale in Shang Summit, South Triangle, Metro Manila near MRT-3 Kamuning","Php20,420,960.00","(₱ 343,267 / m2)",,"SHANG SUMMIT(Pre-selling ResidentialCondominium) A new icon inQuezon Cityby Shangri-La Properties Inc. Located at 40 Scout Bayoran St., Brgy. South Triangle,Quezon City1103 PhilippinesAt over 250 meters in height, the dual Shang Summit towers will be the Tallest Residential development in the Philippines. Designed by world-renowned architectural firm, P&T Group, Shang Summit features a stunning...",1,1,59.49 m2,56,Condo,https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-shang-summit-south-triangle-metro-manila-near-mrt-3-kamuning_f159770face2-4900-6cc2-56b8-a2fc9089,Rizza Berenguer,,14.636312,121.039374,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1
"Condo for sale in Bagong Pag-Asa, Metro Manila near MRT-3 North Avenue","Php5,100,000.00","(₱ 227,679 / m2)",,"Avida Sola Towers is the Most Affordable with Flexible Payterms yet the Most income Generating and Fast Selling Property inside Vertis North,Quezon City.Vertis North is owned and being developed by Ayala Land, the No.1 trusted Real Estate Developer in the Philippines.Avida Sola Tower is READY FOR OCCUPANCY and can be used for Air BnB for Passive Income, Long term rental or Personal Use.VERTIS NORTH:Ayala...",,1,22.4 m2,18,Condo,https://www.dotproperty.com.ph/condo-for-sale-in-pinyahan-metro-manila-near-mrt-3-north-avenue_9421851,Elisa Belen Ronsayro,,14.65202318,121.0352625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php7,683,701.00","(₱ 256,551 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,29.95 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_89cfee31947e-c0ee-d882-f0f2-344d8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php7,683,701.00","(₱ 256,551 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,29.95 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_141bd7aea2e5-12af-5332-a896-d54d8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php7,683,701.00","(₱ 256,551 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,29.95 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_ec7fd3952b32-23c1-9ee2-57b6-964d8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php7,683,701.00","(₱ 256,551 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,29.95 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_29d5d73830b3-23c1-9ee2-2505-b74d8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php7,683,701.00","(₱ 256,551 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,29.95 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_564cbe991e83-23c1-9ee2-9283-e74d8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php7,683,701.00","(₱ 256,551 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,29.95 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_0eb228b3e304-23c1-9ee2-6f98-074d8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php7,683,701.00","(₱ 256,551 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,29.95 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_41ba7be93734-23c1-9ee2-d8da-474d8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"2 Bedroom Condo for sale in MIRA, San Roque, Metro Manila near LRT-2 Anonas","Php16,200,000.00","(₱ 207,692 / m2)",,"🐶🏢 Calling all Pet-Loving Professionals! MIRA RESIDENCES Tower 2 is Launching! 🐾 Your Furry Friend Will Love It! - Pet-Friendly Living: Enjoy a spacious and modern home where your furry companion is welcome!- Studio, 1BR, 2BR, and Combine Units: Find the perfect space for you and your pet.- 5% Discount: Get a great deal on your dream home!- Prime Location: Near TIP School, Gateway Mall, LRT2,...",2,2,78 m2,8,Condo,https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-mira-san-roque-metro-manila-near-lrt-2-anonas_cb74a5159823-d16e-e442-8904-66c88089,Francis Pineda Cawit jr.,,14.623167,121.059649,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php7,683,701.00","(₱ 256,551 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,29.95 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_fa4499a924d8-7850-3002-2ccb-11ee8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php7,683,701.00","(₱ 256,551 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,29.95 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_9829cb798478-7850-3002-90b4-31ee8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php7,683,701.00","(₱ 256,551 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,29.95 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_37b8330483b9-7850-3002-8227-51ee8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php7,683,701.00","(₱ 256,551 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,29.95 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_ad110c567979-7850-3002-fd4b-81ee8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php7,683,701.00","(₱ 256,551 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,29.95 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_a53f5c5f48a7-d5a1-e662-e183-b76e8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php7,683,701.00","(₱ 256,551 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,29.95 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_fb73b83c2d57-d5a1-e662-5135-d76e8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php7,683,701.00","(₱ 256,551 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,29.95 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_377322da82d8-d5a1-e662-3c97-f76e8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php7,683,701.00","(₱ 256,551 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,29.95 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_0cd692174a78-d5a1-e662-03b5-276e8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php8,500,165.00","(₱ 254,954 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,33.34 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_0e5adf51643d-fc0f-bbb2-9ec7-896e8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php8,500,165.00","(₱ 254,954 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,33.34 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_e2bfee13d5ee-fc0f-bbb2-0f09-aa7e8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php8,500,165.00","(₱ 254,954 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,33.34 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_dc2935d1ba5e-fc0f-bbb2-740a-da7e8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php8,500,165.00","(₱ 254,954 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,33.34 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_4d181c2c036e-3d0f-fdd2-cacb-4a7e8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php8,500,165.00","(₱ 254,954 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,33.34 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_3d653aace609-e16e-8552-1661-9a7e8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php8,500,165.00","(₱ 254,954 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,33.34 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_cb5838cb43b7-8481-5002-1749-6c7e8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php8,500,165.00","(₱ 254,954 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,33.34 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_05bb465fc778-8481-5002-8075-ae7e8089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"3 Bedroom Condo for Sale or Rent in Bagumbayan, Metro Manila","Php199,000.00","(₱ 2,261 / m2)",,‼️ RENT TO OWN 18K MONTHLY UP AND DOWN 2-3 BEDROOM KANA 😱😱FOR AS LOW AS 299K DOWNPAYMENT MO LIPAT AGAD ‼️ 🤯😱😱Yes you heard it right ‼️ ✅ AIRBNB READY✅ CLEAN TITLE✅NO SALARY REQUIREMENTS ✅NO C.I✅NO AGE LIMIT✅💯 % BANK APPROVED ✅0% INTEREST ‼️ 𝙍𝙀𝙉𝙏 𝙏𝙊 𝙊𝙒𝙉 𝙏𝙃𝙍𝙐 𝙋𝘼𝙂-𝙄𝘽𝙄𝙂 𝙁𝙄𝙉𝘼𝙉𝘾𝙄𝙉𝙂...,3,3,88 m2,28,Condo,https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-sale-or-rent-in-bagumbayan-metro-manila_8d6363303536-bb01-b552-0a01-aac98089,Janine Galope,,14.6105509,121.0799139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Condo for sale in Primehomes Capitol Hills, Matandang Balara, Metro Manila","Php8,500,165.00","(₱ 254,954 / m2)",,Property Name: Primehomes Capitol HillsAddress: Capitol Hills Drive corner Zuzuareggui Street Old BalaraQuezon CityTower Name: LASELVA TowersStatus: Ready For OccupancyPromo Term: Rent To Own ( Easy Move In )Payment Term: 5% Spot Down-payment with complete requirements.Buyers Freebies:FREE SAMSUNG APPLIANCES upon MOVE INFREE UPPER KITCHEN CABINETFREE BUILT-IN DOORBELLAmenities and Facilities:Infinity...,,1,33.34 m2,12,Condo,https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_123a92b1b31d-5ff0-9772-a6e2-0ce08089,PRIMEHOMES REAL ESTATE DEVELOPMENT INC.,,14.66556,121.077293,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
