title,location,price,price_per_sqm,url,listing_id,bedrooms,bathrooms,floor_area,land_area,floor,name,latitude,longitude,address,facilities,Access for the disabled,Air conditioning,Alarm,Balcony,Built-in kitchen,Built-in wardrobe,Car park,Children's area,Cistern,Concierge,Electricity,Elevator,Equipped kitchen,Garden,Grill,Guardhouse,Gym,Heating,Hot Tub,Internet,Library,Natural gas,Office,Panoramic view,Patio,Roof garden,Sauna,Security,Swimming pool,Tennis court,Terrace,Utility room,Video cable,Water,Fireplace,Cellar
,"Quezon City, Metro Manila","₱ 125,000,000","(₱ 138,889 / m2)",https://www.dotproperty.com.ph/ads/8-bedroom-house-for-sale-in-matandang-balara-metro-manila_d8fa93aa8d6f-b30e-7505-42fc-d802f8e5,4b1a791c-da75-4942-b96e-a3c1ff60fa1c,8,7,900 m2,560 m2,,"8 Bedroom House for sale in Matandang Balara, Metro Manila",14.6710069,121.0944076,"Capitol Homes, Zurich Avenue, Matandang Balara, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 165,000,000","(₱ 183,333 / m2)",https://www.dotproperty.com.ph/ads/8-bedroom-house-for-sale-in-matandang-balara-metro-manila_7c32f8a4b69c-7bde-5235-b73b-1eb65d37,26c43eb8-e62e-4674-bce2-d03e5f1a76d2,8,7,900 m2,"1,120 m2",,"8 Bedroom House for sale in Matandang Balara, Metro Manila",14.6710069,121.0944076,"Capitol Homes, Zurich Avenue, Matandang Balara, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 35,000,000","(₱ 70,565 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-culiat-metro-manila_25abdb5cd32d-b98e-99c5-c10d-ffe5db86,JRP,4,3,496 m2,350 m2,2,"4 Bedroom House for sale in Culiat, Metro Manila",14.6673529,121.0484988,"Sanville Subdivision, Cenacle Drive, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Electricity', 'Terrace', 'Water', 'Patio', 'Built-in wardrobe', 'Built-in kitchen', 'Office', 'Utility room']",0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,,
,"Quezon City, Metro Manila","₱ 16,000,000","(₱ 80,000 / m2)",https://www.dotproperty.com.ph/6-bedroom-house-for-sale-in-fairview-metro-manila_4191845,608c504e-6a25-4053-aed0-84bf4973222c,6,6,200 m2,400 m2,1,"6 Bedroom House for sale in Fairview, Metro Manila",14.70055113,121.06845886,"59b Consul St, Novaliches, Quezon City, Metro Manila, Philippines","['Security', 'Car park', 'Garden', 'Equipped kitchen', 'Built-in wardrobe', 'Grill', 'Built-in kitchen', 'Cistern']",0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 20,000,000","(₱ 276,817 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-nayong-kanluran-metro-manila_6652c0f5c484-660e-f442-08c7-b0b97089,West Triangle,5,3,72.25 m2,246.48 m2,1,"5 Bedroom House for sale in Nayong Kanluran, Metro Manila",14.63954647,121.02377728,"29 Zamboanga Street, Nayong Kanluran, Quezon City, Metro Manila, National Capital Region, PHL",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 95,000,000","(₱ 190,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-holy-spirit-metro-manila_26cb7ebfbbea-d711-44c5-b588-f59057a9,FSHL-80406,4,4,500 m2,"1,076 m2",,"4 Bedroom House for sale in Holy Spirit, Metro Manila",14.6899408,121.0764262,"BF Homes, Quezon City, Holy Spirit Drive, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Balcony', 'Panoramic view', 'Built-in wardrobe', 'Built-in kitchen']",0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 125,000,000","(₱ 138,889 / m2)",https://www.dotproperty.com.ph/ads/8-bedroom-house-for-sale-in-matandang-balara-metro-manila_d8fa93aa8d6f-b30e-7505-42fc-d802f8e5,4b1a791c-da75-4942-b96e-a3c1ff60fa1c,8,7,900 m2,560 m2,,"8 Bedroom House for sale in Matandang Balara, Metro Manila",14.6710069,121.0944076,"Capitol Homes, Zurich Avenue, Matandang Balara, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 165,000,000","(₱ 183,333 / m2)",https://www.dotproperty.com.ph/ads/8-bedroom-house-for-sale-in-matandang-balara-metro-manila_7c32f8a4b69c-7bde-5235-b73b-1eb65d37,26c43eb8-e62e-4674-bce2-d03e5f1a76d2,8,7,900 m2,"1,120 m2",,"8 Bedroom House for sale in Matandang Balara, Metro Manila",14.6710069,121.0944076,"Capitol Homes, Zurich Avenue, Matandang Balara, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 35,000,000","(₱ 70,565 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-culiat-metro-manila_25abdb5cd32d-b98e-99c5-c10d-ffe5db86,JRP,4,3,496 m2,350 m2,2,"4 Bedroom House for sale in Culiat, Metro Manila",14.6673529,121.0484988,"Sanville Subdivision, Cenacle Drive, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Electricity', 'Terrace', 'Water', 'Patio', 'Built-in wardrobe', 'Built-in kitchen', 'Office', 'Utility room']",0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,,
,"Quezon City, Metro Manila","₱ 16,000,000","(₱ 80,000 / m2)",https://www.dotproperty.com.ph/6-bedroom-house-for-sale-in-fairview-metro-manila_4191845,608c504e-6a25-4053-aed0-84bf4973222c,6,6,200 m2,400 m2,1,"6 Bedroom House for sale in Fairview, Metro Manila",14.70055113,121.06845886,"59b Consul St, Novaliches, Quezon City, Metro Manila, Philippines","['Security', 'Car park', 'Garden', 'Equipped kitchen', 'Built-in wardrobe', 'Grill', 'Built-in kitchen', 'Cistern']",0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 20,000,000","(₱ 276,817 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-nayong-kanluran-metro-manila_6652c0f5c484-660e-f442-08c7-b0b97089,West Triangle,5,3,72.25 m2,246.48 m2,1,"5 Bedroom House for sale in Nayong Kanluran, Metro Manila",14.63954647,121.02377728,"29 Zamboanga Street, Nayong Kanluran, Quezon City, Metro Manila, National Capital Region, PHL",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 95,000,000","(₱ 190,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-holy-spirit-metro-manila_26cb7ebfbbea-d711-44c5-b588-f59057a9,FSHL-80406,4,4,500 m2,"1,076 m2",,"4 Bedroom House for sale in Holy Spirit, Metro Manila",14.6899408,121.0764262,"BF Homes, Quezon City, Holy Spirit Drive, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Balcony', 'Panoramic view', 'Built-in wardrobe', 'Built-in kitchen']",0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 135,000,000","(₱ 266,272 / m2)",https://www.dotproperty.com.ph/5-bedroom-house-for-sale-in-matandang-balara-metro-manila_5175046,Ayalaheights house,5,5,507 m2,,3,"5 Bedroom House for sale in Pansol, Metro Manila",14.663587,121.08056,"M37J+C6 Quezon City, Metro Manila, Philippines","['Swimming pool', 'Air conditioning', 'Car park', 'Garden', ""Children's area"", 'Panoramic view', 'Library', 'Grill', 'Video cable']",0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,,
,"Quezon City, Metro Manila","₱ 250,000,000","(₱ 125,000 / m2)",https://www.dotproperty.com.ph/7-bedroom-house-for-sale-in-loyola-heights-metro-manila_8477777,132-HLFS-LYLH,7,5,"2,000 m2",508 m2,,"7 Bedroom House for sale in Loyola Heights, Metro Manila",14.6406248,121.0765048,"Loyola Heights, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 14,995,000","(₱ 91,433 / m2)",https://www.dotproperty.com.ph/4-bedroom-house-for-sale-in-pasong-tamo-metro-manila_3498124,9fa40e03-db0e-41e8-ac70-7c5f32498ca8,4,3,164 m2,74 m2,4,"4 Bedroom House for sale in Pasong Tamo, Metro Manila",14.676041,121.0437,"218 Narra St, Quezon City, 1810 Metro Manila, Philippines",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 40,000,000","(₱ 100,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-matandang-balara-metro-manila_29ce472cc1dc-9970-e882-df4f-f5507089,0192944a-a5ac-711b-9200-dc8dd725bd07,4,4,400 m2,430 m2,,"4 Bedroom House for sale in Matandang Balara, Metro Manila",14.6682133,121.0804769,"Clouds Lane Alpha Village, Capitol Hills Drive, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Equipped kitchen', 'Built-in wardrobe', 'Built-in kitchen', 'Utility room']",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
,"Quezon City, Metro Manila","₱ 42,400,000","(₱ 86,531 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-holy-spirit-metro-manila_cd5ba75f9069-c7f1-cb88-293f-9113b6c7,3units p42.4M bf homes marj,4,4,490 m2,330 m2,,"4 Bedroom House for sale in Holy Spirit, Metro Manila",14.68230202,121.07939459,"BF Homes, Quezon City, Holy Spirit Drive, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 38,000,000","(₱ 126,667 / m2)",https://www.dotproperty.com.ph/4-bedroom-house-for-sale-in-east-kamias-metro-manila_3276685,UL12,4,4,300 m2,,2,"4 Bedroom House for sale in East Kamias, Metro Manila near LRT-2 Anonas",14.63282933,121.05669302,"90-116 K-7th, East Kamias, Quezon City, Second District NCR, National Capital Region, PHL","['Air conditioning', 'Internet', 'Car park', 'Equipped kitchen', 'Grill', 'Built-in kitchen', 'Natural gas', 'Utility room']",0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,
,"Quezon City, Metro Manila","₱ 60,000,000","(₱ 150,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-fairview-metro-manila_6487500558e7-8c20-3112-830a-65097089,6S-068,4,4,400 m2,300 m2,2,"4 Bedroom House for sale in Fairview, Metro Manila",14.6992403,121.065041,"Fairview, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Car park', 'Balcony', 'Equipped kitchen', 'Electricity', 'Water', 'Patio', 'Built-in wardrobe', 'Built-in kitchen']",0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 31,000,000","(₱ 93,373 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-central-metro-manila_455c82cdea5d-7a5f-7585-d3f4-58b78b75,DS88-002356-2,3,4,332 m2,68 m2,,"3 Bedroom House for sale in Central, Metro Manila",14.6461984,121.0528028,"Diliman, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 40,000,000","(₱ 133,333 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-bagong-silangan-metro-manila_a60569cb0f0b-a46e-6be5-62f9-abd49235,FSHL-80724,4,3,300 m2,346 m2,,"4 Bedroom House for sale in Bagong Silangan, Metro Manila",14.6948107,121.1037268,"Filinvest 2 Subdivision, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Balcony']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 113,500,000",,https://www.dotproperty.com.ph/ads/7-bedroom-house-for-sale-in-loyola-heights-metro-manila_9e0fcd55791c-e701-1d05-aa52-a12021d3,FSTH-80548,7,6,,907 m2,,"7 Bedroom House for sale in Loyola Heights, Metro Manila",14.64137,121.07282,"VARSITY HILLS, B. Gonzales, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Balcony']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 89,000,000","(₱ 197,778 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-loyola-heights-metro-manila-near-lrt-2-katipunan_132aeb4278dc-c4d0-e6a5-88c2-9df4d918,180c5ac0-7d11-4f3b-9c5d-dc1275ebf768,4,2,450 m2,800 m2,,"4 Bedroom House for sale in Loyola Heights, Metro Manila near LRT-2 Katipunan",14.6369863,121.0722067,"Varsity Hills, R Alucto St, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Garden', 'Built-in wardrobe', 'Built-in kitchen']",0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 25,000,000","(₱ 85,324 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-pasong-tamo-metro-manila_02225aeae189-63d1-f1e5-e734-8957b8ed,CODE: 33072,3,3,293 m2,88 m2,3,"3 Bedroom House for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 180,000,000","(₱ 225,000 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-saint-ignatius-metro-manila_2e7de550a8a4-c49f-cba8-9dd5-95570226,37792440-4cc0-1fed-a05d-5f1f944bc2b7,5,8,800 m2,401 m2,4,"5 Bedroom House for sale in Saint Ignatius, Metro Manila",14.61334804,121.07292239,"Fordham Street, Saint Ignatius, Quezon City, Metro Manila, National Capital Region, PHL","['Swimming pool', 'Air conditioning', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Equipped kitchen', 'Water', 'Patio', 'Built-in wardrobe']",0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 295,000,000","(₱ 162,088 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-white-plains-metro-manila_322709accffd-489f-e222-f356-ba357089,ES - WHITE PLAINS,5,5,"1,820 m2",574 m2,,"5 Bedroom House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Security', 'Car park', 'Garden', 'Balcony', 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Roof garden', 'Alarm', 'Built-in wardrobe', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Utility room']",0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,,
,"Quezon City, Metro Manila","₱ 118,000,000","(₱ 98,333 / m2)",https://www.dotproperty.com.ph/ads/11-bedroom-house-for-sale-in-culiat-metro-manila_b7c617e648ce-92f1-7112-e7a3-f39c9089,PURAHOMES,11,11,"1,200 m2",647 m2,,"11 Bedroom House for sale in Culiat, Metro Manila",14.6701147,121.0607418,"Tierra Pura Homes, Tandang Sora Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Terrace', 'Water', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable']",1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,,1.0
,"Quezon City, Metro Manila","₱ 185,000,000","(₱ 123,333 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-pansol-metro-manila_912970fb3a40-6f90-7598-103e-94df864b,e531ac50-b698-1042-90a3-95f6ea920780,5,8,"1,500 m2","1,150 m2",,"5 Bedroom House for sale in Pansol, Metro Manila",14.6544878,121.0862184,"Loyola Grand Villas, Soliven III Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Internet', 'Security', 'Car park', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Panoramic view', 'Library', 'Terrace', 'Water', 'Patio', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Built-in kitchen', 'Hot Tub', 'Office', 'Utility room', 'Cistern']",1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,,1.0
,"Quezon City, Metro Manila","₱ 34,000,000","(₱ 93,407 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-teachers-village-east-metro-manila_65d5c996876f-0200-bb88-689e-9b147a7a,f2f258e0-b013-11ee-9979-a321300d4c43,5,5,364 m2,113 m2,,"5 Bedroom House for sale in Teachers Village East, Metro Manila",14.6436998,121.0600253,"Teacher village, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', 'Electricity', 'Panoramic view', 'Water', 'Built-in wardrobe', 'Cellar', 'Grill', 'Guardhouse', 'Built-in kitchen']",0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,,1.0
,"Quezon City, Metro Manila","₱ 34,000,000","(₱ 93,407 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-teachers-village-east-metro-manila_6a50f8753d40-443e-bb88-3521-9392beed,cbbe7060-8746-11ee-b655-95c6421a94f3,5,5,364 m2,113 m2,,"5 Bedroom House for sale in Teachers Village East, Metro Manila",14.6436998,121.0600253,"Teachers Village East, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', 'Electricity', 'Panoramic view', 'Terrace', 'Water', 'Built-in wardrobe', 'Cellar', 'Guardhouse', 'Built-in kitchen']",0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,,1.0
,"Quezon City, Metro Manila","₱ 110,000,000","(₱ 206,767 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-pansol-metro-manila_305b81efad64-eb11-90b5-3439-727b5606,DS882667,4,4,532 m2,432 m2,,"4 Bedroom House for sale in Pansol, Metro Manila",14.6657894,121.0850216,"Ayala Heights, Ayala Heights Drive, Matandang Balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 78,000,000","(₱ 82,452 / m2)",https://www.dotproperty.com.ph/4-bedroom-house-for-sale-in-bagong-silangan-metro-manila_9231155,FSHL-80250,4,4,946 m2,344 m2,3,"4 Bedroom House for sale in Bagong Silangan, Metro Manila",14.6948107,121.1037268,"Filinvest 2 Subdivision, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Security', 'Car park', 'Garden', 'Balcony', 'Built-in wardrobe', 'Built-in kitchen']",0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 52,000,000","(₱ 86,667 / m2)",https://www.dotproperty.com.ph/ads/8-bedroom-house-for-sale-in-commonwealth-metro-manila_139fe53ed76a-bebf-1ea8-21dc-9e50aa73,62ff94b0-dc87-1fb8-aebe-f32cb64ba068,8,6,600 m2,420 m2,2,"8 Bedroom House for sale in Commonwealth, Metro Manila",14.70585793,121.08214349,"Dona Carmen Avenue, Commonwealth, Quezon City, Metro Manila, National Capital Region, PHL","['Car park', 'Built-in wardrobe', 'Built-in kitchen']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 31,000,000","(₱ 93,373 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-teachers-village-west-metro-manila_d511c62fdf40-8ef1-f485-44ad-a583d71b,DS88-002356,3,4,332 m2,69 m2,,"3 Bedroom House for sale in Teachers Village West, Metro Manila",14.6443331,121.0557259,"Teachers Village West, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 31,000,000","(₱ 93,373 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-teachers-village-west-metro-manila_7b3482db9c6a-eb21-75a5-b0f7-7f462c2e,DS88-002358,3,4,332 m2,68.5 m2,,"3 Bedroom House for sale in Teachers Village West, Metro Manila",14.6443331,121.0557259,"Teachers Village West, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 39,800,000","(₱ 89,842 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-bagong-silangan-metro-manila_a1b0958fd750-112f-2dc5-844e-4337e671,DS88-000832,4,5,443 m2,267 m2,,"4 Bedroom House for sale in Bagong Silangan, Metro Manila",14.6948107,121.1037268,"Filinvest 2 Subdivision, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 135,000,000","(₱ 111,570 / m2)",https://www.dotproperty.com.ph/8-bedroom-house-for-sale-in-apolonio-samson-metro-manila-near-lrt-1-roosevelt_7206172,RESIDOT001491,8,9,"1,210 m2",,2,"8 Bedroom House for sale in Apolonio Samson, Metro Manila near LRT-1 Roosevelt",14.655271,121.014932,"86 Lorraine, Balintawak, Quezon City, 1106 Metro Manila, Philippines","['Swimming pool', 'Security', 'Car park', 'Garden']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 35,000,000","(₱ 93,333 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-greater-lagro-metro-manila_d198cb111790-a4af-b222-9e7c-95bf8089,DS88-003069,4,3,375 m2,300 m2,,"4 Bedroom House for sale in Greater Lagro, Metro Manila",14.733506,121.0635763,"Villa Vienna 1A Subdivision, Quirino Highway, Novaliches, Quezon City, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Car park', 'Terrace', 'Heating']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,
,"Quezon City, Metro Manila","₱ 250,000,000","(₱ 333,333 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-ugong-norte-metro-manila_ec7775c7df9b-84b1-4662-88f8-d6347089,PD-QC-R23-003,5,5,750 m2,414 m2,,"5 Bedroom House for sale in Ugong Norte, Metro Manila",14.600625,121.0718143,"Greenmeadows Gate, Sparrow St, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Balcony', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 90,000,000","(₱ 191,898 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-don-antonio-commonwealth-quezon-city-north-fairview-metro-manila_d3d0ba3b3816-c3e1-6ee2-ebaa-93fb8089,0191ea60-ffeb-7bb3-8b6d-3816e6fe9c6c,4,4,469 m2,311 m2,,Don Antonio Commonwealth Quezon City,14.705966,121.064927,"Don Antonio Heights, Commonwealth, Quezon City, Qu","['Swimming pool', 'Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', 'Electricity', 'Terrace', 'Alarm', 'Built-in wardrobe', 'Guardhouse', 'Built-in kitchen', 'Utility room']",0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,,
