title,location,price,price_per_sqm,url,listing_id,bedrooms,bathrooms,floor_area,land_area,floor,name,latitude,longitude,address,facilities,Access for the disabled,Air conditioning,Alarm,Balcony,Built-in kitchen,Built-in wardrobe,Car park,Children's area,Cistern,Concierge,Electricity,Elevator,Equipped kitchen,Garden,Grill,Guardhouse,Gym,Heating,Hot Tub,Internet,Library,Natural gas,Office,Panoramic view,Patio,Roof garden,Sauna,Security,Swimming pool,Tennis court,Terrace,Utility room,Video cable,Water,Fireplace,Cellar
,"Quezon City, Metro Manila","₱ 50,000,000","(₱ 119,048 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-greater-lagro-metro-manila_ba7086f969d9-a621-6525-034a-0044e99a,MAD814,5,,420 m2,300 m2,,"5 Bedroom House for sale in Greater Lagro, Metro Manila",14.7265274,121.0582101,"Casa Milan Gate 2, Mindanao Avenue, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 45,000,000",,https://www.dotproperty.com.ph/ads/house-for-sale-in-sikatuna-village-metro-manila_029e6ba258c2-547f-2e35-fad6-b9170d51,SIKATUNA,,,,433 m2,,"House for sale in Sikatuna Village, Metro Manila",14.636902,121.0578756,"Sikatuna Village, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 88,000,000","(₱ 138,801 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-matandang-balara-metro-manila_8ae06fc75fd1-238e-eff2-526a-29566089,nc2112,,,634 m2,400 m2,,"House for sale in Matandang Balara, Metro Manila",14.6717303,121.0926462,"Capitol Homes, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 100,000,000","(₱ 250,000 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-phil-am-metro-manila-near-mrt-3-north-avenue_ca2a5844ffaf-4b31-5405-e877-e8526667,2333741b-221b-4954-86e5-afaa5514f7fd,,,400 m2,700 m2,,"House for sale in Phil-Am, Metro Manila near MRT-3 North Avenue",14.6463776,121.0279869,"West Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 82,000,000",,https://www.dotproperty.com.ph/ads/8-bedroom-house-for-sale-in-immaculate-concepcion-metro-manila-near-lrt-2-betty-go-belmonte_e90856592123-279e-0332-e42f-a1656089,0193438f-a75b-7669-b027-67870434190b,8,,,820 m2,,"8 Bedroom House for sale in Immaculate Concepcion, Metro Manila near LRT-2 Betty Go-Belmonte",14.621443,121.0442602,"Immaculate Concepcion, Quezon City, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 120,000,000","(₱ 396,040 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-lourdes-metro-manila_408c0d6eab2f-5f4e-5662-edd2-9c048089,019159d0-7ccb-7334-b5a4-a7efb3c9d195,4,,303 m2,600 m2,,"4 Bedroom House for sale in Lourdes, Metro Manila",14.629808,121.000537,"Sta. Mesa Heights, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 175,000,000","(₱ 350,000 / m2)",https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-pansol-metro-manila_669fa0d84eda-939f-c992-5624-ee708089,019192bb-5734-700d-a060-fcb51c9fa033,6,,500 m2,650 m2,,"6 Bedroom House for sale in Pansol, Metro Manila",14.6659182,121.0865889,"Ayala Heights Drive, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 42,800,000","(₱ 97,941 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-bagong-silangan-metro-manila_4525366c9424-92d1-bb88-148d-91f40ba5,4fe95a80-c158-11ee-8c70-5750d3364745,,,437 m2,526 m2,,"House for sale in Bagong Silangan, Metro Manila",14.6948107,121.1037268,"Filinvest 2 Subdivision, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', 'Electricity', 'Panoramic view', 'Roof garden', 'Terrace', 'Patio', 'Built-in wardrobe', 'Cellar', 'Guardhouse', 'Built-in kitchen', 'Utility room']",0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,,1.0
,"Quezon City, Metro Manila","₱ 29,000,000",,https://www.dotproperty.com.ph/ads/house-for-sale-in-culiat-metro-manila_ad036fd97e85-338e-eff2-8dbd-02666089,nc2046,,,,223 m2,,"House for sale in Culiat, Metro Manila",14.6730749,121.0571567,"Tierra Evelina Homes, Congressional Avenue, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 165,000,000","(₱ 366,667 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-pansol-metro-manila_4f044375e7b9-be21-f552-da3c-68736089,nc2545,,,450 m2,496 m2,,"House for sale in Pansol, Metro Manila",14.664887,121.0825023,"2 Ayala Heights Drive, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 178,000,000","(₱ 217,073 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-pansol-metro-manila_1b2813d52ecc-ce21-f552-f0ed-d9736089,nc2539,,,820 m2,480 m2,,"House for sale in Pansol, Metro Manila",14.6655248,121.0893936,"Tirad Pass, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 74,000,000","(₱ 204,380 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-pasong-tamo-metro-manila_bb629cb764d0-5efe-9332-c2b1-b8156089,nc2290,,,362.07 m2,558 m2,,"House for sale in Pasong Tamo, Metro Manila",14.6746752,121.0590176,"Mira-Nila Homes, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 124,800,000",,https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-west-triangle-metro-manila-near-mrt-3-quezon-avenue_b6b3d948261f-8d60-3662-7656-8a947089,019250f1-3432-7336-93c1-a837150c6e3e,5,3,,,520,"5 Bedroom House for sale in West Triangle, Metro Manila near MRT-3 Quezon Avenue",14.6446623,121.0301785,"Barangay West Triangle, Daily Mirror, Quezon City, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 295,000,000",,https://www.dotproperty.com.ph/ads/house-for-sale-in-white-plains-metro-manila_d44b6bd4e672-d8ce-e222-97cb-bed56089,01934cbe-ed20-777b-bd1c-723b5ce3e55c,,,,,,"House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Terrace', 'Built-in wardrobe', 'Access for the disabled', 'Utility room']",1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,,
,"Quezon City, Metro Manila","₱ 75,000",(₱ 682 / m2),https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-horseshoe-metro-manila-near-lrt-2-betty-go-belmonte_2845d1281293-3b91-2112-39c1-f7496089,0193052a-8d06-7887-80e6-6078178c4517,3,,110 m2,587 m2,,"3 Bedroom House for sale in Horseshoe, Metro Manila near LRT-2 Betty Go-Belmonte",14.6109802,121.0436062,"Horseshoe Village, Sunset Dr, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 145,000,000","(₱ 232,186 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-west-triangle-metro-manila-near-mrt-3-quezon-avenue_d965f1d93241-f7fe-d442-7d0f-78277089,QC_FSRSDL_COR790,,,624.5 m2,790 m2,,"House for sale in West Triangle, Metro Manila near MRT-3 Quezon Avenue",14.6432868,121.0320766,"West Triangle, QC, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Library', 'Terrace', 'Water', 'Heating', 'Alarm', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Office', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,,1.0
,"Quezon City, Metro Manila","₱ 295,000,000",,https://www.dotproperty.com.ph/ads/house-for-sale-in-white-plains-metro-manila_5d5ed1f64c15-0e8e-4ee2-b105-46b76089,nc1984,,,,574 m2,,"House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 125,000,000","(₱ 156,250 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-batasan-hills-metro-manila_f7c200d0aafc-4efe-9332-a7ae-50156089,nc2334,,,800 m2,368 m2,,"House for sale in Batasan Hills, Metro Manila",14.6752048,121.0927493,"Tivoli Royale, Yakal Street, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 100,000,000","(₱ 250,000 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-phil-am-metro-manila-near-mrt-3-north-avenue_8d12f0a5a509-773f-28e5-7c8e-1e3437b5,4e2656b8-b1d2-4b17-a622-094f4f9a78c1,,,400 m2,700 m2,,"House for sale in Phil-Am, Metro Manila near MRT-3 North Avenue",14.6463776,121.0279869,"West Avenue, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 28,000,000",,https://www.dotproperty.com.ph/ads/house-for-sale-or-rent-in-east-kamias-metro-manila_8ec2f5fa6d2e-2061-7b95-3c46-0ffcb647,DS88-002784,,,,300 m2,,"House for Sale or Rent in East Kamias, Metro Manila",14.6318118,121.0547824,"East Kamias, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Electricity', 'Water']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 47,000,000",,https://www.dotproperty.com.ph/ads/house-for-sale-in-bahay-toro-metro-manila_ea3aa7a404fe-6c3e-0cc2-f0fb-874b8089,0191e521-ea9a-7dd9-b6d3-ba595f2ff6fb,,,,408 m2,,"House for sale in Bahay Toro, Metro Manila",14.6651229,121.0290542,"Congressional Village III, Congressional Avenue, Project 8, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 125,000,000","(₱ 543,478 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-pansol-metro-manila_72f2b429af9f-9811-8ee2-9c25-f04c8089,0191d59a-47d0-7bb1-8810-a0af075e7a72,,,230 m2,520 m2,,"House for sale in Pansol, Metro Manila",14.6659182,121.0865889,"Ayala Heights Drive, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 200,000,000","(₱ 277,805 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-pansol-metro-manila_d67cb976eb75-599e-dee2-4a92-05236089,nc2608,,,719.93 m2,"1,606.66 m2",,"House for sale in Pansol, Metro Manila",14.6489447,121.0839062,"La Vista Subdivision, Badjao Street, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 25,000,000",,https://www.dotproperty.com.ph/ads/house-for-sale-in-batasan-hills-metro-manila_71538e8e7a9d-f3f1-d992-96dd-ee1b9089,0190e8bb-cc30-700c-8a6a-c0f2b1b16482,,,,300 m2,,"House for sale in Batasan Hills, Metro Manila",14.6843724,121.0909537,"Filinvest 1 Road, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 120,000,000","(₱ 120,000 / m2)",https://www.dotproperty.com.ph/house-for-sale-in-apolonio-samson-metro-manila-near-lrt-1-roosevelt_4851435,PHRESIWEB000365,,,"1,000 m2",,,"House for sale in Apolonio Samson, Metro Manila near LRT-1 Roosevelt",14.655271,121.014932,"86 Lorraine, Balintawak, Quezon City, 1106 Metro Manila, Philippines","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', ""Children's area"", 'Panoramic view', 'Library', 'Grill']",0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 185,000,000",,https://www.dotproperty.com.ph/ads/house-for-sale-in-white-plains-metro-manila_4b91bc017fb4-0e8e-4ee2-564e-16b76089,nc1986,,,,406 m2,,"House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 145,000,000",,https://www.dotproperty.com.ph/ads/house-for-sale-in-west-triangle-metro-manila-near-mrt-3-quezon-avenue_28b77c54dcef-e85e-5112-ad82-d4197089,0192085c-71cf-7884-b41b-abdc54d22e17,,,,624.5 m2,,"House for sale in West Triangle, Metro Manila near MRT-3 Quezon Avenue",14.6432868,121.0320766,"West Triangle, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Security', 'Car park', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Water', 'Built-in wardrobe', 'Grill', 'Built-in kitchen', 'Hot Tub', 'Utility room']",0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,,
,"Quezon City, Metro Manila","₱ 118,000,000","(₱ 210,714 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-pansol-metro-manila_18428050fc3a-ce21-f552-ea33-98736089,nc2542,,,560 m2,432 m2,,"House for sale in Pansol, Metro Manila",14.666937,121.0930872,"Vicente Lim, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 325,000,000","(₱ 295,455 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-pansol-metro-manila_5f2cb081553b-ce21-f552-cd7a-c9736089,nc2540,,,"1,100 m2",750 m2,,"House for sale in Pansol, Metro Manila",14.6659182,121.0865889,"Ayala Heights Drive, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 28,000,000","(₱ 80,000 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-holy-spirit-metro-manila_fc1388ea1f2e-00ce-9ff2-a2c4-f0c56089,nc2401,,,350 m2,215 m2,,"House for sale in Holy Spirit, Metro Manila",14.6768357,121.0766279,"Don Antonio Heights, Don Primitivo, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 30,000,000","(₱ 107,143 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-pasong-tamo-metro-manila_331d1140e220-00ce-9ff2-e56e-f1c56089,nc2397,,,280 m2,268 m2,,"House for sale in Pasong Tamo, Metro Manila",14.6850282,121.062495,"FERNDALE HOMES, Ferndale South, North, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 135,000,000","(₱ 300,000 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-pansol-metro-manila_79cf2663f5c7-be21-f552-3d01-a8736089,nc2549,,,450 m2,548 m2,,"House for sale in Pansol, Metro Manila",14.6566871,121.0825751,"Corregidor St. Ayala Heights Phase 4, Ayala Heights Dr, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 30,000,000","(₱ 75,000 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-socorro-metro-manila-near-lrt-2-araneta-center-cubao_ac5ae7ab3f9b-4efe-9332-3a05-20156089,nc2335,,,400 m2,135 m2,,"House for sale in Socorro, Metro Manila near LRT-2 Araneta Center-Cubao",14.6192831,121.0577149,"Cubao, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 40,000,000","(₱ 86,207 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-pasong-putik-proper-metro-manila_e2448bfe13a5-338e-eff2-d40d-d2666089,nc2048,,,464 m2,300 m2,,"House for sale in Pasong Putik Proper, Metro Manila",14.7257395,121.052143,"Brittany Neopolitan Subdivision, Mindanao Avenue, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 75,000,000","(₱ 62,500 / m2)",https://www.dotproperty.com.ph/house-for-sale-in-apolonio-samson-metro-manila-near-lrt-1-roosevelt_4851302,PHRESIWEB000360,,,"1,200 m2",,,"House for sale in Apolonio Samson, Metro Manila near LRT-1 Roosevelt",14.655271,121.014932,"86 Lorraine, Balintawak, Quezon City, 1106 Metro Manila, Philippines",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 26,000,000","(₱ 72,222 / m2)",https://www.dotproperty.com.ph/house-for-sale-in-apolonio-samson-metro-manila-near-lrt-1-roosevelt_4851362,PHRESIWEB000362,,,360 m2,,,"House for sale in Apolonio Samson, Metro Manila near LRT-1 Roosevelt",14.655271,121.014932,"86 Lorraine, Balintawak, Quezon City, 1106 Metro Manila, Philippines",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 58,000,000","(₱ 113,725 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-bahay-toro-metro-manila_b739feebeb27-499e-dee2-5b49-50236089,nc2637,,,510 m2,510 m2,,"House for sale in Bahay Toro, Metro Manila",14.671065,121.0425159,"Carmel 2 Subdivision, Martin, Project 8, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 21,000,000",,https://www.dotproperty.com.ph/ads/house-for-sale-in-teachers-village-west-metro-manila_27b71ea51835-4e70-0275-21e1-4ef9b41a,FSHL-80750,,,,298.5 m2,,"House for sale in Teachers Village West, Metro Manila",14.6443331,121.0557259,"Teachers Village West, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 145,000",(₱ 480 / m2),https://www.dotproperty.com.ph/house-for-sale-in-pansol-metro-manila_9383447,FSHL-80272,,,302 m2,"1,268 m2",2,"House for sale in Pansol, Metro Manila",14.647948,121.0793795,"La Vista Subdivision Homeowners Association, Ifugao Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Security', 'Car park', 'Balcony', 'Built-in kitchen']",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 80,000,000",,https://www.dotproperty.com.ph/ads/house-for-sale-in-mariana-metro-manila-near-lrt-2-gilmore_62cd9caf830c-f7f1-8ba5-683b-376caafa,PS - New Manila lot,,,,880 m2,,"House for sale in Mariana, Metro Manila near LRT-2 Gilmore",14.6163297,121.0306432,"New Manila, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 30,870,000",,https://www.dotproperty.com.ph/house-for-sale-in-central-metro-manila_9099305,504f61e3-0107-4faa-979e-40a5e7a28993,,,,411.6 m2,,"House for sale in Central, Metro Manila",14.6428647,121.0513556,"Marunong, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 110,000,000","(₱ 210,325 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-batasan-hills-metro-manila_5fc85f7d1c34-b92f-c442-ed6e-27146089,nc2521,,,523 m2,300 m2,,"House for sale in Batasan Hills, Metro Manila",14.6772692,121.0925275,"Tivoli Royale Country Club, Inc., Yakal Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 88,000,000","(₱ 138,801 / m2)",https://www.dotproperty.com.ph/ads/house-for-sale-in-matandang-balara-metro-manila_a63252c4f16c-599e-dee2-7487-91236089,nc2627,,,634 m2,400 m2,,"House for sale in Matandang Balara, Metro Manila",14.6710069,121.0944076,"Capitol Homes, Zurich Avenue, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 75,000,000",,https://www.dotproperty.com.ph/ads/house-for-sale-in-bahay-toro-metro-manila-near-lrt-1-roosevelt_38c88f9401f1-f820-eda5-3966-bf1f00cb,ed99a8ae-3306-4fcb-971a-8a8950a11d16,,,,831 m2,,"House for sale in Bahay Toro, Metro Manila near LRT-1 Roosevelt",14.6651645,121.0219734,"Shorthorn Street, Bago Bantay, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 14,200,000","(₱ 130,156 / m2)",https://www.dotproperty.com.ph/house-for-sale-in-west-triangle-metro-manila-near-mrt-3-quezon-avenue_6009202,RESIDOT001115,,,109.1 m2,,,"House for sale in West Triangle, Metro Manila near MRT-3 Quezon Avenue",14.641646,121.028491,"19-C Daily Bulletin St, Quezon City, 1104 Metro Manila, Philippines","['Air conditioning', 'Security', 'Car park', 'Garden', 'Grill']",0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 364,332,500",,https://www.dotproperty.com.ph/ads/house-for-sale-in-ugong-norte-metro-manila_646649b336f7-b92f-c442-8b3a-09146089,nc2516,,,,605 m2,,"House for sale in Ugong Norte, Metro Manila",14.5947348,121.0653993,"Corinthian Gardens Park, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",New,,https://www.dotproperty.com.ph/ads/house-for-sale-in-apolonio-samson-metro-manila-near-lrt-1-balintawak_3ddb63000278-af9e-1aa2-6300-11f26089,01937a88-9963-7ff8-b0af-12799963ecc6,,,119.2 m2,366 m2,,"House for sale in Apolonio Samson, Metro Manila near LRT-1 Balintawak",14.6559309,121.0077058,"Apolonio Samson, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
