title,location,price,price_per_sqm,url,listing_id,bedrooms,bathrooms,floor_area,floor,name,latitude,longitude,address,facilities,Internet,Car park,Balcony,Electricity,Panoramic view,Terrace,Water,Cistern,Air conditioning,Security,Built-in kitchen,Equipped kitchen,Utility room,Video cable,Access for the disabled,Alarm,Built-in wardrobe,Elevator,Swimming pool,Gym,Garden,Children's area,Concierge,Library,Tennis court,Sauna,Roof garden,Patio,Heating,Fireplace,Cellar,Grill,Guardhouse,Hot Tub,Natural gas,Office
,"Quezon City, Metro Manila","₱ 22,000,000","(₱ 81,481 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-quezon-city-metro-manila_7919516,48fccd3a-8970-476d-ac0e-314becf3b8f0,,4,270 m2,3,"Apartment for sale in Teachers Village East, Metro Manila",14.6465858,121.0585594,"Maginhawa, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 9,500,000","(₱ 52,778 / m2)",https://www.dotproperty.com.ph/5-bedroom-apartment-for-sale-in-tandang-sora-metro-manila_7919513,3d4f12d9-d138-489f-a513-2dd057775936,5,4,180 m2,3,"5 Bedroom Apartment for sale in Tandang Sora, Metro Manila",14.6819218,121.0421102,"Tandang Sora, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 8,500,000","(₱ 62,963 / m2)",https://www.dotproperty.com.ph/4-bedroom-apartment-for-sale-in-bahay-toro-metro-manila_7815282,ae93992f-1c71-4134-8a3a-1eee3805e450,4,3,135 m2,3,"4 Bedroom Apartment for sale in Bahay Toro, Metro Manila",14.669961,121.0429032,"VISAYAS AVENUE MEDICAL CENTER, Project 8, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Built-in wardrobe']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 7,369,852","(₱ 188,971 / m2)",https://www.dotproperty.com.ph/2-bedroom-apartment-for-sale-in-suntrust-asmara-quezon-city-metro-manila_7696422,f5f7f9c9-a668-421b-948c-f78f0773d9cd,2,1,39 m2,12,Suntrust Asmara,14.621134,121.022808,"Suntrust Asmara, New Manila, Quezon City, Metro Ma","['Swimming pool', 'Gym', 'Security', 'Car park', 'Balcony', ""Children's area"", 'Elevator', 'Video cable']",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,1.0,,1.0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 12,900,000",,https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-bahay-toro-metro-manila_7919576,d5951929-206e-47ed-8fb4-6512b4e5c795,3,3,,3,"3 Bedroom Apartment for sale in Bahay Toro, Metro Manila",14.6658987,121.0314875,"Congressional Avenue, Project 8, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 30,000,000","(₱ 100,000 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-apartment-for-sale-in-claro-metro-manila-near-lrt-2-anonas_8aed951e65a6-ac1e-cb88-480f-96bc3303,apartmentmitzi,5,5,300 m2,,"5 Bedroom Apartment for sale in Claro, Metro Manila near LRT-2 Anonas",14.63233991,121.06624389,"115 Aguho, Project 3, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Balcony', 'Roof garden', 'Water', 'Cellar', 'Built-in kitchen']",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,1.0,,,,1.0,,,,,
,"Quezon City, Metro Manila","₱ 7,654,110","(₱ 144,417 / m2)",https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-suntrust-asmara-quezon-city-metro-manila_5073996,867a10fc-47b6-479b-8b1d-9df51a2a34a6,3,2,53 m2,8,Suntrust Asmara,14.621134,121.022808,"Suntrust Asmara, New Manila, Quezon City, Metro Ma","['Swimming pool', 'Gym', 'Security', 'Elevator']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 6,479,331","(₱ 140,855 / m2)",https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-suntrust-amadea-paligsahan-metro-manila_7787308,f99803f4-49ce-4ed6-9b40-24b117761e30,3,2,46 m2,9,SUNTRUST AMADEA,14.632222,121.019609,Quezon Ave.,"['Swimming pool', 'Gym', 'Security', 'Elevator']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 7,865,510","(₱ 145,658 / m2)",https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-suntrust-shanata-novaliches-proper-metro-manila_5068856,60c260c0-0d0b-4736-b4bc-c2e7ce9c02d9,3,2,54 m2,3,Suntrust Shanata,14.681735,121.020001,"Suntrust Shanata Condominium, Novaliches, Quezon C","['Swimming pool', 'Security', 'Garden', 'Balcony', ""Children's area"", 'Elevator', 'Terrace', 'Alarm']",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1.0,,1.0,1.0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 7,361,000","(₱ 141,558 / m2)",https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-suntrust-shanata-novaliches-proper-metro-manila_7807384,4b1f11ca-44a6-4c90-8e06-b339b67b079c,3,2,52 m2,2,Suntrust Shanata,14.681735,121.020001,"Suntrust Shanata Condominium, Novaliches, Quezon C","['Swimming pool', 'Gym', 'Security', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Elevator']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 32,000,000","(₱ 88,889 / m2)",https://www.dotproperty.com.ph/ads/8-bedroom-apartment-for-sale-in-kamuning-metro-manila-near-mrt-3-kamuning_97d82fcb95f2-563f-7665-f0e9-0c1c6d84,code: 32507,8,6,360 m2,2,"8 Bedroom Apartment for sale in Kamuning, Metro Manila near MRT-3 Kamuning",14.6274602,121.0385269,"Kamuning, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 7,853,310","(₱ 145,432 / m2)",https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-suntrust-shanata-novaliches-proper-metro-manila_5104353,cfa2ee08-c51c-4449-896e-69de0b418f27,3,2,54 m2,3,Suntrust Shanata,14.681735,121.020001,"Suntrust Shanata Condominium, Novaliches, Quezon C","['Swimming pool', 'Gym', 'Security', 'Garden', 'Balcony', 'Elevator']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 42,000,000","(₱ 97,674 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-apartment-for-sale-in-pasong-tamo-metro-manila_c67ecb0d64af-0fff-9415-8c12-4a01bd15,TG-MV001,4,4,430 m2,,"4 Bedroom Apartment for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas","['Car park', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 67,415,200","(₱ 102,924 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-pasong-tamo-metro-manila_6803119,78fe582b-5f7e-48ef-b384-3ad4ca67924e,,2,655 m2,2,"Apartment for sale in Pasong Tamo, Metro Manila",14.676041,121.0437,"218 Narra St, Quezon City, 1810 Metro Manila, Philippines",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 30,000,000","(₱ 67,114 / m2)",https://www.dotproperty.com.ph/land-for-sale-in-holy-spirit-metro-manila_8637492,6 unit apartments,2,2,447 m2,2,"2 Bedroom Apartment for sale in Teachers Village East, Metro Manila",14.6436998,121.0600253,"Teachers Village East, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,805,443","(₱ 146,363 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-asmara-quezon-city-metro-manila_8088414,9ecfbef0-8338-4220-994f-d56f6bf6997c,,1,26 m2,9,Suntrust Asmara,14.621134,121.022808,"Suntrust Asmara, New Manila, Quezon City, Metro Ma","['Swimming pool', 'Gym', 'Security', 'Car park', 'Balcony', ""Children's area"", 'Elevator', 'Video cable']",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,1.0,,1.0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,865,411","(₱ 148,670 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-asmara-quezon-city-metro-manila_7787278,667949c0-b1d1-4a2c-9615-bda1f8dd4231,,1,26 m2,15,Suntrust Asmara,14.621134,121.022808,"Suntrust Asmara, New Manila, Quezon City, Metro Ma","['Gym', 'Security', 'Garden', 'Balcony', ""Children's area"", 'Elevator']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,1.0,1.0,1.0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,805,441","(₱ 146,363 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-asmara-quezon-city-metro-manila_7723541,ead52011-b0c3-4d11-b54c-3a78f46e5d98,,1,26 m2,12,Suntrust Asmara,14.621134,121.022808,"Suntrust Asmara, New Manila, Quezon City, Metro Ma","['Swimming pool', 'Gym', 'Security', 'Car park', 'Balcony', ""Children's area"", 'Elevator', 'Video cable']",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,1.0,,1.0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 10,536,981",,https://www.dotproperty.com.ph/ads/3-bedroom-apartment-for-sale-in-damayang-lagi-metro-manila_5707d9bb2144-0c6f-bb88-cb42-9a711319,086882f0-75ed-11ee-a3d9-5587ee0c2924,3,2,,,"3 Bedroom Apartment for sale in Damayang Lagi, Metro Manila",14.621134,121.022808,"Suntrust Asmara, E Rodriguez Sr. Ave, New Manila, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Gym', 'Security', 'Garden', 'Balcony', 'Elevator', 'Alarm']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,1.0,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,865,310","(₱ 148,666 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-asmara-quezon-city-metro-manila_7696417,3ff55b9c-a49d-4719-9093-a9388ed2eac8,,1,26 m2,14,Suntrust Asmara,14.621134,121.022808,"Suntrust Asmara, New Manila, Quezon City, Metro Ma","['Swimming pool', 'Gym', 'Security', 'Car park', 'Balcony', ""Children's area"", 'Elevator', 'Video cable']",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,1.0,,1.0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 55,000,000","(₱ 91,667 / m2)",https://www.dotproperty.com.ph/ads/48-bedroom-apartment-for-sale-in-univ-phil-village-metro-manila_b5038c5008df-758e-b222-032b-d57b9089,OB675.2-MKT,48,25,600 m2,,"48 Bedroom Apartment for sale in Univ. Phil. Village, Metro Manila",14.648214,121.0557259,"U.P. Village, Diliman, Quezon City, Kalakhang Maynila, Pilipinas","['Electricity', 'Water', 'Built-in kitchen']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,876,610","(₱ 149,100 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-asmara-quezon-city-metro-manila_5094967,b48b89d5-3a22-4603-b571-6a99fec54030,,1,26 m2,9,Suntrust Asmara,14.621134,121.022808,"Suntrust Asmara, New Manila, Quezon City, Metro Ma","['Swimming pool', 'Gym', 'Security', 'Garden', 'Balcony', 'Elevator']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,006,541","(₱ 125,273 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-amadea-paligsahan-metro-manila_5103155,abb85d29-3c2b-4d9d-9aeb-2e7532feda62,,1,24 m2,8,SUNTRUST AMADEA,14.632222,121.019609,Quezon Ave.,"['Swimming pool', 'Gym', 'Security', 'Garden', 'Balcony', 'Elevator']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,008,171","(₱ 125,340 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-amadea-paligsahan-metro-manila_7656167,aaf37b3a-011a-4378-82da-55091b9f3f07,,1,24 m2,9,SUNTRUST AMADEA,14.632222,121.019609,Quezon Ave.,"['Swimming pool', 'Gym', 'Security', 'Garden', ""Children's area"", 'Elevator']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,098,870","(₱ 129,120 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-amadea-paligsahan-metro-manila_8061816,2ea728ae-3d81-4f29-a4b7-92737b09ec5a,,1,24 m2,10,SUNTRUST AMADEA,14.632222,121.019609,Quezon Ave.,"['Swimming pool', 'Gym', 'Security', 'Garden', ""Children's area"", 'Elevator']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,000,716","(₱ 125,030 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-amadea-paligsahan-metro-manila_7699563,0f32d25d-c781-4d9a-aad8-47a28893e224,,1,24 m2,8,SUNTRUST AMADEA,14.632222,121.019609,Quezon Ave.,"['Swimming pool', 'Gym', 'Security', 'Garden', ""Children's area"", 'Elevator']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,081,810","(₱ 128,409 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-amadea-paligsahan-metro-manila_5094939,908e1f42-443d-485e-8c78-7f4a935a4368,,1,24 m2,8,SUNTRUST AMADEA,14.632222,121.019609,Quezon Ave.,"['Swimming pool', 'Gym', 'Security', 'Garden', 'Elevator']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,861,714","(₱ 148,527 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-asmara-quezon-city-metro-manila_5084341,07cfe783-2b29-4d78-b35c-a10aaae824ff,,1,26 m2,8,Suntrust Asmara,14.621134,121.022808,"Suntrust Asmara, New Manila, Quezon City, Metro Ma","['Swimming pool', 'Gym', 'Security', 'Garden', 'Elevator']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,007,311","(₱ 125,305 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-amadea-paligsahan-metro-manila_7787293,de4817d9-6c82-4055-8a35-cf3cfb98faff,,1,24 m2,11,SUNTRUST AMADEA,14.632222,121.019609,Quezon Ave.,"['Swimming pool', 'Gym', 'Security', 'Elevator']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 2,996,522","(₱ 124,855 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-amadea-paligsahan-metro-manila_7787282,78ccbcf0-51f2-4362-aefb-302171b2a07d,,1,24 m2,12,SUNTRUST AMADEA,14.632222,121.019609,Quezon Ave.,"['Swimming pool', 'Gym', 'Security', 'Elevator']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,087,640","(₱ 128,652 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-amadea-paligsahan-metro-manila_8044152,ef3b1dc0-7eb7-42fc-847b-38ead60e01b6,,1,24 m2,16,SUNTRUST AMADEA,14.632222,121.019609,Quezon Ave.,"['Swimming pool', 'Gym', 'Security', 'Garden', ""Children's area"", 'Concierge', 'Elevator']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 40,000,000","(₱ 53,333 / m2)",https://www.dotproperty.com.ph/14-bedroom-apartment-for-sale-in-pasong-tamo-metro-manila_8260676,MadC565,14,,750 m2,5,"14 Bedroom Apartment for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,319,811","(₱ 127,685 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-shanata-novaliches-proper-metro-manila_5092338,e13c272d-0134-403b-9807-585711530a2a,,1,26 m2,3,Suntrust Shanata,14.681735,121.020001,"Suntrust Shanata Condominium, Novaliches, Quezon C","['Swimming pool', 'Gym', 'Security', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Elevator']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,000,000","(₱ 115,385 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-asmara-quezon-city-metro-manila_7723514,52c73a03-b4ab-4e24-a4d8-e4c36b21c01e,,1,26 m2,22,Suntrust Asmara,14.621134,121.022808,"Suntrust Asmara, New Manila, Quezon City, Metro Ma","['Swimming pool', 'Gym', 'Security', 'Car park', 'Balcony', ""Children's area"", 'Elevator', 'Video cable']",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,1.0,,1.0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,000,000","(₱ 115,385 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-asmara-quezon-city-metro-manila_7723537,d9b53bbd-3eb0-4047-9a4b-863ab273da5d,,1,26 m2,27,Suntrust Asmara,14.621134,121.022808,"Suntrust Asmara, New Manila, Quezon City, Metro Ma","['Swimming pool', 'Security', 'Car park', 'Balcony', ""Children's area"", 'Video cable']",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,,,1.0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,380,555","(₱ 130,021 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-shanata-novaliches-proper-metro-manila_5068850,36b15d90-f8ae-4602-967f-ebd01cc4f182,,1,26 m2,3,Suntrust Shanata,14.681735,121.020001,"Suntrust Shanata Condominium, Novaliches, Quezon C","['Swimming pool', 'Gym', 'Garden', 'Balcony', 'Elevator', 'Alarm']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 4,000,000","(₱ 190,476 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-batasan-hills-metro-manila_7913374,ee407a35-5dca-4166-b321-f327524ca8e6,,1,21 m2,,"Apartment for sale in Batasan Hills, Metro Manila",14.681641,121.0965637,"Batasan Hills, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,000,000","(₱ 115,385 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-asmara-quezon-city-metro-manila_7723517,7b8d50b9-8ad3-4e67-8468-4946828ab8dd,,1,26 m2,27,Suntrust Asmara,14.621134,121.022808,"Suntrust Asmara, New Manila, Quezon City, Metro Ma","['Swimming pool', 'Gym', 'Security', 'Car park', 'Balcony', ""Children's area"", 'Elevator', 'Video cable']",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,1.0,,1.0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 3,716,151","(₱ 142,929 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-suntrust-shanata-novaliches-proper-metro-manila_5062820,060977ea-4256-4b74-9b05-97385aa17ffb,,1,26 m2,3,Suntrust Shanata,14.681735,121.020001,"Suntrust Shanata Condominium, Novaliches, Quezon C","['Swimming pool', 'Gym', 'Security', 'Balcony', 'Elevator', 'Alarm']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.0,1.0,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 18,000,000","(₱ 64,286 / m2)",https://www.dotproperty.com.ph/ads/apartment-for-sale-in-tatalon-metro-manila_5fcee6085887-53d0-cf65-7f1d-a7332682,QC_FSAPRT_LA140FA280,,,280 m2,,"Apartment for sale in Tatalon, Metro Manila",14.6239261,121.0153415,"G. Araneta Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Balcony', 'Electricity', 'Water', 'Alarm']",0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 8,500,000",,https://www.dotproperty.com.ph/apartment-for-sale-in-socorro-metro-manila-near-lrt-2-araneta-center-cubao_7994374,f2063ca3-57a7-4598-894d-17d047aee8f3,,,,,"Apartment for sale in Socorro, Metro Manila near LRT-2 Araneta Center-Cubao",14.6177663,121.0571541,"Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Garden', 'Balcony', 'Electricity', 'Terrace', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 8,500,000",,https://www.dotproperty.com.ph/apartment-for-sale-in-socorro-metro-manila-near-lrt-2-araneta-center-cubao_7981477,3be1f722-7eed-4567-8594-7db730da0b7c,,,,,"Apartment for sale in Socorro, Metro Manila near LRT-2 Araneta Center-Cubao",14.6177663,121.0571541,"Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 30,000,000","(₱ 100,000 / m2)",https://www.dotproperty.com.ph/ads/apartment-for-sale-in-commonwealth-metro-manila_06c828b124e7-52bf-7552-9ea1-bf0a8089,14398,,,300 m2,,"Apartment for sale in Commonwealth, Metro Manila",14.7035951,121.0864451,"Commonwealth Heights Subdivision Park, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 250,000,000","(₱ 115,473 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-kaunlaran-metro-manila-near-mrt-3-araneta-center-cubao_6072030,Gi31,,,"2,165 m2",,"Apartment for sale in Kaunlaran, Metro Manila near MRT-3 Araneta Center-Cubao",14.618672,121.048421,"41a Batay, Quezon City, Metro Manila, Philippines",['Car park'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 38,000,000","(₱ 128,378 / m2)",https://www.dotproperty.com.ph/apartment-for-sale-in-socorro-metro-manila-near-lrt-2-araneta-center-cubao_7997780,MadC424,,,296 m2,3,"Apartment for sale in Socorro, Metro Manila near LRT-2 Araneta Center-Cubao",14.6177663,121.0571541,"Cubao, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 14,192,261",,https://www.dotproperty.com.ph/apartment-for-sale-in-fairview-metro-manila_7994218,1a0cda11-7674-45a4-94dc-cca7bb1ffaf3,,,,,"Apartment for sale in Fairview, Metro Manila",14.7064306,121.0668276,"Commonwealth Avenue, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Garden', 'Balcony', 'Electricity', 'Terrace', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 27,500,000",,https://www.dotproperty.com.ph/apartment-for-sale-in-matandang-balara-metro-manila_7975376,3ffef744-4902-4bf3-81b8-858ad1e0953f,,,,,"Apartment for sale in Matandang Balara, Metro Manila",14.6684264,121.0761145,"Diliman Doctors Hospital, Abenida Commonwealth, Matandang Balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 60,000,000","(₱ 133,333 / m2)",https://www.dotproperty.com.ph/5-bedroom-apartment-for-sale-in-bahay-toro-metro-manila_7986743,a9df2244-5dde-4363-a2a7-33204a472b86,5,5,450 m2,2,"5 Bedroom Apartment for sale in Bahay Toro, Metro Manila",14.6658987,121.0314875,"Congressional Avenue, Project 8, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
