title,location,price,price_per_sqm,url,bedrooms,bathrooms,floor_area,land_area,floor,name,latitude,longitude,address,facilities,Access for the disabled,Air conditioning,Alarm,Balcony,Built-in kitchen,Built-in wardrobe,Car park,Children's area,Cistern,Concierge,Electricity,Elevator,Equipped kitchen,Garden,Grill,Guardhouse,Gym,Heating,Hot Tub,Internet,Library,Natural gas,Office,Panoramic view,Patio,Roof garden,Sauna,Security,Swimming pool,Tennis court,Terrace,Utility room,Video cable,Water,Cellar,Fireplace
,"Quezon City, Metro Manila","₱ 64,900,000","(₱ 154,524 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-saint-ignatius-metro-manila_6a47ffca0937-0330-ef45-0193-5f1e83c9,4,4,420 m2,299 m2,,"4 Bedroom House for sale in Saint Ignatius, Metro Manila",14.6133479,121.0729225,"Saint Ignatius, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 17,500,000","(₱ 166,667 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-pasong-tamo-metro-manila_539e273da199-089f-a662-74ca-069b7089,3,2,105 m2,290 m2,,"3 Bedroom House for sale in Pasong Tamo, Metro Manila",14.6793833,121.0593087,"Pasong Tamo, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Garden', 'Electricity', 'Water', 'Built-in kitchen']",0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 89,000,000","(₱ 197,778 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-loyola-heights-metro-manila-near-lrt-2-katipunan_132aeb4278dc-c4d0-e6a5-88c2-9df4d918,4,2,450 m2,800 m2,,"4 Bedroom House for sale in Loyola Heights, Metro Manila near LRT-2 Katipunan",14.6369863,121.0722067,"Varsity Hills, R Alucto St, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Garden', 'Built-in wardrobe', 'Built-in kitchen']",0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 249,900,000","(₱ 478,736 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-ugong-norte-metro-manila_9c3f0321a3d3-840f-0945-83a8-3eb7369a,3,3,522 m2,821 m2,,"3 Bedroom House for sale in Ugong Norte, Metro Manila",14.601328,121.07681989,"Green Meadows Subdivision, Green Meadows Avenue, Pasig City, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 75,000,000","(₱ 107,143 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-univ-phil-village-metro-manila_c8873fbaafe4-965f-7772-0b4f-436c8089,5,,700 m2,425 m2,,"5 Bedroom House for sale in Univ. Phil. Village, Metro Manila",14.648214,121.0557259,"U.P. Village, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 45,000,000",,https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-bagong-silangan-metro-manila_171ad4fb4608-286f-6992-6cb1-35888089,5,6,,,,"5 Bedroom House for sale in Bagong Silangan, Metro Manila",14.6948107,121.1037268,"Filinvest 2 Subdivision, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Security', 'Car park', 'Balcony', 'Alarm', 'Built-in wardrobe', 'Guardhouse', 'Built-in kitchen', 'Utility room']",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,
,"Quezon City, Metro Manila","₱ 26,000,000","(₱ 86,667 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-batasan-hills-metro-manila_b4799d1f429e-1fb1-eaa2-e270-33c66089,5,2,300 m2,300 m2,,"5 Bedroom House for sale in Batasan Hills, Metro Manila",14.6843724,121.0909537,"Filinvest 1 Road, Quezon City, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 190,000,000",,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-ugong-norte-metro-manila_387bf4ebdd0c-4cde-f705-bc03-ea49fc1d,4,4,,875 m2,,"4 Bedroom House for sale in Ugong Norte, Metro Manila",14.600625,121.0718143,"Greenmeadows Gate, Sparrow St, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Balcony', 'Equipped kitchen', 'Electricity', 'Fireplace', 'Built-in wardrobe', 'Built-in kitchen']",0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.0
,"Quezon City, Metro Manila","₱ 49,000,000","(₱ 98,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-matandang-balara-metro-manila_22999d2d74a6-a46f-aee2-f294-72676089,4,4,500 m2,315 m2,,"4 Bedroom House for sale in Matandang Balara, Metro Manila",14.6747002,121.0876744,"Don Antonio Royale Estates, Quezon City, Kalakhang Maynila, Pilipinas","['Car park', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 72,000,000","(₱ 130,909 / m2)",https://www.dotproperty.com.ph/6-bedroom-house-for-sale-in-batasan-hills-metro-manila_9232783,6,9,550 m2,310 m2,3,"6 Bedroom House for sale in Batasan Hills, Metro Manila",14.6774313,121.0944147,"Tivoli Royale, London, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Security', 'Car park', 'Built-in kitchen']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 25,000,000","(₱ 119,048 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-batasan-hills-metro-manila_ba41368b60ea-8e61-6895-55e6-5fdc1042,3,3,210 m2,205 m2,,"3 Bedroom House for sale in Batasan Hills, Metro Manila",14.6737113,121.0957014,"Vista Real Classica, Vista Real Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Balcony']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
