title,location,price,price_per_sqm,url,bedrooms,bathrooms,floor_area,land_area,floor,name,latitude,longitude,address,facilities,Access for the disabled,Air conditioning,Alarm,Balcony,Built-in kitchen,Built-in wardrobe,Car park,Children's area,Cistern,Concierge,Electricity,Elevator,Equipped kitchen,Garden,Grill,Guardhouse,Gym,Heating,Hot Tub,Internet,Library,Natural gas,Office,Panoramic view,Patio,Roof garden,Sauna,Security,Swimming pool,Tennis court,Terrace,Utility room,Video cable,Water,Cellar,Fireplace
,"Quezon City, Metro Manila","₱ 15,500,000","(₱ 83,784 / m2)",https://www.dotproperty.com.ph/4-bedroom-house-for-sale-in-bahay-toro-metro-manila_8306221,4,4,185 m2,75 m2,3,"4 Bedroom House for sale in Bahay Toro, Metro Manila",14.6658987,121.0314875,"Congressional Avenue, Project 8, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Balcony', 'Terrace', 'Alarm', 'Built-in wardrobe', 'Built-in kitchen']",0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
,"Quezon City, Metro Manila","₱ 90,000,000","(₱ 191,898 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-matandang-balara-metro-manila_4694d216f4bb-43f0-7ff2-9c50-391d8089,4,4,469 m2,311 m2,,"4 Bedroom House for sale in Matandang Balara, Metro Manila",14.6747002,121.0876744,"Don Antonio Royale Estates, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Balcony', 'Equipped kitchen', 'Terrace', 'Patio', 'Guardhouse', 'Hot Tub', 'Video cable']",0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,,
,"Quezon City, Metro Manila","₱ 195,000,000","(₱ 243,750 / m2)",https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-white-plains-metro-manila_61f2d61421c1-2b10-cd75-db29-c75c0a83,6,6,800 m2,427 m2,,"6 Bedroom House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', 'Equipped kitchen', 'Panoramic view', 'Roof garden', 'Built-in wardrobe', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Utility room']",0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,,
,"Quezon City, Metro Manila","₱ 295,000,000","(₱ 162,088 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-white-plains-metro-manila_a2f61606f24b-467f-6702-ecd3-5a677089,4,5,"1,820 m2",574 m2,4,"4 Bedroom House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Grill', 'Built-in kitchen', 'Hot Tub', 'Office', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,,
,"Quezon City, Metro Manila","₱ 11,222,000","(₱ 67,198 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-masagana-metro-manila-near-lrt-2-anonas_252c279fa76c-094f-8bb2-88e0-4e277089,3,3,167 m2,119.4 m2,2,"3 Bedroom House for sale in Masagana, Metro Manila near LRT-2 Anonas",14.6209637,121.0663665,"Kalantiaw, Project 4, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Built-in wardrobe', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Natural gas', 'Utility room', 'Video cable', 'Cistern']",1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,,
,"Quezon City, Metro Manila","₱ 8,500,000","(₱ 36,957 / m2)",https://www.dotproperty.com.ph/5-bedroom-house-for-sale-in-bahay-toro-metro-manila_9049348,8,8,230 m2,150 m2,2,"8 Bedroom House for sale in Apolonio Samson, Metro Manila",14.6519572,121.0127238,"Parkway Village, Balintawak, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Internet', 'Security', 'Car park', 'Electricity', 'Water', 'Built-in kitchen', 'Video cable', 'Cistern']",0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,
,"Quezon City, Metro Manila","₱ 65,000,000","(₱ 144,444 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-mariana-metro-manila-near-lrt-2-gilmore_1c977089e96b-eef0-cd05-b9c7-089dcb94,5,7,450 m2,122.49 m2,,"5 Bedroom House for sale in Mariana, Metro Manila near LRT-2 Gilmore",14.6163297,121.0306432,"New Manila, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 7,489,500","(₱ 71,780 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-bagong-silangan-metro-manila_e32feb5b7e91-ffff-4ff2-ccdc-fe757089,3,2,104.34 m2,71.98 m2,2,"3 Bedroom House for sale in Bagong Silangan, Metro Manila",14.6994816,121.1044816,"Meadow Heights Residences, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Internet', 'Security', 'Garden', 'Electricity', 'Water']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 136,928,000","(₱ 76,071 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-blue-ridge-a-metro-manila_bec102847210-64de-2655-7cdc-28655c18,4,4,"1,800 m2","1,244.8 m2",,"4 Bedroom House for sale in Blue Ridge A, Metro Manila",14.618791,121.0732807,"Blue Ridge A, Project 4, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 34,000,000","(₱ 93,407 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-teachers-village-west-metro-manila_01687c384d83-f61f-bb88-b2a2-993d4f0e,4,6,364 m2,113 m2,3,"4 Bedroom House for sale in Teachers Village West, Metro Manila",14.6443331,121.0557259,"Teachers Village West, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Internet', 'Car park', 'Balcony', 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 22,000,000","(₱ 73,333 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-gulod-metro-manila_e881832f2412-2f80-ff45-dc1f-70a6b54f,5,5,300 m2,120 m2,,"5 Bedroom House for sale in Gulod, Metro Manila",14.7181323,121.0420071,"Santa Barbara, Novaliches, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 60,000,000","(₱ 84,866 / m2)",https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-pansol-metro-manila_526ab1f8645a-4a5f-c222-baf4-68bc9089,6,7,707 m2,303 m2,3,"6 Bedroom House for sale in Pansol, Metro Manila",14.6544878,121.0862184,"Loyola Grand Villas, Soliven III Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Balcony']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 28,000,000","(₱ 112,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-batasan-hills-metro-manila_b76d874a46ea-fc4f-ab35-0a9c-ab899f05,4,4,250 m2,240 m2,200,"4 Bedroom House for sale in Batasan Hills, Metro Manila",14.6737113,121.0957014,"Vista Real Classica, Vista Real Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Garden', 'Built-in kitchen']",0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 16,495,000",,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-bahay-toro-metro-manila_c3a39854f6a7-335f-d3a8-4efd-99bbf52e,4,3,,60 m2,215,"4 Bedroom House for sale in Bahay Toro, Metro Manila",14.6737357,121.0296016,"Pineglades Residences, GSIS Village, Project 8, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 99,000,000","(₱ 196,429 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-loyola-heights-metro-manila-near-lrt-2-katipunan_b195b48327c0-7e40-5ae2-13e6-c9ab8089,5,5,504 m2,448 m2,2,"5 Bedroom House for sale in Loyola Heights, Metro Manila near LRT-2 Katipunan",14.6354708,121.0684058,"Xavierville Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Internet', 'Car park', 'Equipped kitchen', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen', 'Office', 'Utility room']",0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,,
,"Quezon City, Metro Manila","₱ 295,000,000","(₱ 162,088 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-white-plains-metro-manila_dcfe5e235a42-0dc0-ccc2-bf3f-78c67089,4,9,"1,820 m2",574 m2,4,"4 Bedroom House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Balcony']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 62,000,000","(₱ 103,333 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-matandang-balara-metro-manila_8f198c89784f-20b0-4042-72ba-b2847089,5,4,600 m2,400 m2,,"5 Bedroom House for sale in Matandang Balara, Metro Manila",14.6710069,121.0944076,"Capitol Homes, Zurich Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Garden', 'Balcony', 'Equipped kitchen', 'Panoramic view', 'Water', 'Built-in kitchen', 'Hot Tub', 'Utility room']",0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,,
,"Quezon City, Metro Manila","₱ 80,000,000","(₱ 190,024 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-matandang-balara-metro-manila_05d6e08f208b-d001-5085-a53f-f4f3b254,5,5,421 m2,400 m2,,"5 Bedroom House for sale in Matandang Balara, Metro Manila",14.6710069,121.0944076,"Capitol Homes, Zurich Avenue, Matandang Balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 80,000,000","(₱ 194,175 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-matandang-balara-metro-manila_792b99ee97c9-5dee-bbc5-1ab9-dd8219a9,5,5,412 m2,400 m2,,"5 Bedroom House for sale in Matandang Balara, Metro Manila",14.6701222,121.0958516,"Capitol Homes Clubhouse, Vienna, Matandang Balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 74,000,000","(₱ 119,355 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-matandang-balara-metro-manila_76287488c6a5-87c0-3645-009c-9db1d372,5,5,620 m2,440 m2,,"5 Bedroom House for sale in Matandang Balara, Metro Manila",14.6737037,121.0911911,"Capitol Park Homes, Amsterdam Ave, Matandang Balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Car park']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 60,000,000","(₱ 84,866 / m2)",https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-pansol-metro-manila_526ab1f8645a-4a5f-c222-baf4-68bc9089,6,7,707 m2,303 m2,3,"6 Bedroom House for sale in Pansol, Metro Manila",14.6544878,121.0862184,"Loyola Grand Villas, Soliven III Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Balcony']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 110,000,000","(₱ 206,767 / m2)",https://www.dotproperty.com.ph/4-bedroom-house-for-sale-in-matandang-balara-metro-manila_8416352,4,4,532 m2,482 m2,,"4 Bedroom House for sale in Pansol, Metro Manila",14.6657894,121.0850216,"Ayala Heights, Ayala Heights Drive, Matandang Balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', 'Equipped kitchen', 'Electricity', 'Terrace', 'Water', 'Patio', 'Built-in wardrobe', 'Built-in kitchen']",0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,,
,"Quezon City, Metro Manila","₱ 110,000,000","(₱ 206,767 / m2)",https://www.dotproperty.com.ph/4-bedroom-house-for-sale-in-matandang-balara-metro-manila_8416333,4,4,532 m2,482 m2,,"4 Bedroom House for sale in Pansol, Metro Manila",14.6657894,121.0850216,"Ayala Heights, Ayala Heights Drive, Matandang Balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Equipped kitchen', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen', 'Utility room']",0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,
,"Quezon City, Metro Manila","₱ 23,000,000","(₱ 60,526 / m2)",https://www.dotproperty.com.ph/8-bedroom-house-for-sale-in-bahay-toro-metro-manila_6785279,8,6,380 m2,,3,"8 Bedroom House for sale in Bahay Toro, Metro Manila",14.671065,121.042516,"42 Sto. Domingo, Project 8, Lungsod Quezon, 1106 Kalakhang Maynila, Philippines","['Air conditioning', 'Car park']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 25,000,000","(₱ 83,333 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-bagong-silangan-metro-manila_80013977be59-978f-e475-b0fb-cff1e9d9,3,3,300 m2,286 m2,2,"3 Bedroom House for sale in Bagong Silangan, Metro Manila",14.6948107,121.1037268,"Filinvest 2 Subdivision, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Internet', 'Security', 'Car park', 'Garden', 'Tennis court', ""Children's area"", 'Electricity', 'Panoramic view', 'Water', 'Built-in wardrobe', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,,
,"Quezon City, Metro Manila","₱ 78,000,000","(₱ 82,452 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-bagong-silangan-metro-manila_7c8b3c2a3264-70d0-e442-15e1-3f787089,5,7,946 m2,344 m2,3,"5 Bedroom House for sale in Bagong Silangan, Metro Manila",14.6948107,121.1037268,"Filinvest 2 Subdivision, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1.0,1.0
,"Quezon City, Metro Manila","₱ 41,500,000","(₱ 100,606 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-sikatuna-village-metro-manila_54426e657eef-336f-1ff2-d854-e0256089,3,3,412.5 m2,412.5 m2,1,"3 Bedroom House for sale in Sikatuna Village, Metro Manila",14.6387367,121.0585922,"Sikatuna Village, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 13,000,000","(₱ 72,222 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-bagbag-metro-manila_ebb8a6f24f40-f64e-d545-7459-2a123990,5,3,180 m2,153 m2,2,"5 Bedroom House for sale in Bagbag, Metro Manila",14.693703,121.0288953,"Kingspoint Subdivision, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 92,000,000","(₱ 218,527 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-matandang-balara-metro-manila_888396d9d4ca-8af0-8698-8423-92d2fa98,5,5,421 m2,400 m2,3,"5 Bedroom House for sale in Matandang Balara, Metro Manila",14.6717303,121.0926462,"Capitol Homes, Matandang Balara, Quezon City, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1.0,
,"Quezon City, Metro Manila","₱ 45,000,000","(₱ 112,500 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-bahay-toro-metro-manila_b9d1a8280265-a3de-aa85-2479-4d38a20c,4,5,400 m2,510 m2,1,"4 Bedroom House for sale in Bahay Toro, Metro Manila",14.6685807,121.0383394,"Hayaville Subdivision, Carmel 1, Project 8, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Electricity', 'Water']",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 27,000,000","(₱ 60,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-loyola-heights-metro-manila-near-lrt-2-katipunan_8a7d72545f7b-52f0-6cc2-06b3-502a7089,4,4,450 m2,139 m2,,"4 Bedroom House for sale in Loyola Heights, Metro Manila near LRT-2 Katipunan",14.6354708,121.0684058,"Xavierville Ave, Quezon City, Kalakhang Maynila, Pilipinas","['Internet', 'Security', 'Car park', 'Garden', 'Electricity', 'Water']",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 74,000,000","(₱ 150,407 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-bagong-lipunan-ng-crame-metro-manila-near-mrt-3-araneta-center-cubao_f62670e448de-4260-fdc5-b05e-79cbb11f,4,5,492 m2,150 m2,,"4 Bedroom House for sale in Bagong Lipunan Ng Crame, Metro Manila near MRT-3 Araneta Center-Cubao",14.6118502,121.0488801,"Mariposa, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Built-in wardrobe', 'Built-in kitchen', 'Utility room']",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
,"Quezon City, Metro Manila","₱ 42,000,000","(₱ 120,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-pansol-metro-manila_8b9bbe7ea0ae-2b2f-bb88-bafd-934b6a6b,4,5,350 m2,334 m2,,"4 Bedroom House for sale in Pansol, Metro Manila",14.6652629,121.0810007,"Capitol Hills Drive, Matandang Balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', 'Panoramic view', 'Terrace', 'Water', 'Patio', 'Built-in wardrobe', 'Access for the disabled', 'Cistern']",1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,,
,"Quezon City, Metro Manila","₱ 165,000,000","(₱ 206,250 / m2)",https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-white-plains-metro-manila_72a18fba3adb-e6ef-4945-510f-ea81e684,6,6,800 m2,433 m2,,"6 Bedroom House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', 'Equipped kitchen', 'Electricity', 'Alarm', 'Built-in wardrobe', 'Built-in kitchen', 'Hot Tub', 'Utility room']",0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,
,"Quezon City, Metro Manila","₱ 58,000,000",,https://www.dotproperty.com.ph/6-bedroom-house-for-sale-in-bahay-toro-metro-manila_9624228,6,8,,402 m2,2,"6 Bedroom House for sale in Bahay Toro, Metro Manila",14.66509,121.0273173,"Tandang Sora Market, Congressional Ave, Project 8, Quezon City, Kalakhang Maynila, Pilipinas","['Car park', 'Garden', 'Electricity', 'Terrace', 'Water', 'Built-in kitchen']",0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
,"Quezon City, Metro Manila","₱ 65,000,000","(₱ 144,124 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-mariana-metro-manila-near-lrt-2-gilmore_a2bcd0cb2f61-a330-7662-fa46-ff1a8089,5,5,451 m2,164 m2,,"5 Bedroom House for sale in Mariana, Metro Manila near LRT-2 Gilmore",14.6213904,121.0329915,"New Manila, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Electricity', 'Water']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 180,000,000","(₱ 225,000 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-saint-ignatius-metro-manila_2e7de550a8a4-c49f-cba8-9dd5-95570226,5,8,800 m2,401 m2,4,"5 Bedroom House for sale in Saint Ignatius, Metro Manila",14.61334804,121.07292239,"Fordham Street, Saint Ignatius, Quezon City, Metro Manila, National Capital Region, PHL","['Swimming pool', 'Air conditioning', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Equipped kitchen', 'Water', 'Patio', 'Built-in wardrobe']",0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 28,000,000","(₱ 193,103 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-pansol-metro-manila_fdbdebc1ea4b-19cf-d125-0953-c53bb67f,5,4,145 m2,78.5 m2,3,"5 Bedroom House for sale in Pansol, Metro Manila",14.6652629,121.0810007,"Capitol Hills Drive, Matandang Balara, Quezon City, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Water', 'Built-in wardrobe', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Video cable']",1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,
,"Quezon City, Metro Manila","₱ 120,000,000","(₱ 168,539 / m2)",https://www.dotproperty.com.ph/ads/8-bedroom-house-for-sale-in-batasan-hills-metro-manila_270f27dc0c4d-69ae-0cb8-6f68-9b1fa14c,8,7,712 m2,402 m2,,"8 Bedroom House for sale in Batasan Hills, Metro Manila",14.6772692,121.0925275,"Tivoli Royale Country Club, Inc., Yakal Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Car park', 'Garden', 'Balcony', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen', 'Hot Tub', 'Utility room']",0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,,
