title,location,price,price_per_sqm,url,listing_id,bedrooms,floor_area,land_area,name,latitude,longitude,address,facilities,Access for the disabled,Air conditioning,Alarm,Car park,Concierge,Electricity,Elevator,Internet,Office,Security,Water,Built-in kitchen,Equipped kitchen,Garden,Guardhouse,Gym,Swimming pool,bathrooms,floor,Tennis court,Children's area,Library,Grill,Cistern,Video cable,Panoramic view
,"Quezon City, Metro Manila","₱ 35,000,000","(₱ 83,333 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-commercial-for-sale-in-pasong-tamo-metro-manila_1eb57f80555a-e401-c552-18ec-a4197089,UCB002,3,420 m2,190 m2,"3 Bedroom Commercial for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 375,000",(₱ 625 / m2),https://www.dotproperty.com.ph/ads/3-bedroom-commercial-for-sale-in-immaculate-concepcion-metro-manila-near-lrt-2-araneta-center-cubao_32991968a40c-337f-aea8-8f79-95aad574,051024,3,600 m2,,"3 Bedroom Commercial for sale in Immaculate Concepcion, Metro Manila near LRT-2 Araneta Center-Cubao",14.6245982,121.0484368,"Immaculate Conception, DRB Building, Abenida Epifanio de los Santos, Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Access for the disabled']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,
,"Quezon City, Metro Manila","₱ 58,000,000","(₱ 258,929 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-south-triangle-metro-manila-near-mrt-3-quezon-avenue_39085d48e098-6830-6aa2-5c67-2a048089,DS88-002978,,224 m2,,"Commercial for sale in South Triangle, Metro Manila near MRT-3 Quezon Avenue",14.640352,121.031491,"Quezon Avenue, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",['Air conditioning'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 600,000,000","(₱ 104,913 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-south-triangle-metro-manila-near-mrt-3-quezon-avenue_ffb92ec8d40b-a971-b9c2-d683-c3e39089,Leigh,,"5,719 m2","1,194 m2","Commercial for sale in South Triangle, Metro Manila near MRT-3 Quezon Avenue",14.6368332,121.0357941,"Scout Borromeo Street, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,,,,,,
,"Quezon City, Metro Manila","₱ 600,000,000","(₱ 104,913 / m2)",https://www.dotproperty.com.ph/ads/20-bedroom-commercial-for-sale-in-sacred-heart-metro-manila-near-mrt-3-kamuning_72b7c3656826-508e-0002-f224-aac97089,50,20,"5,719 m2","1,194 m2","20 Bedroom Commercial for sale in Sacred Heart, Metro Manila near MRT-3 Kamuning",14.6316736,121.0346578,"Tomas Morato, Tomas Morato Avenue, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Security', 'Car park', 'Garden', 'Tennis court', ""Children's area"", 'Concierge', 'Library', 'Access for the disabled', 'Grill', 'Cistern']",1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,15,8,1.0,1.0,1.0,1.0,1.0,,
,"Quezon City, Metro Manila","₱ 76,000,000","(₱ 156,834 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-commercial-for-sale-in-socorro-metro-manila-near-lrt-2-araneta-center-cubao_969859024aab-edde-3aa2-746e-c7dc7089,NB-24-49 NL,3,484.59 m2,150 m2,"3 Bedroom Commercial for sale in Socorro, Metro Manila near LRT-2 Araneta Center-Cubao",14.6192831,121.0577149,"Cubao, Quezon City, Kalakhang Maynila, Pilipinas",['Security'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,,,,,,,
,"Quezon City, Metro Manila","₱ 20,000,000","(₱ 44,444 / m2)",https://www.dotproperty.com.ph/ads/8-bedroom-commercial-for-sale-in-aurora-metro-manila_25b5cc842188-108f-fcd5-8d27-32604843,65159376-27c1-4cda-a198-118751dd4e47,8,450 m2,150 m2,"8 Bedroom Commercial for sale in Aurora, Metro Manila",14.61542,121.008743,"Barangay Dona Aurora District 1, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 58,000,000","(₱ 61,053 / m2)",https://www.dotproperty.com.ph/2-bedroom-house-for-sale-in-quezon-city-metro-manila_6102111,"Brandnew 3 storey Building for Sale in Fairview, Quezon City near MRT7 Station",18,950 m2,408 m2,"18 Bedroom Commercial for sale in Fairview, Metro Manila",14.7021785,121.0682102,"Fairview, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Concierge', 'Access for the disabled', 'Grill', 'Cistern']",1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,18,3,,,,1.0,1.0,,
,"Quezon City, Metro Manila","₱ 77,330,000","(₱ 154,660 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-commercial-for-sale-in-del-monte-metro-manila_6dd2c050a5b3-afb0-1832-035c-0ed98089,001-SCW,5,500 m2,814 m2,"5 Bedroom Commercial for sale in Del Monte, Metro Manila",14.64038665,121.0163774,"PETRON Roosevelt Avenue-Del Monte Avenue, Roosevelt Avenue corner Del Monte Street, Del Monte, Quezon City, Metro Manila, National Capital Region, PHL",['Car park'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,,,,,,,
,"Quezon City, Metro Manila","₱ 260,782,500",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-bagong-pag-asa-metro-manila-near-mrt-3-quezon-avenue_e06275a56603-33cf-7ee2-d2e2-57298089,01910724-7b7c-7bb2-ad66-69334f42739b,,,899.25 m2,"Commercial for sale in Bagong Pag-Asa, Metro Manila near MRT-3 Quezon Avenue",14.6446105,121.0379069,"Quezon Avenue W Outer Svc Road, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 135,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-pansol-metro-manila_34680f0019a4-f2f0-2cb5-5228-8085f1f6,"1,000 sqm. commercial lot for Sale",,,"1,000 m2","Commercial for sale in Pansol, Metro Manila",14.6515439,121.0800647,"Pansol, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Security', 'Car park', 'Garden', 'Tennis court', ""Children's area"", 'Concierge', 'Access for the disabled', 'Cistern']",1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,,,1.0,1.0,,,1.0,,
,"Quezon City, Metro Manila","₱ 14,980,000","(₱ 293,725 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-bagumbayan-metro-manila_69c7bf9bd234-9cc0-b222-afb6-cc186089,019318dd-3eaf-777e-9dd0-567ce0ae2d03,,51 m2,,"Commercial for sale in Bagumbayan, Metro Manila",14.6050191,121.0810428,"DREAM TOWER NUVO DISTRICT &lt; Behind Aspire &gt;, Calle Industria, Brgy. Bagumbayan, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Security', 'Garden', ""Children's area"", 'Access for the disabled', 'Cistern']",1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,,,1.0,,,1.0,,
,"Quezon City, Metro Manila","₱ 55,990,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-pasong-tamo-metro-manila_85e48acb7239-816f-f9b5-361b-51c11948,50955DEL,,,509 m2,"Commercial for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 600,000,000","(₱ 109,290 / m2)",https://www.dotproperty.com.ph/commercial-for-sale-in-laging-handa-metro-manila-near-mrt-3-kamuning_9495847,QC - 8STRYCMLBLDGLA965,,"5,490 m2",965 m2,"Commercial for sale in Laging Handa, Metro Manila near MRT-3 Kamuning",14.6327758,121.0348918,"Tomas Morato Avenue, Diliman, Quezon City, Kalakhang Maynila, Pilipinas","['Security', 'Car park']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,8,,,,,,,
,"Quezon City, Metro Manila","₱ 550,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-commonwealth-metro-manila_f0759c9dd1a0-0f4e-cb88-19ce-9876f2f2,7a7a3210-bd08-11ed-b5a9-9f8cc0d0429a,,,"3,259 m2","Commercial for sale in Commonwealth, Metro Manila",14.69390143,121.09065412,"Apolonio Samson, Balintawak, Quezon City, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Security', 'Car park', 'Garden', 'Tennis court', ""Children's area"", 'Concierge', 'Library', 'Access for the disabled', 'Grill', 'Cistern']",1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,,,1.0,1.0,1.0,1.0,1.0,,
,"Quezon City, Metro Manila","₱ 32,500,000","(₱ 246,212 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-e-rodriguez-metro-manila-near-lrt-2-araneta-center-cubao_7006b776b801-1e70-bb88-fe74-9278c7bb,Haviland 23-0019,,132 m2,310 m2,"Commercial for sale in E. Rodriguez, Metro Manila near LRT-2 Araneta Center-Cubao",14.6260573,121.051879,"Imperial, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Garden']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,2,,,,,,,
,"Quezon City, Metro Manila","₱ 600,000,000","(₱ 104,913 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-laging-handa-metro-manila-near-mrt-3-kamuning_a3304bb8b983-766f-6cc2-9364-ad4e8089,0191b5cf-5360-7dd3-a332-610e1ee5966f,,"5,719 m2",,"Commercial for sale in Laging Handa, Metro Manila near MRT-3 Kamuning",14.6327494,121.0348582,"Tomas Morato Avenue, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 30,500,000","(₱ 67,778 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-commercial-for-sale-in-amihan-metro-manila-near-lrt-2-katipunan_3fa795b2c922-fe3e-2535-4bcb-f6752f73,62a7423a-ede5-4647-b6ba-770d7e402fa6,4,450 m2,352.2 m2,"4 Bedroom Commercial for sale in Amihan, Metro Manila near LRT-2 Katipunan",14.6308596,121.0701573,"157 Molave, Project 3, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,
,"Quezon City, Metro Manila","₱ 60,000,000",,https://www.dotproperty.com.ph/ads/4-bedroom-commercial-for-sale-in-teachers-village-east-metro-manila_afb41b98c04f-077e-bb88-6701-9c543718,182654d0-8923-11ee-b229-a59d10e85eaf,4,,400 m2,"4 Bedroom Commercial for sale in Teachers Village East, Metro Manila",14.6465858,121.0585594,"Maginhawa, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,
,"Quezon City, Metro Manila",₱ 1.4 billion,"(₱ 53,815 / m2)",https://www.dotproperty.com.ph/commercial-for-sale-or-rent-in-west-triangle-metro-manila-near-mrt-3-north-avenue_3974755,NET CB KAT,,"26,015 m2","1,375 m2","Commercial for Sale or Rent in West Triangle, Metro Manila near MRT-3 North Avenue",14.645593,121.028008,"1 West Ave, Quezon City, Metro Manila, Philippines",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,,,,,,,
,"Quezon City, Metro Manila","₱ 100,000,000","(₱ 83,403 / m2)",https://www.dotproperty.com.ph/ads/22-bedroom-commercial-for-sale-in-socorro-metro-manila-near-mrt-3-santolan_1632b15f5055-5d5f-e005-51f4-34698670,92310356-5a84-499b-a4c4-4494a48e7638,22,"1,199 m2",441 m2,"22 Bedroom Commercial for sale in Socorro, Metro Manila near MRT-3 Santolan",14.614608,121.0584694,"11th Avenue, Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22,,,,,,,,
,"Quezon City, Metro Manila","₱ 549,738,000","(₱ 350,152 / m2)",https://www.dotproperty.com.ph/commercial-for-sale-in-west-triangle-metro-manila-near-mrt-3-quezon-avenue_8282483,e1801558-4801-4dd8-adee-8f3a469f17c3,,"1,570 m2","1,570 m2","Commercial for sale in West Triangle, Metro Manila near MRT-3 Quezon Avenue",14.6398572,121.0302965,"Quezon Avenue &amp; West 4th, Lungsod Quezon, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 600,000,000","(₱ 104,913 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-laging-handa-metro-manila-near-mrt-3-kamuning_f995e927b86e-4cd1-9dd2-7f25-6bae9089,QC_FSCMLBLDG_FA5719,,"5,719 m2","1,194 m2","Commercial for sale in Laging Handa, Metro Manila near MRT-3 Kamuning",14.6327494,121.0348582,"Tomas Morato Avenue, Diliman, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', ""Children's area"", 'Concierge', 'Access for the disabled']",1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,,,,1.0,,,,,
,"Quezon City, Metro Manila","₱ 215,000,000",,https://www.dotproperty.com.ph/commercial-for-sale-in-pasong-tamo-metro-manila_8970742,DS883472-2,,,"1,075.5 m2","Commercial for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', ""Children's area"", 'Access for the disabled']",1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,1.0,,,,,
,"Quezon City, Metro Manila","₱ 600,300,000","(₱ 414,000 / m2)",https://www.dotproperty.com.ph/commercial-for-sale-in-pasong-tamo-metro-manila_7156214,3aaa047b-6844-4292-bbf5-7cbc863b260e,,"1,450 m2",,"Commercial for sale in Ramon Magsaysay, Metro Manila near LRT-1 Roosevelt",14.656984,121.0259697,"Quezon City Academy, EDSA, Bago Bantay, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Security', 'Video cable']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,1.0,
,"Quezon City, Metro Manila","₱ 200,070,000","(₱ 285,000 / m2)",https://www.dotproperty.com.ph/commercial-for-sale-in-west-triangle-metro-manila-near-mrt-3-quezon-avenue_7442935,West Avenue Commercial Property,,702 m2,,"Commercial for sale in West Triangle, Metro Manila near MRT-3 Quezon Avenue",14.641646,121.028491,"19-C Daily Bulletin St, Quezon City, 1104 Metro Manila, Philippines",['Car park'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 60,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-san-martin-de-porres-metro-manila-near-mrt-3-araneta-center-cubao_50483eb10ac5-ae0e-6ba5-1ca8-d266b397,206e337c-1fd8-4fe3-b9bf-4df98eb61594,,,,"Commercial for sale in San Martin de Porres, Metro Manila near MRT-3 Araneta Center-Cubao",14.61667,121.05,"Cubao, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 250,000,000","(₱ 125,000 / m2)",https://www.dotproperty.com.ph/commercial-for-sale-in-talayan-metro-manila_7845568,FSWHOFCNCRQCFA2000,,"2,000 m2",,"Commercial for sale in Talayan, Metro Manila",14.6332991,121.0120069,"Talayan, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,,,,,,
,"Quezon City, Metro Manila","₱ 33,000,000","(₱ 66,000 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-culiat-metro-manila_a2f19f50d9c6-b2ee-e495-17a8-eb68859c,MG2,,500 m2,200 m2,"Commercial for sale in Culiat, Metro Manila",14.6720966,121.0503703,"Tandang Sora Avenue, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Gym', 'Security', 'Car park', 'Garden', ""Children's area"", 'Concierge', 'Library', 'Grill', 'Cistern']",0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,5,,,1.0,1.0,1.0,1.0,,
,"Quezon City, Metro Manila","₱ 500,000,000","(₱ 91,075 / m2)",https://www.dotproperty.com.ph/office-for-sale-in-laging-handa-metro-manila-near-mrt-3-kamuning_9224950,2a238a96-7add-4154-ad97-f9088d2d9750,,"5,490 m2",,"Commercial for sale in Laging Handa, Metro Manila near MRT-3 Kamuning",14.6327758,121.0348918,"Tomas Morato Avenue, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 600,000,000","(₱ 104,913 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-pasong-tamo-metro-manila_f7bd25ffd54b-2ba1-9ee2-fe3f-6f576089,NB-24-4 GGP NL,,"5,719 m2","1,194 m2","Commercial for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,,,,,,
,"Quezon City, Metro Manila","₱ 600,000,000","(₱ 104,913 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-pasong-tamo-metro-manila_c8b5ab9ae91c-2ba1-9ee2-0393-7f576089,NB-24-4 GGP NL,,"5,719 m2","1,194 m2","Commercial for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,,,,,,
,"Quezon City, Metro Manila","₱ 600,000,000","(₱ 104,913 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-pasong-tamo-metro-manila_db95ca25699c-2ba1-9ee2-0218-8f576089,NB-24-4 GGP NL,,"5,719 m2","1,194 m2","Commercial for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,,,,,,
,"Quezon City, Metro Manila","₱ 600,000,000","(₱ 104,913 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-pasong-tamo-metro-manila_cd87b4a8a96a-3b51-e222-36df-46576089,NB-24-4 GGP NL,,"5,719 m2","1,194 m2","Commercial for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,,,,,,
,"Quezon City, Metro Manila","₱ 600,000,000","(₱ 104,913 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-pasong-tamo-metro-manila_d3be2c3a4fcb-3b51-e222-31bd-66576089,NB-24-4 GGP NL,,"5,719 m2","1,194 m2","Commercial for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,,,,,,
,"Quezon City, Metro Manila","₱ 600,000,000","(₱ 104,913 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-pasong-tamo-metro-manila_d8dc7b8c6a2b-3b51-e222-643e-96576089,NB-24-4 GGP NL,,"5,719 m2","1,194 m2","Commercial for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,,,,,,
,"Quezon City, Metro Manila","₱ 600,000,000","(₱ 104,913 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-pasong-tamo-metro-manila_73cdd45d63ec-3b51-e222-44c0-c7576089,NB-24-4 GGP NL,,"5,719 m2","1,194 m2","Commercial for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,,,,,,
,"Quezon City, Metro Manila","₱ 600,000,000","(₱ 104,913 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-pasong-tamo-metro-manila_0718567ddc5c-3b51-e222-c0b0-17576089,NB-24-4 GGP NL,,"5,719 m2","1,194 m2","Commercial for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,,,,,,
,"Quezon City, Metro Manila","₱ 600,000,000","(₱ 104,913 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-pasong-tamo-metro-manila_cc9d8d60a0ed-3b51-e222-bf83-47576089,NB-24-4 GGP NL,,"5,719 m2","1,194 m2","Commercial for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,,,,,,
,"Quezon City, Metro Manila","₱ 375,000,000",,https://www.dotproperty.com.ph/land-for-sale-in-fairview-metro-manila_8483351,95b3d25c-f10e-47aa-a449-2ade38716af3,1,,"1,500 m2","1 Bedroom Commercial for sale in Commonwealth, Metro Manila",14.69670294,121.08223032,"397 Tabigo, New Era, Quezon City, Second District NCR, National Capital Region, PHL",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,
,"Quezon City, Metro Manila","₱ 400,000",(₱ 222 / m2),https://www.dotproperty.com.ph/ads/3-bedroom-commercial-for-sale-or-rent-in-bagumbayan-metro-manila_c6c05bd4b361-2dd0-2ea8-3c7c-9e1607c1,erod,3,"1,800 m2",417 m2,"3 Bedroom Commercial for Sale or Rent in Bagumbayan, Metro Manila",14.609093,121.076566,"183 E . Rodriguez Jr. Ave, Bagumbayan, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Security', 'Car park', 'Garden', ""Children's area"", 'Concierge', 'Library', 'Access for the disabled', 'Grill']",1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,3,3,,1.0,1.0,1.0,,,
,"Quezon City, Metro Manila","₱ 150,000,000",,https://www.dotproperty.com.ph/ads/5-bedroom-commercial-for-sale-in-tatalon-metro-manila_25bf0cea7c4d-d371-af32-1c2e-49976089,01932005-b7d8-76af-826c-c5d2fbd9ae47,5,,"1,233.5 m2","5 Bedroom Commercial for sale in Tatalon, Metro Manila",14.6275931,121.0155004,"23 ROTC Hunters, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,
,"Quezon City, Metro Manila","₱ 220,710,000","(₱ 210,000 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-santo-domingo-metro-manila_15e99498414f-b5ee-2625-d869-2554ec08,19db5447-031c-4737-bb4e-a58510500b48,,"1,051 m2",,"Commercial for sale in Santo Domingo, Metro Manila",14.6289658,121.0062721,"Santo Domingo, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 215,000,000",,https://www.dotproperty.com.ph/commercial-for-sale-in-blue-ridge-a-metro-manila_8955730,DS883472-1,,,"1,075 m2","Commercial for sale in Blue Ridge A, Metro Manila",14.618791,121.0732807,"Blue Ridge A, Project 4, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Security', 'Car park', 'Garden', 'Grill']",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,1.0,,,
,"Quezon City, Metro Manila","₱ 40,000,000","(₱ 66,667 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-balingasa-metro-manila-near-lrt-1-balintawak_3eae1ac2f7a4-613e-0665-b423-6388341b,MG8,,600 m2,120 m2,"Commercial for sale in Balingasa, Metro Manila near LRT-1 Balintawak",14.6531026,121.000537,"A. Bonifacio, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,
,"Quezon City, Metro Manila","₱ 175,000,000","(₱ 116,667 / m2)",https://www.dotproperty.com.ph/ads/10-bedroom-commercial-for-sale-in-apolonio-samson-metro-manila-near-lrt-1-balintawak_c37aa6866e4f-647e-cda5-7d4a-5250c895,MG14,10,"1,500 m2",734 m2,"10 Bedroom Commercial for sale in Apolonio Samson, Metro Manila near LRT-1 Balintawak",14.6573787,121.0066278,"EDSA, Balintawak, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Security', 'Car park', 'Grill', 'Cistern']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,2,,,,1.0,1.0,,
,"Quezon City, Metro Manila","₱ 110,320,000","(₱ 128,879 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-commercial-for-sale-in-pasong-tamo-metro-manila_62572f882afb-64b0-dab5-adc3-a94d1ef6,200235,3,856 m2,255 m2,"3 Bedroom Commercial for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas","['Security', 'Car park', 'Garden']",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,3,,,,,,,
,"Quezon City, Metro Manila","₱ 20,000,000","(₱ 99,502 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-commercial-for-sale-in-valencia-metro-manila-near-lrt-2-gilmore_c7b8360925b4-bfde-b332-640a-f7e37089,PRO 463,2,201 m2,67 m2,"2 Bedroom Commercial for sale in Valencia, Metro Manila near LRT-2 Gilmore",14.6092573,121.0373654,"Granada Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Access for the disabled', 'Cistern']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,,,,,1.0,,
,"Quezon City, Metro Manila","₱ 250,000,000",,https://www.dotproperty.com.ph/commercial-for-sale-in-talayan-metro-manila_7761983,365cb767-7d29-462c-b68d-1a5185065050,,,"2,000 m2","Commercial for sale in Talayan, Metro Manila",14.6350227,121.0123682,"Talayan Road, Quezon City, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
