title,location,price,price_per_sqm,url,listing_id,bedrooms,floor_area,land_area,name,latitude,longitude,address,facilities,Access for the disabled,Air conditioning,Alarm,Car park,Concierge,Electricity,Elevator,Internet,Office,Security,Water,Built-in kitchen,Equipped kitchen,Garden,Guardhouse,Gym,Swimming pool,bathrooms,floor,Tennis court,Children's area,Library,Grill,Cistern,Video cable,Panoramic view
,"Quezon City, Metro Manila","₱ 52,800,000","(₱ 117,333 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-kaunlaran-metro-manila-near-mrt-3-araneta-center-cubao_ac9b12846a6d-10ce-9ff2-8b11-74c56089,nc2363,,450 m2,440 m2,"Commercial for sale in Kaunlaran, Metro Manila near MRT-3 Araneta Center-Cubao",14.6206536,121.0480948,"Aurora Blvd, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 260,782,500",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-south-triangle-metro-manila-near-mrt-3-quezon-avenue_a8a3672eff57-599e-dee2-28a9-97236089,nc2603,,,899.25 m2,"Commercial for sale in South Triangle, Metro Manila near MRT-3 Quezon Avenue",14.640352,121.031491,"Quezon Avenue, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 700,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-south-triangle-metro-manila-near-mrt-3-quezon-avenue_fd7979d641a5-d92f-c442-c4cb-04246089,nc2452,,,"2,000 m2","Commercial for sale in South Triangle, Metro Manila near MRT-3 Quezon Avenue",14.640352,121.031491,"Quezon Ave, Diliman, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 60,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-bahay-toro-metro-manila_907127859775-df70-4bb2-ded3-f7b86089,01931e2a-6cbc-7ee5-92ac-422041278290,,,400 m2,"Commercial for sale in Bahay Toro, Metro Manila",14.6658987,121.0314875,"Congressional Ave, Project 8, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 198,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-lourdes-metro-manila_e96d3f5a5a68-4e5e-7222-9b06-75a17089,01928f42-39e0-7772-b4b5-13f4f4a6c30b,,,990 m2,"Commercial for sale in Lourdes, Metro Manila",14.6298504,120.9988782,"New Barangay Lourdes Hall, near corner, Speaker Perez, Sta. Mesa Heights, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 65,000,000","(₱ 108,333 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-holy-spirit-metro-manila_315fa36df70d-1421-6aa2-9b7d-1aee8089,RSJ711,,600 m2,600 m2,"Commercial for sale in Holy Spirit, Metro Manila",14.687194,121.0765048,"Holy Spirit, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 298,840,000","(₱ 400,054 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-laging-handa-metro-manila-near-mrt-3-kamuning_7886d50e37cb-853f-d0a5-1622-3f5451e5,RSJ592,,747 m2,747 m2,"Commercial for sale in Laging Handa, Metro Manila near MRT-3 Kamuning",14.6327494,121.0348582,"Tomas Morato Avenue, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 120,000,000",,https://www.dotproperty.com.ph/commercial-for-sale-in-apolonio-samson-metro-manila-near-lrt-1-balintawak_8434904,32f465ab-2578-4e4d-b66a-2d689a985d71,,,700 m2,"Commercial for sale in Apolonio Samson, Metro Manila near LRT-1 Balintawak",14.6574067,121.0109691,"EDSA &amp; Kaingin Road, Balintawak, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 650,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-or-rent-in-do%C3%B1a-imelda-metro-manila-near-lrt-2-v-mapa_b1668c5d39e8-f30f-cb88-1d62-924d8d21,ELLA-quezoncity,,,,"Commercial for Sale or Rent in Do&ntilde;a Imelda, Metro Manila near LRT-2 V. Mapa",14.60727767,121.02031201,"Aurora Blvd, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 316,710,000","(₱ 170,000 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-matandang-balara-metro-manila_9f7f6e317482-33a1-16c2-5f48-b58f8089,0191a14e-15a4-7d38-8f66-715286b3a2a0,,"1,863 m2","1,863 m2","Commercial for sale in Matandang Balara, Metro Manila",14.6708037,121.0781863,"Zuzuarregui Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 131,500,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-lourdes-metro-manila_73fdf021f7a9-461f-acc2-b981-2c4b7089,0192e5d7-810e-7ddf-a835-0f2a879aca62,,,526 m2,"Commercial for sale in Lourdes, Metro Manila",14.6289278,121.0000897,"D. Tuazon, Sta. Mesa Heights, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 198,000,000","(₱ 115,654 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-laging-handa-metro-manila-near-mrt-3-kamuning_92868f9d16e3-766f-6cc2-3140-3c4e8089,0191b5d6-9586-7dd3-a332-6b38c0a13170,,"1,712 m2",,"Commercial for sale in Laging Handa, Metro Manila near MRT-3 Kamuning",14.6329366,121.0320766,"Laging Handa, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 350,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-south-triangle-metro-manila-near-mrt-3-quezon-avenue_02c72ee782ea-442e-6882-f8e1-bc8e7089,0192b1de-8b1a-7113-b755-fb712bb72d79,,,"1,013 m2","Commercial for sale in South Triangle, Metro Manila near MRT-3 Quezon Avenue",14.640352,121.031491,"Quezon Avenue, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 114,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-san-isidro-labrador-metro-manila_b1cea6779693-4871-2002-4687-8a086089,CLBNK576,,,722 m2,"Commercial for sale in San Isidro Labrador, Metro Manila",14.6234276,120.9955186,"San Isidro Labrador, La Loma, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 125,000,000",,https://www.dotproperty.com.ph/warehouse-factory-for-sale-in-damayan-metro-manila_8429877,FSC-9027,,,"2,395 m2","Warehouse / Factory for sale in Damayan, Metro Manila",14.638626,121.012576,"West Riverside, San Francisco del Monte, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,,,,,
,"Quezon City, Metro Manila","₱ 30,485,000",,https://www.dotproperty.com.ph/land-for-sale-in-fairview-metro-manila_8577313,006,,,,"Commercial for sale in Sikatuna Village, Metro Manila",14.6371034,121.0580009,"117 Anonas Extension, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 350,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-south-triangle-metro-manila-near-mrt-3-quezon-avenue_7f4321fb8efb-178e-2ff2-6925-81e07089,410,,,"1,027.5 m2","Commercial for sale in South Triangle, Metro Manila near MRT-3 Quezon Avenue",14.640352,121.031491,"Quezon Avenue, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 202,200,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-kalusugan-metro-manila_b5628a7838d3-a4af-2dd2-6cf5-ca9c7089,0192d0fd-4ad3-7cc7-af5f-6c1612f1734e,,,"1,011 m2","Commercial for sale in Kalusugan, Metro Manila",14.6221589,121.0255178,"E. Rodriguez Sr. Avenue, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 250,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-mariana-metro-manila-near-lrt-2-gilmore_de7f9a0f1380-dcb1-2b55-843c-7134ebc9,ES - NEW MANILA,,,"2,000 m2","Commercial for sale in Mariana, Metro Manila near LRT-2 Gilmore",14.6163297,121.0306432,"New Manila, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 48,000,000","(₱ 165,517 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-nagkaisang-nayon-metro-manila_4816dcab644e-6c10-2855-a763-83af2840,CT082303,,290 m2,145 m2,"Commercial for sale in Nagkaisang Nayon, Metro Manila",14.7140101,121.019922,"Rodriguez, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 320,640,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-south-triangle-metro-manila-near-mrt-3-kamuning_4c5d9404867f-a66f-0ee2-ece4-fd8d7089,0192c1ca-5bdb-7bb9-a33f-a2315950c4d5,,,"1,336 m2","Commercial for sale in South Triangle, Metro Manila near MRT-3 Kamuning",14.6358604,121.0355727,"Sct. Madri&ntilde;an Street, Diliman, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 160,175,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-south-triangle-metro-manila-near-mrt-3-quezon-avenue_b985d3ff6680-91d0-3002-d291-a8de7089,0192bc1f-807c-7996-9c80-9133aa6c410e,,,640 m2,"Commercial for sale in South Triangle, Metro Manila near MRT-3 Quezon Avenue",14.6375276,121.0283041,"Scout Santiago, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 108,000,000","(₱ 135,000 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-pinyahan-metro-manila-near-mrt-3-kamuning_9cb9ea4bc1f9-dab0-b485-5554-b66fc782,ELLA|FS|V. Luna QC,,800 m2,600 m2,"Commercial for sale in Pinyahan, Metro Manila near MRT-3 Kamuning",14.6375,121.0492027,"Unioil V Luna, Mapang-akit Corner V. Luna Avenue, Pinyahan, Quezon, Metro Manila, Pilipinas","['Security', 'Car park']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 44,550,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-laging-handa-metro-manila-near-mrt-3-kamuning_14f739457c32-ebb1-2002-af2f-187e7089,0192b218-a7af-7997-8eeb-76d245062a58,,,202 m2,"Commercial for sale in Laging Handa, Metro Manila near MRT-3 Kamuning",14.6329366,121.0320766,"Laging Handa, Diliman, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 290,610,000",,https://www.dotproperty.com.ph/ads/warehouse-factory-for-sale-in-santol-metro-manila-near-lrt-2-v-mapa_126fb42d717e-76bf-f445-b72b-bad88f18,DE88-002334,,,"1,614.5 m2","Warehouse / Factory for sale in Santol, Metro Manila near LRT-2 V. Mapa",14.606059,121.017958,"15 G. Araneta Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 138,876,404","(₱ 84,270 / m2)",https://www.dotproperty.com.ph/ads/warehouse-factory-for-sale-in-pasong-tamo-metro-manila_5bdc403a02f6-d6be-6645-9e9a-33b7479e,DS88-000967,,"1,648 m2",,"Warehouse / Factory for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 70,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-laging-handa-metro-manila_be1620ef3d33-5360-c002-4727-3cdf7089,0192acd6-2725-799d-9364-66c6ab9738be,,,280 m2,"Commercial for sale in Laging Handa, Metro Manila",14.6300972,121.0276738,"Don A. Roces Ave, Diliman, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 28,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-sikatuna-village-metro-manila_ef6be9e36c85-7d21-b992-bd7f-73607089,01929362-a2ce-700e-87c2-41d36b0be3ab,,,234 m2,"Commercial for sale in Sikatuna Village, Metro Manila",14.6387367,121.0585922,"Sikatuna Village, Diliman, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 60,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-maharlika-metro-manila_553e10f1c2a8-4e5e-7222-21cc-34a17089,01928f56-dd87-7772-b4b5-1f7d8a98b644,,,220 m2,"Commercial for sale in Maharlika, Metro Manila",14.6319044,120.9968928,"Maharlika, Apo Street, Sta. Mesa Heights, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 45,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-central-metro-manila_4b93c9802f1e-e090-ce85-44d8-d24ef261,6357,,,510 m2,"Commercial for sale in Central, Metro Manila",14.6461984,121.0528028,"Diliman, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 214,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-e-rodriguez-metro-manila-near-lrt-2-araneta-center-cubao_8fd1868b07ab-0911-60c5-d106-1083dca8,ES - EROD,,,910.6 m2,"Commercial for sale in E. Rodriguez, Metro Manila near LRT-2 Araneta Center-Cubao",14.6273978,121.052143,"E. Rodriguez, Lungsod Quezon, Kalakhang Maynila, Pilipinas",['Air conditioning'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 366,000,000","(₱ 91,500 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-socorro-metro-manila-near-lrt-2-araneta-center-cubao_0d5abb9acf77-26e0-3772-f19c-72736089,nc2597,,"4,000 m2","1,531 m2","Commercial for sale in Socorro, Metro Manila near LRT-2 Araneta Center-Cubao",14.6192831,121.0577149,"Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 125,000,000",,https://www.dotproperty.com.ph/warehouse-factory-for-sale-in-damayan-metro-manila_8429877,FSC-9027,,,"2,395 m2","Warehouse / Factory for sale in Damayan, Metro Manila",14.638626,121.012576,"West Riverside, San Francisco del Monte, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,,,,,
,"Quezon City, Metro Manila","₱ 198,000,000","(₱ 115,654 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-laging-handa-metro-manila-near-mrt-3-kamuning_0fbf375de199-127e-c985-72ba-3e4eb428,QC_FLCMLBLDG1712,,"1,712 m2",401 m2,"Commercial for sale in Laging Handa, Metro Manila near MRT-3 Kamuning",14.6329366,121.0320766,"Barangay Laging Handa, Diliman, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 260,000,000","(₱ 145,854 / m2)",https://www.dotproperty.com.ph/ads/warehouse-factory-for-sale-in-bagbag-metro-manila_50d4624d8c1d-4ba0-be75-84ec-a773d318,DS88-001145,,"1,782.6 m2","3,891 m2","Warehouse / Factory for sale in Bagbag, Metro Manila",14.6970663,121.0326292,"641 Quirino Highway, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 290,610,000",,https://www.dotproperty.com.ph/ads/warehouse-factory-for-sale-in-santol-metro-manila-near-lrt-2-v-mapa_126fb42d717e-76bf-f445-b72b-bad88f18,DE88-002334,,,"1,614.5 m2","Warehouse / Factory for sale in Santol, Metro Manila near LRT-2 V. Mapa",14.606059,121.017958,"15 G. Araneta Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 138,876,404","(₱ 84,270 / m2)",https://www.dotproperty.com.ph/ads/warehouse-factory-for-sale-in-pasong-tamo-metro-manila_5bdc403a02f6-d6be-6645-9e9a-33b7479e,DS88-000967,,"1,648 m2",,"Warehouse / Factory for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 350,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-tatalon-metro-manila_c849ecef71fb-f39e-3865-28b4-ea3d22bb,PS - Araneta Avenue,,,"3,701 m2","Commercial for sale in Tatalon, Metro Manila",14.62393,121.015379,"G. Araneta Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 65,000,000","(₱ 72,222 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-project-6-metro-manila_28dca724678a-4f5f-43a5-1661-1533fdec,OB274,,900 m2,339 m2,"Commercial for sale in Project 6, Metro Manila",14.660254,121.0405462,"Project 6, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 173,160,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-santo-domingo-metro-manila_62fdf1eb7af9-68ce-7e55-f6e7-85bba3ee,"PS - Banawe Avenue, QC",,,962 m2,"Commercial for sale in Santo Domingo, Metro Manila",14.6308453,121.0026976,"Banawe avenue, Banawe Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 250,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-laging-handa-metro-manila-near-mrt-3-kamuning_33ceb3ded39f-3ace-a735-58a4-b71f92a2,PS - Tomas Morato Avenue,,,720 m2,"Commercial for sale in Laging Handa, Metro Manila near MRT-3 Kamuning",14.6327758,121.0348918,"Tomas Morato Avenue, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 349,050,000",,https://www.dotproperty.com.ph/commercial-for-sale-in-pasong-tamo-metro-manila_8415718,PS - Congressional Avenue,,,"2,685 m2","Commercial for sale in Pasong Tamo, Metro Manila",14.6731269,121.0595784,"Congressional Avenue Extension, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 120,000,000","(₱ 275,621 / m2)",https://www.dotproperty.com.ph/commercial-for-sale-in-mariana-metro-manila-near-lrt-2-gilmore_9674285,32398698-afdc-4795-b84b-264ebfecd677,,435.38 m2,212 m2,"Commercial for sale in Mariana, Metro Manila near LRT-2 Gilmore",14.6163297,121.0306432,"New Manila, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 40,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-santo-domingo-metro-manila_d623c8a682b3-88ae-d385-e467-1cb7cd89,"PS - Sto. Domingo, Quezon City",,,371.2 m2,"Commercial for sale in Santo Domingo, Metro Manila",14.6289658,121.0062721,"Brgy Sto. Domingo, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 196,400,000","(₱ 275,070 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-phil-am-metro-manila-near-mrt-3-north-avenue_6800abf8b5e1-d9fe-22b5-0389-da1018bf,UCL001,,714 m2,714 m2,"Commercial for sale in Phil-Am, Metro Manila near MRT-3 North Avenue",14.6463776,121.0279869,"West Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 339,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-valencia-metro-manila-near-lrt-2-gilmore_b92eb12645ee-e92f-c442-9a82-b7246089,nc2434,,,"1,695 m2","Commercial for sale in Valencia, Metro Manila near LRT-2 Gilmore",14.6109457,121.0328963,"N. Domingo St, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 250,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-baesa-metro-manila_d751d374feaf-e92f-c442-5d51-f7246089,nc2432,,,"1,000 m2","Commercial for sale in Baesa, Metro Manila",14.6669022,121.0089517,"M. Pascual Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 355,200,000","(₱ 180,580 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-ugong-norte-metro-manila_0afaa9bb3617-26e0-3772-482b-e2736089,nc2598,,"1,967 m2","1,974 m2","Commercial for sale in Ugong Norte, Metro Manila",14.5901598,121.0818858,"Ortigas Ave, Pasig, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 600,000,000","(₱ 502,513 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-sacred-heart-metro-manila_76960013b1b9-2881-d772-23f0-5f357089,nc856,,"1,194 m2","5,719 m2","Commercial for sale in Sacred Heart, Metro Manila",14.6276964,121.0338293,"18 Tomas Morato Avenue, Diliman, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 628,272,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-west-triangle-metro-manila-near-mrt-3-quezon-avenue_dcbe1435adea-36e0-3772-c267-d3736089,nc2592,,,"1,570.68 m2","Commercial for sale in West Triangle, Metro Manila near MRT-3 Quezon Avenue",14.6399319,121.0299075,"McDonald&#039;s Quezon Avenue, Abenida Quezon, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila",₱ 1.12 billion,,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-marilag-metro-manila-near-lrt-2-katipunan_4a6838e90645-d92f-c442-1f63-14246089,nc2451,,,"3,734.7 m2","Commercial for sale in Marilag, Metro Manila near LRT-2 Katipunan",14.6219341,121.0734089,"Katipunan Ave, Project 4, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 165,000,000",,https://www.dotproperty.com.ph/ads/commercial-for-sale-in-pinyahan-metro-manila_95aef3201317-f0ce-9ff2-fa3d-aec56089,nc2418,,,"1,500 m2","Commercial for sale in Pinyahan, Metro Manila",14.6329805,121.0535561,"Kamias Road, Diliman, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 250,000,000","(₱ 250,250 / m2)",https://www.dotproperty.com.ph/commercial-for-sale-in-socorro-metro-manila-near-lrt-2-araneta-center-cubao_7622408,DS882462,,999 m2,,"Commercial for sale in Socorro, Metro Manila near LRT-2 Araneta Center-Cubao",14.6177663,121.0571541,"Cubao, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,"Quezon City, Metro Manila","₱ 600,000,000","(₱ 502,513 / m2)",https://www.dotproperty.com.ph/ads/commercial-for-sale-in-sacred-heart-metro-manila-near-mrt-3-kamuning_bcc593289a28-c7de-6552-ec8c-3ff58089,01914aa6-d1db-7443-bc2d-17f017604dde,,"1,194 m2","5,719 m2","Commercial for sale in Sacred Heart, Metro Manila near MRT-3 Kamuning",14.6316736,121.0346578,"Tomas Morato Ave, New Manila, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
