title,location,price,price_per_sqm,url,listing_id,bedrooms,bathrooms,floor_area,floor,name,latitude,longitude,address,facilities,Swimming pool,Air conditioning,Gym,Internet,Security,Car park,Garden,Balcony,Tennis court,Children's area,Equipped kitchen,Electricity,Concierge,Elevator,Roof garden,Water,Alarm,Access for the disabled,Guardhouse,Built-in kitchen,Utility room,Video cable,Patio,Cistern,Panoramic view,Library,Terrace,Heating,Fireplace,Built-in wardrobe,Cellar,Grill,Hot Tub,Natural gas,Office,Sauna
,"Quezon City, Metro Manila","₱5,780,000.00","(₱ 175,152 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-the-crestmont-south-triangle-metro-manila-near-mrt-3-quezon-avenue_1dd35619f653-2470-1332-e97c-7b607089,CR29D,1,1,33 m2,29,The Crestmont,14.642647,121.036691,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Roof garden', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱5,760,000.00","(₱ 174,545 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-the-crestmont-south-triangle-metro-manila-near-mrt-3-quezon-avenue_cc46dd081316-0521-e9a5-fa04-bdf6e1a3,CRest6550,1,1,33 m2,29,The Crestmont,14.642647,121.036691,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Roof garden', 'Water', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱5,900,000.00","(₱ 121,649 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-marilag-metro-manila-near-lrt-2-anonas_0afb1dbd674f-1b6f-c5a8-4b43-940a6785,FS2BRIFTRS01,2,1,48.5 m2,31,"2 Bedroom Condo for sale in Marilag, Metro Manila near LRT-2 Anonas",14.6282201,121.0674028,"Infina Towers, Aurora Boulevard, Project 4, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
,"Quezon City, Metro Manila","₱8,400,000.00","(₱ 120,000 / m2)",https://www.dotproperty.com.ph/2-bedroom-condo-for-sale-in-marilag-metro-manila-near-lrt-2-anonas_9383035,FSORI2BR1024,2,1,70 m2,7,"2 Bedroom Condo for sale in Marilag, Metro Manila near LRT-2 Anonas",14.6283138,121.0684287,"The Oriana, Project 4, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,"Quezon City, Metro Manila","₱12,900,000.00","(₱ 195,455 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-the-crestmont-south-triangle-metro-manila-near-mrt-3-quezon-avenue_a2db06aa3b1d-d941-c992-e97b-6f5a8089,CRes23AT,2,1,66 m2,,The Crestmont,14.642647,121.036691,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Elevator', 'Roof garden', 'Water', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,1.0,1.0,,,,,,,,,,,
,"Quezon City, Metro Manila","₱200,000.00","(₱ 3,636 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-manhattan-garden-ramon-magsaysay-metro-manila-near-lrt-1-roosevelt_994c778208b3-2940-f882-ae32-82c56089,01934d71-76bf-711a-9507-6e197122d500,1,1,55 m2,19,MANHATTAN GARDEN,14.660386,121.02271,"Araneta Center, Cubao, Quezon City","['Swimming pool', 'Security', 'Car park', 'Garden', 'Balcony', 'Alarm']",1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱5,900,000.00","(₱ 121,649 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-infina-towers-marilag-metro-manila-near-lrt-2-anonas_49d410042082-943e-3cc2-915f-bab48089,SC169,2,1,48.5 m2,9,INFINA TOWERS,14.628471,121.067842,"Infina Towers, Aurora Boulevard, Quezon City, NCR,","['Swimming pool', 'Gym', 'Security', 'Garden', 'Balcony', 'Electricity', 'Elevator', 'Roof garden', 'Water', 'Patio', 'Access for the disabled']",1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1.0,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱6,500,000.00","(₱ 118,182 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-viera-residences-obrero-metro-manila_8f58a25e79fe-9ace-1662-073e-b0fb8089,V24,2,1,55 m2,23,Viera Residences,14.627892,121.032095,"Sct. Tuason St, Diliman, Quezon City, Metro Manila","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Roof garden', 'Water', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,,1.0,1.0,,,,,1.0,,1.0,,,,
,"Quezon City, Metro Manila","₱6,400,000.00",,https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-marilag-metro-manila-near-lrt-2-anonas_b56ab6525187-ed81-7352-a657-ccd26089,WC204,2,1,48.5 m2,,"2 Bedroom Condo for sale in Marilag, Metro Manila near LRT-2 Anonas",14.6282201,121.0674028,"Infina Towers, Aurora Boulevard, Project 4, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Gym', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Concierge', 'Elevator', 'Roof garden', 'Alarm', 'Access for the disabled', 'Grill', 'Guardhouse']",1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,,,,,,,,,,1.0,,,,
,"Quezon City, Metro Manila","₱5,760,000.00","(₱ 174,545 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-the-crestmont-south-triangle-metro-manila-near-mrt-3-quezon-avenue_d0c61499aca8-9961-abb2-b900-c1867089,CR29BD,1,1,33 m2,29,The Crestmont,14.642647,121.036691,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.0,1.0,,1.0,,,,,,,,,
,"Quezon City, Metro Manila","₱4,890,000.00","(₱ 168,621 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-marilag-metro-manila-near-lrt-2-anonas_0968f37028e4-1950-2288-adc0-94816c52,ORI1BR092024,1,1,29 m2,20,"1 Bedroom Condo for sale in Marilag, Metro Manila near LRT-2 Anonas",14.6283138,121.0684287,"The Oriana, Project 4, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,
,"Quezon City, Metro Manila","₱65,000,000.00","(₱ 217,391 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-condo-for-sale-in-bagumbayan-metro-manila_41c9a1f56368-bf9f-8662-1322-dc086089,019319dc-7768-7331-a0ae-13634a8f0d85,5,4,299 m2,,"5 Bedroom Condo for sale in Bagumbayan, Metro Manila",14.6050191,121.0810428,"DREAM TOWER NUVO DISTRICT &lt; Behind Aspire &gt;, Calle Industria, Brgy. Bagumbayan, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
,"Quezon City, Metro Manila","₱7,900,000.00","(₱ 149,057 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-the-celandine-balingasa-metro-manila-near-lrt-1-balintawak_8649a52951a8-070e-8aa2-e02d-5efb8089,SC177,2,1,53 m2,,THE CELANDINE,14.654556,120.998024,"The Celandine Residences, A. Bonifacio Avenue, Que","['Swimming pool', 'Air conditioning', 'Security', 'Car park', 'Garden']",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱4,585,213.00","(₱ 208,419 / m2)",https://www.dotproperty.com.ph/ads/condo-for-sale-in-san-roque-metro-manila-near-lrt-2-anonas_e6c8ea4e6899-c971-f212-dd67-a8907089,9493954622,,1,22 m2,22,"Condo for sale in San Roque, Metro Manila near LRT-2 Anonas",14.6255089,121.0593227,"Aurora Escalades Tower, Aurora Boulevard, Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0
,"Quezon City, Metro Manila","₱6,700,000.00","(₱ 127,570 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-santo-cristo-metro-manila-near-lrt-1-roosevelt_657c823c70ff-d2d0-e9e2-1037-51f07089,01929a84-2698-7b0b-9c7c-aa92d671d243,2,1,52.52 m2,17,"2 Bedroom Condo for sale in Santo Cristo, Metro Manila near LRT-1 Roosevelt",14.65948266,121.02835849,"Misamis Extension, Sto. Cristo, Quezon City, Metro Manila, National Capital Region, PHL",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱5,400,000.00","(₱ 241,071 / m2)",https://www.dotproperty.com.ph/condo-for-sale-in-pinyahan-metro-manila-near-mrt-3-north-avenue_9426833,11-Sola 3,,1,22.4 m2,,"Condo for sale in Bagong Pag-Asa, Metro Manila near MRT-3 North Avenue",14.65202318,121.0352625,"4th Floor, Ayala Malls Vertis Triangle Exchange, North, North Ave, Bagong Pag-asa, Quezon City, Metro Manila, Philippines","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Office', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1.0,1.0,1.0,,,,,,,1.0,,,1.0,
,"Quezon City, Metro Manila","₱4,999,999.00","(₱ 111,111 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-mariana-metro-manila-near-lrt-2-betty-go-belmonte_03a67580f084-3ede-1442-4c25-acf97089,01920adf-47d5-7558-bcb6-519a91423f69,1,1,45 m2,5,"1 Bedroom Condo for sale in Mariana, Metro Manila near LRT-2 Betty Go-Belmonte",14.6198419,121.0377895,"Balete Drive, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Patio', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room']",1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1.0,,1.0,1.0,,,,1.0,,,,,,
,"Quezon City, Metro Manila","₱17,620,000.00","(₱ 279,683 / m2)",https://www.dotproperty.com.ph/1-bedroom-condo-for-sale-in-the-rise-makati-by-shangrila-makati-metro-manila_4694960,22f10d62-3365-446c-8912-1fbe4b168978,1,1,63 m2,20,Haraya Residences,14.618019,121.074654,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Terrace', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Office', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,1.0
,"Quezon City, Metro Manila","₱8,000,000.00","(₱ 200,000 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-san-roque-metro-manila-near-lrt-2-anonas_a2d2b64906cb-7a81-bc72-d54b-df948089,019150ac-e54c-72de-81f2-ed39053e7c7f,1,1,40 m2,10,"1 Bedroom Condo for sale in San Roque, Metro Manila near LRT-2 Anonas",14.6237779,121.0603593,"MIRA SHOWROOM, Mirasol Street, Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Gym', 'Internet', 'Security', 'Car park', 'Balcony', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Elevator', 'Roof garden', 'Office', 'Utility room', 'Cistern']",1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,,1.0,,,,,,,,,,,1.0,1.0
,"Quezon City, Metro Manila","₱3,200,000.00","(₱ 110,345 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-bagumbayan-metro-manila_415158ed78a0-c790-a6a8-87b8-9a0327f3,Studioloft,1,1,29 m2,5,"1 Bedroom Condo for sale in Bagumbayan, Metro Manila",14.61085,121.0801086,"Eastwood Parkview Tower 1, East Cyber, Orchard Road, Bagumbayan, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Garden', 'Sauna', ""Children's area"", 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Guardhouse', 'Built-in kitchen', 'Cistern']",1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1.0,1.0,,,,,,1.0,,,,,,1.0
,"Quezon City, Metro Manila","₱4,800,000.00","(₱ 83,478 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-bagumbayan-metro-manila_415158ed78a0-c790-a6a8-5997-98fe5b1b,OOR15,1,1,57.5 m2,15,"1 Bedroom Condo for sale in Bagumbayan, Metro Manila",14.611067281199,121.08087044209,"Orchard Rd, Bagumbayan, Quezon City, Second District NCR, National Capital Region, PHL","['Gym', 'Security', 'Car park', 'Concierge', 'Water', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Cistern']",0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱4,800,000.00","(₱ 83,478 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-bagumbayan-metro-manila_415158ed78a0-c790-a6a8-8997-9e005d2c,OOR15,1,1,57.5 m2,15,"1 Bedroom Condo for sale in Bagumbayan, Metro Manila",14.611067281199,121.08087044209,"Orchard Rd, Bagumbayan, Quezon City, Second District NCR, National Capital Region, PHL","['Gym', 'Security', 'Car park', 'Concierge', 'Water', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Cistern']",0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱9,500,000.00","(₱ 256,757 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-shang-summit-south-triangle-metro-manila-near-mrt-3-kamuning_2b921612052c-ff11-4112-46ce-7afd9089,0190caf2-bd35-7885-88aa-d749783870e7,1,1,37 m2,8,Shang Summit,14.636312,121.039374,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Water', 'Patio', 'Heating', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0
,"Quezon City, Metro Manila","₱16,600,000.00","(₱ 325,490 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-shang-summit-south-triangle-metro-manila-near-mrt-3-kamuning_aa005a7615fc-ff11-4112-7fa9-4afd9089,0190caf5-0fa2-7885-88aa-da4832f499ff,1,1,51 m2,8,Shang Summit,14.636312,121.039374,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0
,"Quezon City, Metro Manila","₱29,100,000.00","(₱ 330,682 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-shang-summit-south-triangle-metro-manila-near-mrt-3-kamuning_b5cd68fff39b-ff11-4112-a6ab-bafd9089,0190cafe-ef3f-7885-88aa-e06aaa13cd4e,2,2,88 m2,8,Shang Summit,14.636312,121.039374,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Terrace', 'Water', 'Patio', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0
,"Quezon City, Metro Manila","₱32,000,000.00","(₱ 242,424 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-kaunlaran-metro-manila-near-lrt-2-betty-go-belmonte_aab3bc253c25-8900-9aa2-d4cd-7fea9089,0190fba2-cd5c-7ff0-9901-47d647de6eff,2,2,132 m2,,"2 Bedroom Condo for sale in Kaunlaran, Metro Manila near LRT-2 Betty Go-Belmonte",14.6151583,121.0397839,"Sky Villas Lobby, N. Domingo, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Gym', 'Security', 'Car park', 'Balcony', 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Elevator', 'Terrace', 'Water', 'Built-in wardrobe', 'Built-in kitchen', 'Utility room']",0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,,,1.0,,1.0,,,1.0,,,,,,
,"Quezon City, Metro Manila","₱5,000,000.00","(₱ 208,333 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-san-roque-metro-manila-near-lrt-2-anonas_9e5b22984051-2c40-8d42-f17f-3d948089,019150c6-a28a-75c1-95d7-84951077e4b0,1,1,24 m2,10,"1 Bedroom Condo for sale in San Roque, Metro Manila near LRT-2 Anonas",14.6237779,121.0603593,"MIRA SHOWROOM, Mirasol Street, Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Sauna', 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Fireplace', 'Built-in wardrobe', 'Hot Tub', 'Office', 'Utility room', 'Cistern']",1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0
,"Quezon City, Metro Manila","₱52,788,888.00","(₱ 282,294 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-sale-in-haraya-residences-blue-ridge-b-metro-manila_90047226f529-dcef-5eb5-b541-95730d1d,c8c96240-854e-4eb4-abdc-074a37725990,3,3,187 m2,18,Haraya Residences,14.618019,121.074654,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Terrace', 'Water', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0
,"Quezon City, Metro Manila","₱32,649,999.00","(₱ 229,930 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-haraya-residences-blue-ridge-b-metro-manila_0da5952dbd66-dc51-1415-85bf-a9e2900c,d9907b0f-ae41-4858-84dc-33cec7404fc9,2,2,142 m2,18,Haraya Residences,14.618019,121.074654,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Terrace', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,1.0
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_57d4ce43f5a4-93ef-1442-50d2-94ce7089,PH00159,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱32,078,202.00","(₱ 458,260 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-ugong-norte-metro-manila_5b6d74fa2630-d81f-c475-2ad0-3212b49f,27,1,1,70 m2,55,"1 Bedroom Condo for sale in Ugong Norte, Metro Manila",14.5985616,121.0818086,"Parklinks North and South Tower, Parklinks, Eulogio Rodriguez Jr. Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Water', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Video cable', 'Cistern']",1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,,1.0,1.0,,,,,1.0,,,,,,
