title,location,price,price_per_sqm,url,listing_id,bedrooms,bathrooms,floor_area,floor,name,latitude,longitude,address,facilities,Swimming pool,Air conditioning,Gym,Internet,Security,Car park,Garden,Balcony,Tennis court,Children's area,Equipped kitchen,Electricity,Concierge,Elevator,Roof garden,Water,Alarm,Access for the disabled,Guardhouse,Built-in kitchen,Utility room,Video cable,Patio,Cistern,Panoramic view,Library,Terrace,Heating,Fireplace,Built-in wardrobe,Cellar,Grill,Hot Tub,Natural gas,Office,Sauna
,"Quezon City, Metro Manila","₱8,500,165.00","(₱ 254,954 / m2)",https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_92c1baa76089-2180-3ee2-d8ae-e7667089,PH0095,,1,33.34 m2,12,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0,,,,,,,,,,,
,"Quezon City, Metro Manila","₱10,200,000.00","(₱ 214,918 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-bagong-pag-asa-metro-manila-near-mrt-3-quezon-avenue_412002acc2da-df81-caa2-4b10-35407089,RC-800002,2,1,47.46 m2,6,"2 Bedroom Condo for sale in Bagong Pag-Asa, Metro Manila near MRT-3 Quezon Avenue",14.6474332,121.0356739,"Avida Towers Sola, Vertis North, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Garden', ""Children's area""]",1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱7,103,000.00","(₱ 130,330 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-the-oriana-marilag-metro-manila-near-lrt-2-anonas_a6e10d3d9559-406f-4112-5c1b-5e847089,019251b4-e8d4-7885-a395-0440c6c98b3f,2,1,54.5 m2,6,The Oriana,14.62791,121.068601,,"['Swimming pool', 'Gym', 'Security', 'Car park', 'Tennis court', ""Children's area"", 'Elevator']",1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱7,189,000.00","(₱ 119,817 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-the-oriana-marilag-metro-manila-near-lrt-2-anonas_6ce570a1076a-506f-4112-17f7-bf847089,019251ae-2a28-7885-a394-f3298f924bd3,2,1,60 m2,3,The Oriana,14.62791,121.068601,,"['Swimming pool', 'Gym', 'Security', 'Car park', 'Tennis court', ""Children's area"", 'Elevator']",1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱5,427,000.00","(₱ 162,000 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-the-oriana-marilag-metro-manila-near-lrt-2-anonas_e38a4ec2a36a-606f-4112-d502-18847089,01925118-794c-7885-a393-f36f7db5f16b,1,1,33.5 m2,16,The Oriana,14.62791,121.068601,,"['Swimming pool', 'Gym', 'Security', 'Car park', 'Tennis court', ""Children's area"", 'Elevator']",1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱40,300,000.00","(₱ 260,000 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-horseshoe-metro-manila-near-lrt-2-betty-go-belmonte_fd11d40280d8-d321-8ff2-2ef0-0afa7089,10,2,2,155 m2,,"2 Bedroom Condo for sale in Horseshoe, Metro Manila near LRT-2 Betty Go-Belmonte",14.612301,121.045697,"29 C. Benitez Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Gym', 'Security', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room']",0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,1.0,,,,,,
,"Quezon City, Metro Manila","₱4,224,000.00","(₱ 153,600 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-the-celandine-balingasa-metro-manila-near-lrt-1-balintawak_af17c8fd3e57-162e-7bb2-cba4-91f96089,CEL - 1BR - 27.50 SQM - NOV,1,1,27.5 m2,45,THE CELANDINE,14.654556,120.998024,"The Celandine Residences, A. Bonifacio Avenue, Que","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1.0,,1.0,,1.0,,,,,1.0,,,,
,"Quezon City, Metro Manila","₱4,799,000.00","(₱ 239,950 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-the-residences-at-commonwealth-quezon-city-batasan-hills-metro-manila_b1d456ddf099-cdf1-5935-7124-d0c0d93f,a60c9d9c-5782-4604-8acd-009acc345c8e,1,1,20 m2,,The Residences at Commonwealth Quezon City,14.676493,121.086963,"Amsterdam Avenue, Don Antonio Drive, Brgy. Batasan","['Swimming pool', 'Gym', 'Security', 'Car park', 'Garden', ""Children's area"", 'Library', 'Elevator']",1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,1.0,,,,,,,,,,
,"Quezon City, Metro Manila","₱6,600,000.00","(₱ 183,333 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-south-triangle-metro-manila-near-mrt-3-quezon-avenue_e6ffcca7e48e-7fb1-0772-5ef5-c7296089,CRE - 1BR - 36sqm,1,1,36 m2,,"1 Bedroom Condo for sale in South Triangle, Metro Manila near MRT-3 Quezon Avenue",14.6427295,121.0372656,"The Crestmont, Panay Avenue, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Gym', 'Internet', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Guardhouse']",1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1.0,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,288,000.00","(₱ 169,744 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-south-triangle-metro-manila-near-mrt-3-quezon-avenue_ff5bb054c5f7-3b3e-10b2-ab3c-7d776089,019322c2-d6ef-7e98-b6e6-2a4d549ee4aa,2,1,66.5 m2,,"2 Bedroom Condo for sale in South Triangle, Metro Manila near MRT-3 Quezon Avenue",14.642729379269,121.03726543486,"MANTA BUILDING, 155 Panay Avenue, South Triangle, Quezon City, Metro Manila, National Capital Region, PHL","['Swimming pool', 'Gym', 'Internet', 'Security', 'Garden', 'Balcony', 'Panoramic view', 'Elevator', 'Roof garden', 'Cellar', 'Access for the disabled', 'Grill', 'Office']",1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,,,1.0,,,,,,1.0,1.0,,,1.0,
,"Quezon City, Metro Manila","₱6,700,000.00","(₱ 127,570 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-santo-cristo-metro-manila-near-lrt-1-roosevelt_657c823c70ff-d2d0-e9e2-1037-51f07089,01929a84-2698-7b0b-9c7c-aa92d671d243,2,1,52.52 m2,17,"2 Bedroom Condo for sale in Santo Cristo, Metro Manila near LRT-1 Roosevelt",14.65948266,121.02835849,"Misamis Extension, Sto. Cristo, Quezon City, Metro Manila, National Capital Region, PHL",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱6,029,000.00","(₱ 91,348 / m2)",https://www.dotproperty.com.ph/2-bedroom-condo-for-sale-in-marilag-metro-manila-near-lrt-2-anonas_9160782,ORI2BR,2,1,66 m2,2,"2 Bedroom Condo for sale in Marilag, Metro Manila near LRT-2 Anonas",14.6283138,121.0684287,"The Oriana, Project 4, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,"Quezon City, Metro Manila","₱8,500,165.00","(₱ 254,954 / m2)",https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_9155ed1af18f-1930-3dd2-c57e-696e8089,PH0014,,1,33.34 m2,12,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱4,645,000.00","(₱ 160,172 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-infina-towers-marilag-metro-manila-near-lrt-2-anonas_857c7f99f36d-bbee-c112-091e-ce808089,INFINA TOWERS,1,1,29 m2,,INFINA TOWERS,14.628471,121.067842,"Infina Towers, Aurora Boulevard, Quezon City, NCR,","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Alarm', 'Fireplace', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Natural gas', 'Office', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,
,"Quezon City, Metro Manila","₱5,900,008.00","(₱ 222,642 / m2)",https://www.dotproperty.com.ph/ads/condo-for-sale-in-mira-san-roque-metro-manila-near-lrt-2-anonas_7a49b4c94a03-025e-80b5-f585-fa702238,PAHC06142024-206,,1,26.5 m2,,MIRA,14.623167,121.059649,,"['Gym', 'Security', ""Children's area"", 'Elevator']",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱16,500,000.00","(₱ 270,492 / m2)",https://www.dotproperty.com.ph/1-bedroom-condo-for-sale-in-pinyahan-metro-manila-near-mrt-3-quezon-avenue_9430872,15-Orean 1,1,1,61 m2,,"1 Bedroom Condo for sale in Bagong Pag-Asa, Metro Manila near MRT-3 Quezon Avenue",14.64838661,121.03925094,"J2XQ+9P Quezon City, Metro Manila, Philippines","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,
,"Quezon City, Metro Manila","₱93,500,000.00","(₱ 347,584 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-sale-in-nagkaisang-nayon-metro-manila_6097f6bccd6c-e471-a525-175f-872c4dc4,5dc5d721-a428-474f-825b-d3cdde3a2093,3,3,269 m2,49,"3 Bedroom Condo for sale in Nagkaisang Nayon, Metro Manila",14.71913206,121.02982739,"Parklinks South Tower, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Security', 'Car park', 'Balcony', 'Electricity', 'Roof garden', 'Water', 'Alarm', 'Built-in wardrobe']",1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,,,,,,,,1.0,,,,,,
,"Quezon City, Metro Manila","₱7,200,000.00","(₱ 248,276 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-santa-cruz-metro-manila_d9e242cb9a43-9cce-b498-6c29-9be74466,33552be0-07d3-105e-bdd0-65f0ed757b0c,2,1,29 m2,1,"2 Bedroom Condo for sale in Santa Cruz, Metro Manila",14.6372336,121.0260672,"Quezon Avenue &amp; West Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Gym', 'Internet', 'Balcony', 'Electricity', 'Elevator', 'Roof garden', 'Water', 'Utility room']",1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱3,550,000.00","(₱ 122,414 / m2)",https://www.dotproperty.com.ph/ads/condo-for-sale-in-bagumbayan-metro-manila_b3a75c4814f7-9f1f-c455-2833-e1e50dd2,EP1-33G,,1,29 m2,33,"Condo for sale in Bagumbayan, Metro Manila",14.61085,121.0801086,"Eastwood Parkview Tower 1, East Cyber, Orchard Road, Bagumbayan, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Gym', 'Security', 'Electricity', 'Elevator', 'Water', 'Alarm', 'Built-in kitchen']",1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱4,200,000.00","(₱ 182,609 / m2)",https://www.dotproperty.com.ph/1-bedroom-condo-for-sale-in-balingasa-metro-manila-near-lrt-1-balintawak_9559785,mvfclover,1,1,23 m2,16,"1 Bedroom Condo for sale in Balingasa, Metro Manila near LRT-1 Balintawak",14.65545997,121.00134558,"Ayala Malls Cloverleaf, EDSA cor, M242+4GC, A. Bonifacio, Quezon City, Metro Manila, Philippines","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,,1.0,,,,,,,1.0,,,1.0,
,"Quezon City, Metro Manila","₱9,000,000.00","(₱ 123,288 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-bagumbayan-metro-manila_27ce592ad041-3f3e-3955-fe1d-7c19ef40,GEPMA-28C,2,1,73 m2,28,"2 Bedroom Condo for sale in Bagumbayan, Metro Manila",14.6099696,121.0784042,"Grand Eastwood Palazzo, Orchard Road, Bagumbayan, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Gym', 'Security', 'Electricity', 'Elevator', 'Water', 'Alarm', 'Built-in kitchen']",1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱79,560,000.00","(₱ 296,866 / m2)",https://www.dotproperty.com.ph/3-bedroom-condo-for-sale-in-ugong-norte-metro-manila_6422039,e6b9ef87-8dc6-49a2-8c58-42afd5404ec9,3,4,268 m2,47,"3 Bedroom Condo for sale in Ugong Norte, Metro Manila",14.5978391,121.0802472,"Parklinks North Tower, Parklinks, Eulogio Rodriguez Jr. Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Terrace', 'Water', 'Built-in wardrobe', 'Access for the disabled', 'Built-in kitchen', 'Office', 'Utility room']",1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,,,1.0,,1.0,,,1.0,,,,,1.0,
,"Quezon City, Metro Manila","₱55,501,000.00","(₱ 281,731 / m2)",https://www.dotproperty.com.ph/3-bedroom-condo-for-sale-in-ugong-norte-metro-manila_6422259,967beef5-d702-42d5-a0a5-affced328b4a,3,3,197 m2,16,"3 Bedroom Condo for sale in Ugong Norte, Metro Manila",14.5978391,121.0802472,"Parklinks North Tower, Parklinks, Eulogio Rodriguez Jr. Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Panoramic view', 'Concierge', 'Elevator', 'Terrace', 'Water', 'Built-in wardrobe', 'Access for the disabled', 'Built-in kitchen', 'Office', 'Utility room']",1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,,,1.0,,1.0,,,1.0,,,,,1.0,
,"Quezon City, Metro Manila","₱7,891,000.00","(₱ 134,889 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-the-erin-heights-matandang-balara-metro-manila_f93811c580d8-6fb1-0772-8a0b-a7f96089,ERIN - 2BR - 58.50SQM,2,1,58.5 m2,,The Erin Heights,14.663331,121.069343,,"['Swimming pool', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', ""Children's area"", 'Electricity', 'Concierge', 'Elevator', 'Water', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room']",1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱6,059,001.00","(₱ 233,039 / m2)",https://www.dotproperty.com.ph/ads/condo-for-sale-in-mira-san-roque-metro-manila-near-lrt-2-anonas_e32e60013b8b-cda0-d025-1ba6-3a5e79f0,2. LG (Mira-S),,1,26 m2,,MIRA,14.623167,121.059649,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Built-in wardrobe', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1.0,,1.0,,1.0,,,1.0,,,,,1.0,
,"Quezon City, Metro Manila","₱3,600,000.00","(₱ 194,595 / m2)",https://www.dotproperty.com.ph/ads/condo-for-sale-in-south-triangle-metro-manila-near-mrt-3-quezon-avenue_c38835d07008-e60e-aee2-f73c-702e7089,UHomes Panay,,1,18.5 m2,30,"Condo for sale in South Triangle, Metro Manila near MRT-3 Quezon Avenue",14.6389157,121.0317586,"Future Point Plaza suites, Panay Avenue, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Gym', 'Security', 'Garden', 'Sauna', ""Children's area"", 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Roof garden', 'Water', 'Patio', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen']",1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1.0,,1.0,,,,,,,,,,,1.0
,"Quezon City, Metro Manila","₱5,822,000.00","(₱ 108,822 / m2)",https://www.dotproperty.com.ph/2-bedroom-condo-for-sale-in-infina-towers-aurora-metro-manila-near-lrt-2-anonas_9168971,IFT2BR,2,1,53.5 m2,3,INFINA TOWERS,14.628471,121.067842,"Infina Towers, Aurora Boulevard, Quezon City, NCR,","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,"Quezon City, Metro Manila","₱7,988,000.00","(₱ 146,569 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-the-erin-heights-matandang-balara-metro-manila_950bf64b4054-451e-1cc2-5f2a-7bfe8089,M-C-ERI2B,2,1,54.5 m2,,The Erin Heights,14.663331,121.069343,,"['Swimming pool', 'Security', 'Car park', 'Elevator']",1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱36,950,000.00","(₱ 284,231 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-kaunlaran-metro-manila-near-lrt-2-betty-go-belmonte_8bb3d2d63a35-cb00-8865-a4ff-b9bafa8f,a1fafe0e-aa5f-4311-99ed-46f63c7c6ee1,2,2,130 m2,,"2 Bedroom Condo for sale in Kaunlaran, Metro Manila near LRT-2 Betty Go-Belmonte",14.6153897,121.0399083,"One Balete, Balete Drive, New Manila, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Security', 'Car park', 'Balcony', 'Equipped kitchen', 'Panoramic view', 'Concierge', 'Elevator', 'Alarm', 'Built-in wardrobe', 'Built-in kitchen']",1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,,,1.0,,,,,1.0,,,,,,
,"Quezon City, Metro Manila","₱260,800.00","(₱ 3,835 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-sale-or-rent-in-kaunlaran-metro-manila-near-lrt-2-gilmore_1ce4c1bb67d0-5201-6032-4160-cbc98089,JGLBT,3,3,68 m2,18,"3 Bedroom Condo for Sale or Rent in Kaunlaran, Metro Manila near LRT-2 Gilmore",14.6142558,121.0384865,"Robinsons Magnolia Garden, Robinson&#039;s Magnolia Road, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,"Quezon City, Metro Manila","₱7,808,000.00","(₱ 143,266 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-the-erin-heights-matandang-balara-metro-manila_94d3c979183a-d91f-1662-9167-b9496089,ERI - 2BR - 54.50 SQM,2,1,54.5 m2,55,The Erin Heights,14.663331,121.069343,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1.0,,1.0,,1.0,,,,,1.0,,,,
,"Quezon City, Metro Manila","₱3,300,000.00","(₱ 68,041 / m2)",https://www.dotproperty.com.ph/2-bedroom-condo-for-sale-in-infina-towers-aurora-metro-manila-near-lrt-2-anonas_3118656,2 Bedroom Condominium near LRT Anonas,2,1,48.5 m2,28,INFINA TOWERS,14.628471,121.067842,"Infina Towers, Aurora Boulevard, Quezon City, NCR,","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Tennis court', ""Children's area"", 'Water', 'Grill']",1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,1.0,,,,
,"Quezon City, Metro Manila","₱8,900,000.00","(₱ 251,270 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-bagong-pag-asa-metro-manila-near-mrt-3-quezon-avenue_4267f9d12755-797f-aa85-5b16-6f23b291,AVVN01,1,1,35.42 m2,26,"1 Bedroom Condo for sale in Bagong Pag-Asa, Metro Manila near MRT-3 Quezon Avenue",14.6465762,121.0373372,"Avida Towers Vita - Tower 2, Abenida Epifanio de los Santos, Bagong Pag-asa, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Garden', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Water', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Video cable']",1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,,,1.0,,,,,1.0,,,,,,
,"Quezon City, Metro Manila","₱12,000,000.00","(₱ 126,316 / m2)",https://www.dotproperty.com.ph/2-bedroom-condo-for-sale-in-one-central-park-taguig-metro-manila_4839018,PHRESIWEB000022,2,2,95 m2,8,One Central Park,14.608855,121.079789,"Eastwood Ave, Quezon City, Metro Manila",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
